,A3UTSRN8QLKWE,A3ST8XFT4X93K,A2YN6Z2DAW88X,A6PO7JT39QQGP
34515,-100.0,-100.0,-100.0,-74.0
34536,-100.0,-100.0,-100.0,-74.0
34546,-100.0,-100.0,-100.0,-74.0
34566,-100.0,-100.0,-100.0,-74.0
34588,-100.0,-100.0,-100.0,-74.0
34609,-100.0,-100.0,-100.0,-74.0
34630,-100.0,-100.0,-100.0,-74.0
34654,-100.0,-100.0,-100.0,-74.0
34693,-100.0,-100.0,-100.0,-74.0
34714,-100.0,-100.0,-100.0,-74.0
34735,-100.0,-100.0,-100.0,-74.0
34744,-100.0,-100.0,-100.0,-74.0
34767,-100.0,-100.0,-100.0,-74.0
34808,-100.0,-100.0,-100.0,-74.0
34822,-100.0,-100.0,-100.0,-74.0
34830,-100.0,-100.0,-100.0,-74.0
34847,-100.0,-100.0,-100.0,-74.0
34850,-100.0,-100.0,-100.0,-74.0
34852,-100.0,-100.0,-100.0,-74.0
34871,-100.0,-100.0,-100.0,-74.0
34892,-100.0,-100.0,-100.0,-74.0
34897,-100.0,-100.0,-100.0,-74.0
34901,-100.0,-100.0,-100.0,-74.0
34917,-100.0,-100.0,-100.0,-74.0
34922,-100.0,-100.0,-100.0,-74.0
34955,-100.0,-100.0,-100.0,-74.0
34965,-100.0,-100.0,-100.0,-74.0
34986,-100.0,-100.0,-100.0,-74.0
35007,-100.0,-100.0,-100.0,-74.0
35028,-100.0,-100.0,-100.0,-74.0
35050,-100.0,-100.0,-100.0,-74.0
35071,-100.0,-100.0,-100.0,-74.0
35091,-100.0,-100.0,-100.0,-74.0
35112,-100.0,-100.0,-100.0,-74.0
35131,-100.0,-100.0,-100.0,-74.0
35132,-100.0,-100.0,-100.0,-74.0
35133,-100.0,-100.0,-100.0,-74.0
35146,-100.0,-100.0,-100.0,-74.0
35154,-100.0,-100.0,-100.0,-74.0
35164,-100.0,-100.0,-100.0,-74.0
35185,-100.0,-100.0,-100.0,-74.0
35194,-100.0,-100.0,-100.0,-74.0
35200,-100.0,-100.0,-100.0,-74.0
35204,-100.0,-100.0,-100.0,-74.0
35207,-100.0,-100.0,-100.0,-74.0
35224,-100.0,-100.0,-100.0,-74.0
35228,-100.0,-100.0,-100.0,-74.0
35240,-100.0,-100.0,-100.0,-74.0
35248,-100.0,-100.0,-100.0,-74.0
35255,-100.0,-100.0,-100.0,-74.0
35270,-100.0,-100.0,-100.0,-74.0
35273,-100.0,-100.0,-100.0,-74.0
35291,-100.0,-100.0,-100.0,-74.0
35307,-100.0,-100.0,-100.0,-74.0
35311,-100.0,-100.0,-100.0,-74.0
35316,-100.0,-100.0,-100.0,-74.0
35334,-100.0,-100.0,-100.0,-74.0
35354,-100.0,-100.0,-100.0,-74.0
35361,-100.0,-100.0,-100.0,-74.0
35370,-100.0,-100.0,-100.0,-74.0
35374,-100.0,-100.0,-100.0,-74.0
35385,-100.0,-100.0,-100.0,-74.0
35406,-100.0,-100.0,-100.0,-74.0
35408,-100.0,-100.0,-100.0,-74.0
35420,-100.0,-100.0,-100.0,-74.0
35427,-100.0,-100.0,-100.0,-74.0
35448,-100.0,-100.0,-100.0,-74.0
35452,-100.0,-100.0,-100.0,-74.0
35460,-100.0,-100.0,-100.0,-74.0
35469,-100.0,-100.0,-100.0,-74.0
35490,-100.0,-100.0,-100.0,-74.0
35511,-100.0,-100.0,-100.0,-74.0
35531,-100.0,-100.0,-100.0,-74.0
35552,-100.0,-100.0,-100.0,-74.0
35573,-100.0,-100.0,-100.0,-74.0
35595,-100.0,-100.0,-100.0,-74.0
35605,-100.0,-100.0,-100.0,-74.0
35625,-100.0,-100.0,-100.0,-74.0
35646,-100.0,-100.0,-100.0,-74.0
35668,-100.0,-100.0,-100.0,-74.0
35689,-100.0,-100.0,-100.0,-74.0
35709,-100.0,-100.0,-100.0,-74.0
35730,-100.0,-100.0,-100.0,-74.0
35751,-100.0,-100.0,-100.0,-74.0
35773,-100.0,-100.0,-100.0,-74.0
35794,-100.0,-100.0,-100.0,-74.0
35815,-100.0,-100.0,-100.0,-74.0
35825,-100.0,-100.0,-100.0,-74.0
35846,-100.0,-100.0,-100.0,-74.0
35867,-100.0,-100.0,-100.0,-74.0
35876,-100.0,-100.0,-100.0,-74.0
35888,-100.0,-100.0,-100.0,-74.0
35909,-100.0,-100.0,-100.0,-74.0
35926,-100.0,-100.0,-100.0,-74.0
35930,-100.0,-100.0,-100.0,-74.0
35931,-100.0,-100.0,-100.0,-74.0
35951,-100.0,-100.0,-100.0,-74.0
35972,-100.0,-100.0,-100.0,-74.0
35993,-100.0,-100.0,-100.0,-74.0
35998,-100.0,-100.0,-100.0,-74.0
36015,-100.0,-100.0,-100.0,-74.0
36024,-100.0,-100.0,-100.0,-74.0
36046,-100.0,-100.0,-100.0,-74.0
36052,-100.0,-100.0,-100.0,-74.0
36067,-100.0,-100.0,-100.0,-74.0
36087,-100.0,-100.0,-100.0,-74.0
36109,-100.0,-100.0,-100.0,-74.0
36130,-100.0,-100.0,-100.0,-74.0
36150,-100.0,-100.0,-100.0,-74.0
36163,-100.0,-100.0,-100.0,-74.0
36172,-100.0,-100.0,-100.0,-74.0
36189,-100.0,-100.0,-100.0,-74.0
36192,-100.0,-100.0,-100.0,-74.0
36198,-100.0,-100.0,-100.0,-74.0
36213,-100.0,-100.0,-100.0,-74.5
36218,-100.0,-100.0,-100.0,-75.0
36223,-100.0,-100.0,-100.0,-75.1
36230,-100.0,-100.0,-100.0,-75.2
36235,-100.0,-100.0,-100.0,-75.3
36246,-100.0,-100.0,-100.0,-75.4
36253,-100.0,-100.0,-100.0,-75.5
36262,-100.0,-100.0,-100.0,-75.6
36266,-100.0,-100.0,-100.0,-75.7
36272,-100.0,-100.0,-100.0,-75.8
36277,-100.0,-100.0,-100.0,-75.9
36278,-100.0,-100.0,-100.0,-76.0
36281,-100.0,-100.0,-100.0,-76.33333333333333
36287,-100.0,-100.0,-100.0,-76.66666666666667
36300,-100.0,-100.0,-100.0,-77.0
36301,-100.0,-100.0,-100.0,-77.2
36305,-100.0,-100.0,-100.0,-77.4
36308,-100.0,-100.0,-100.0,-77.6
36312,-100.0,-100.0,-100.0,-77.8
36314,-100.0,-100.0,-100.0,-78.0
36326,-100.0,-100.0,-100.0,-78.33333333333333
36329,-100.0,-100.0,-100.0,-78.66666666666667
36332,-100.0,-100.0,-100.0,-79.0
36350,-100.0,-100.0,-100.0,-79.5
36352,-100.0,-100.0,-100.0,-80.0
36355,-100.0,-100.0,-100.0,-80.5
36364,-100.0,-100.0,-100.0,-81.0
36371,-100.0,-100.0,-100.0,-81.33333333333333
36377,-100.0,-100.0,-100.0,-81.66666666666667
36388,-100.0,-100.0,-100.0,-82.0
36392,-100.0,-100.0,-100.0,-82.33333333333333
36413,-100.0,-100.0,-100.0,-82.66666666666667
36428,-100.0,-100.0,-100.0,-83.0
36434,-100.0,-100.0,-100.0,-83.0
36441,-100.0,-100.0,-100.0,-83.0
36443,-100.0,-100.0,-100.0,-84.0
36445,-100.0,-100.0,-100.0,-84.0
36464,-100.0,-100.0,-100.0,-84.0
36465,-100.0,-100.0,-100.0,-84.25
36468,-100.0,-100.0,-100.0,-84.5
36487,-100.0,-100.0,-100.0,-84.75
36494,-100.0,-100.0,-100.0,-85.0
36506,-100.0,-100.0,-100.0,-85.0
36607,-100.0,-100.0,-100.0,-85.0
36625,-100.0,-100.0,-100.0,-85.0
36689,-100.0,-100.0,-100.0,-85.0
36711,-100.0,-100.0,-100.0,-85.0
36779,-100.0,-100.0,-100.0,-85.0
36783,-100.0,-100.0,-100.0,-85.0
36801,-100.0,-100.0,-100.0,-85.0
36804,-100.0,-100.0,-100.0,-85.0
36807,-100.0,-100.0,-100.0,-85.0
36828,-100.0,-100.0,-100.0,-85.0
36831,-100.0,-100.0,-100.0,-85.0
36851,-100.0,-100.0,-100.0,-85.0
36853,-100.0,-100.0,-100.0,-85.0
36857,-100.0,-100.0,-100.0,-85.0
36877,-100.0,-100.0,-100.0,-85.0
36878,-100.0,-100.0,-100.0,-85.0
36882,-100.0,-100.0,-100.0,-85.0
36894,-100.0,-100.0,-100.0,-85.0
36903,-100.0,-100.0,-100.0,-85.0
36956,-100.0,-100.0,-100.0,-85.0
36971,-100.0,-100.0,-100.0,-85.0
37044,-100.0,-100.0,-100.0,-85.0
37080,-100.0,-100.0,-100.0,-85.0
37224,-100.0,-100.0,-100.0,-85.0
37249,-100.0,-100.0,-100.0,-85.0
37331,-100.0,-100.0,-100.0,-85.0
37340,-100.0,-100.0,-100.0,-85.0
37357,-100.0,-100.0,-100.0,-85.0
37360,-100.0,-100.0,-100.0,-85.0
37367,-100.0,-100.0,-100.0,-85.0
37380,-100.0,-100.0,-100.0,-85.0
37383,-100.0,-100.0,-100.0,-85.0
37405,-100.0,-100.0,-100.0,-85.0
37408,-100.0,-100.0,-100.0,-85.0
37414,-100.0,-100.0,-100.0,-85.0
37430,-100.0,-100.0,-100.0,-85.0
37437,-100.0,-100.0,-100.0,-85.0
37455,-100.0,-100.0,-100.0,-85.0
37460,-100.0,-100.0,-100.0,-85.0
37481,-100.0,-100.0,-100.0,-85.0
37482,-100.0,-100.0,-100.0,-85.0
37521,-100.0,-100.0,-100.0,-85.0
37571,-100.0,-100.0,-100.0,-85.0
37600,-100.0,-100.0,-100.0,-85.0
37644,-100.0,-100.0,-100.0,-85.0
37653,-100.0,-100.0,-100.0,-85.0
37722,-100.0,-100.0,-100.0,-85.0
37745,-100.0,-100.0,-100.0,-85.0
37769,-100.0,-100.0,-100.0,-85.0
37788,-100.0,-100.0,-100.0,-85.0
37853,-100.0,-100.0,-100.0,-85.0
37863,-100.0,-100.0,-100.0,-85.0
37906,-100.0,-100.0,-100.0,-85.0
37922,-100.0,-100.0,-100.0,-85.0
37970,-100.0,-100.0,-100.0,-85.0
37980,-100.0,-100.0,-100.0,-85.0
38037,-100.0,-100.0,-100.0,-85.0
38060,-100.0,-100.0,-100.0,-85.0
38082,-100.0,-100.0,-100.0,-85.0
38104,-100.0,-100.0,-100.0,-85.0
38121,-100.0,-100.0,-100.0,-85.0
38141,-100.0,-100.0,-100.0,-85.0
38188,-100.0,-100.0,-100.0,-85.0
38199,-100.0,-100.0,-100.0,-85.0
38245,-100.0,-100.0,-100.0,-85.0
38263,-100.0,-100.0,-100.0,-85.0
38421,-100.0,-100.0,-100.0,-85.0
38427,-100.0,-100.0,-100.0,-85.0
38438,-100.0,-100.0,-100.0,-85.0
38462,-100.0,-100.0,-100.0,-85.0
38488,-100.0,-100.0,-100.0,-85.0
38513,-100.0,-100.0,-100.0,-85.0
38514,-100.0,-100.0,-100.0,-85.0
38567,-100.0,-100.0,-100.0,-85.0
38576,-100.0,-100.0,-100.0,-86.0
38620,-100.0,-100.0,-100.0,-86.0
38628,-100.0,-100.0,-100.0,-87.0
38643,-100.0,-100.0,-100.0,-87.0
38661,-100.0,-100.0,-100.0,-89.0
38679,-100.0,-100.0,-100.0,-89.0
38699,-100.0,-100.0,-100.0,-90.0
38712,-100.0,-100.0,-100.0,-90.33333333333333
38713,-100.0,-100.0,-100.0,-90.66666666666667
38716,-100.0,-100.0,-100.0,-91.0
38737,-100.0,-100.0,-100.0,-91.0
38741,-100.0,-100.0,-100.0,-91.0
38761,-100.0,-100.0,-100.0,-91.0
38764,-100.0,-100.0,-100.0,-91.0
38786,-100.0,-100.0,-100.0,-91.0
39015,-100.0,-100.0,-100.0,-91.0
39038,-100.0,-100.0,-100.0,-91.0
39043,-100.0,-100.0,-100.0,-91.0
39062,-100.0,-100.0,-100.0,-91.0
39067,-100.0,-100.0,-100.0,-91.0
39087,-100.0,-100.0,-100.0,-91.0
39992,-100.0,-100.0,-100.0,-91.0
40016,-100.0,-100.0,-100.0,-91.0
40020,-100.0,-100.0,-100.0,-91.0
40040,-100.0,-100.0,-100.0,-91.0
40044,-100.0,-100.0,-100.0,-91.0
40065,-100.0,-100.0,-100.0,-91.0
40070,-100.0,-100.0,-100.0,-91.0
40090,-100.0,-100.0,-100.0,-91.0
40094,-100.0,-100.0,-100.0,-91.0
40115,-100.0,-100.0,-100.0,-91.0
40594,-100.0,-100.0,-100.0,-91.0
40615,-100.0,-100.0,-100.0,-92.0
40659,-100.0,-100.0,-100.0,-92.0
40669,-100.0,-100.0,-100.0,-93.0
40682,-100.0,-100.0,-100.0,-93.0
40701,-100.0,-100.0,-100.0,-94.0
40722,-100.0,-100.0,-100.0,-95.0
40895,-100.0,-100.0,-100.0,-95.0
40919,-100.0,-100.0,-100.0,-95.0
40924,-100.0,-100.0,-100.0,-95.0
40943,-100.0,-100.0,-100.0,-95.0
40947,-100.0,-100.0,-100.0,-95.0
40968,-100.0,-100.0,-100.0,-95.0
40972,-100.0,-100.0,-100.0,-95.0
40993,-100.0,-100.0,-100.0,-95.0
41072,-100.0,-100.0,-100.0,-95.0
41085,-100.0,-99.0,-100.0,-95.0
41114,-100.0,-97.0,-100.0,-95.0
41116,-100.0,-97.0,-100.0,-95.0
41129,-100.0,-96.0,-100.0,-95.0
41136,-100.0,-96.0,-100.0,-95.0
41162,-100.0,-94.0,-100.0,-95.0
41176,-100.0,-94.0,-100.0,-95.0
41195,-100.0,-93.0,-100.0,-95.0
41201,-100.0,-93.0,-100.0,-95.0
41215,-100.0,-92.0,-100.0,-95.0
41311,-100.0,-92.0,-100.0,-95.0
41323,-100.0,-92.0,-100.0,-96.0
41345,-100.0,-92.0,-100.0,-96.0
41346,-100.0,-92.0,-100.0,-97.0
41366,-100.0,-92.0,-100.0,-98.0
41370,-100.0,-92.0,-100.0,-98.0
41374,-100.0,-91.83333333333333,-100.0,-98.0
41387,-100.0,-91.66666666666667,-100.0,-98.0
41396,-100.0,-91.5,-100.0,-98.5
41398,-100.0,-91.33333333333333,-100.0,-99.0
41400,-100.0,-91.16666666666667,-100.0,-99.25
41401,-100.0,-91.0,-100.0,-99.5
41408,-100.0,-91.0,-100.0,-99.75
41417,-100.0,-90.75,-100.0,-100.0
41420,-100.0,-90.5,-100.0,-100.0
41424,-100.0,-90.25,-100.0,-100.0
41433,-100.0,-90.0,-100.0,-100.0
41436,-100.0,-90.0,-100.0,-100.0
41445,-100.0,-89.66666666666667,-100.0,-100.0
41450,-100.0,-89.33333333333333,-100.0,-100.0
41468,-100.0,-89.0,-100.0,-100.0
41470,-100.0,-89.0,-100.0,-100.0
41476,-100.0,-89.0,-100.0,-100.0
41511,-100.0,-88.0,-100.0,-100.0
41623,-100.0,-88.0,-100.0,-100.0
41647,-100.0,-87.0,-100.0,-100.0
41658,-100.0,-87.0,-100.0,-100.0
41688,-100.0,-86.0,-100.0,-100.0
41694,-100.0,-86.0,-100.0,-100.0
41698,-100.0,-85.0,-100.0,-100.0
41722,-100.0,-84.0,-100.0,-100.0
41725,-100.0,-84.0,-100.0,-100.0
41730,-100.0,-84.0,-100.0,-100.0
41746,-100.0,-83.5,-100.0,-100.0
41768,-100.0,-83.0,-100.0,-100.0
41769,-100.0,-82.5,-100.0,-100.0
41772,-100.0,-82.0,-100.0,-100.0
41779,-100.0,-82.0,-100.0,-100.0
41809,-100.0,-82.0,-100.0,-100.0
41837,-100.0,-82.0,-100.0,-100.0
41861,-100.0,-82.0,-100.0,-100.0
41869,-100.0,-81.5,-100.0,-100.0
41887,-100.0,-81.0,-100.0,-100.0
41894,-100.0,-81.0,-100.0,-100.0
41919,-100.0,-80.5,-100.0,-100.0
41934,-100.0,-80.0,-100.0,-100.0
41937,-100.0,-80.0,-100.0,-100.0
41947,-100.0,-78.0,-100.0,-100.0
41955,-100.0,-78.0,-100.0,-100.0
42004,-100.0,-76.0,-100.0,-100.0
42093,-100.0,-76.0,-100.0,-100.0
42113,-100.0,-76.0,-100.0,-100.0
42134,-100.0,-75.0,-100.0,-100.0
42140,-100.0,-75.0,-100.0,-100.0
42144,-100.0,-74.0,-100.0,-100.0
42161,-100.0,-73.0,-100.0,-100.0
42164,-100.0,-73.0,-100.0,-100.0
42185,-100.0,-72.5,-100.0,-100.0
42193,-100.0,-72.0,-100.0,-100.0
42234,-100.0,-72.0,-100.0,-100.0
42235,-100.0,-72.0,-100.0,-100.0
42344,-100.0,-72.0,-100.0,-100.0
42366,-100.0,-71.0,-100.0,-100.0
42377,-100.0,-70.0,-100.0,-100.0
42379,-100.0,-70.0,-100.0,-100.0
42395,-100.0,-69.0,-100.0,-100.0
42400,-100.0,-69.0,-100.0,-100.0
42434,-100.0,-67.0,-100.0,-100.0
43441,-100.0,-67.0,-100.0,-100.0
43444,-100.0,-66.0,-100.0,-100.0
43450,-100.0,-66.0,-100.0,-100.0
43465,-100.0,-65.0,-100.0,-100.0
43468,-100.0,-65.0,-100.0,-100.0
43493,-100.0,-64.0,-100.0,-100.0
43502,-100.0,-64.0,-100.0,-100.0
43529,-100.0,-62.0,-100.0,-100.0
43536,-100.0,-62.0,-100.0,-100.0
43550,-100.0,-61.0,-100.0,-100.0
43557,-100.0,-61.0,-100.0,-100.0
43584,-100.0,-60.0,-100.0,-100.0
43593,-100.0,-60.0,-100.0,-100.0
43633,-100.0,-58.0,-100.0,-100.0
43642,-100.0,-58.0,-100.0,-100.0
43655,-100.0,-57.0,-100.0,-100.0
43663,-100.0,-57.0,-100.0,-100.0
43692,-100.0,-55.0,-100.0,-100.0
43698,-100.0,-55.0,-100.0,-100.0
43711,-100.0,-54.0,-100.0,-100.0
46031,-100.0,-54.0,-100.0,-100.0
46048,-100.0,-53.0,-100.0,-100.0
46055,-100.0,-53.0,-100.0,-100.0
46077,-100.0,-51.0,-100.0,-100.0
46082,-100.0,-51.0,-100.0,-100.0
46096,-100.0,-50.0,-100.0,-100.0
46104,-100.0,-50.0,-100.0,-100.0
46130,-100.0,-48.0,-100.0,-100.0
46137,-100.0,-48.0,-100.0,-100.0
46163,-100.0,-47.0,-100.0,-100.0
46164,-100.0,-46.0,-100.0,-100.0
46172,-100.0,-46.0,-100.0,-100.0
46183,-100.0,-45.0,-100.0,-100.0
46186,-100.0,-45.0,-100.0,-100.0
46190,-100.0,-45.0,-100.0,-100.0
46207,-100.0,-43.0,-100.0,-100.0
46210,-100.0,-43.0,-100.0,-100.0
46214,-100.0,-43.0,-100.0,-100.0
46236,-100.0,-42.666666666666664,-100.0,-100.0
46240,-100.0,-42.333333333333336,-100.0,-100.0
46241,-100.0,-42.0,-100.0,-100.0
46261,-100.0,-42.0,-100.0,-100.0
46265,-100.0,-42.0,-100.0,-100.0
46286,-100.0,-42.0,-100.0,-100.0
46291,-100.0,-42.0,-100.0,-100.0
46311,-100.0,-42.0,-100.0,-100.0
46315,-100.0,-42.0,-100.0,-100.0
46336,-100.0,-42.0,-100.0,-100.0
46343,-100.0,-42.0,-100.0,-100.0
46362,-100.0,-42.0,-100.0,-100.0
47191,-100.0,-42.0,-100.0,-100.0
47216,-100.0,-42.0,-100.0,-100.0
47224,-100.0,-42.0,-100.0,-100.0
47240,-100.0,-42.0,-100.0,-100.0
47246,-100.0,-42.0,-100.0,-100.0
47264,-100.0,-42.0,-100.0,-100.0
47269,-100.0,-42.0,-100.0,-100.0
47290,-100.0,-42.0,-100.0,-100.0
47296,-100.0,-42.0,-100.0,-100.0
47315,-100.0,-42.0,-100.0,-100.0
47319,-100.0,-42.0,-100.0,-100.0
47339,-100.0,-42.0,-100.0,-100.0
47347,-100.0,-42.0,-100.0,-100.0
47365,-100.0,-42.0,-100.0,-100.0
48045,-100.0,-42.0,-100.0,-100.0
48068,-100.0,-42.0,-100.0,-100.0
49851,-100.0,-42.0,-100.0,-100.0
49874,-100.0,-42.0,-100.0,-100.0
49879,-100.0,-42.0,-100.0,-100.0
49899,-100.0,-42.0,-100.0,-100.0
49905,-100.0,-42.0,-100.0,-100.0
49924,-100.0,-42.0,-100.0,-100.0
49929,-100.0,-42.0,-100.0,-100.0
49948,-100.0,-42.0,-100.0,-100.0
51156,-100.0,-42.0,-100.0,-100.0
51179,-100.0,-42.0,-100.0,-100.0
51185,-100.0,-42.0,-100.0,-100.0
51228,-100.0,-42.0,-100.0,-100.0
51233,-100.0,-42.0,-100.0,-100.0
51253,-100.0,-42.0,-100.0,-100.0
51254,-100.0,-42.0,-100.0,-100.0
51700,-100.0,-42.0,-100.0,-100.0
51714,-100.0,-41.0,-100.0,-100.0
51718,-100.0,-41.0,-100.0,-100.0
51742,-100.0,-40.0,-100.0,-100.0
51746,-100.0,-40.0,-100.0,-100.0
51754,-100.0,-39.0,-100.0,-100.0
51756,-100.0,-38.0,-100.0,-100.0
51758,-100.0,-38.0,-100.0,-100.0
51774,-100.0,-36.0,-100.0,-100.0
51777,-100.0,-36.0,-100.0,-100.0
51797,-100.0,-35.0,-100.0,-100.0
51800,-100.0,-35.0,-100.0,-100.0
51825,-100.0,-34.0,-100.0,-100.0
51844,-100.0,-34.0,-100.0,-100.0
51881,-100.0,-32.0,-100.0,-100.0
53839,-100.0,-32.0,-100.0,-100.0
53848,-100.0,-31.0,-100.0,-100.0
53870,-100.0,-31.0,-100.0,-100.0
53884,-100.0,-29.0,-100.0,-100.0
53887,-100.0,-29.0,-100.0,-100.0
53890,-100.0,-28.0,-100.0,-100.0
53893,-100.0,-28.0,-100.0,-100.0
53909,-100.0,-27.0,-100.0,-100.0
53912,-100.0,-27.0,-100.0,-100.0
53928,-100.0,-26.0,-100.0,-100.0
53931,-100.0,-26.0,-100.0,-100.0
53945,-100.0,-25.0,-100.0,-100.0
53948,-100.0,-25.0,-100.0,-100.0
53968,-100.0,-24.0,-100.0,-100.0
53971,-100.0,-24.0,-100.0,-100.0
53977,-100.0,-22.0,-100.0,-100.0
53980,-100.0,-22.0,-100.0,-100.0
53996,-100.0,-21.0,-100.0,-100.0
56617,-100.0,-21.0,-100.0,-100.0
56632,-100.0,-20.0,-100.0,-100.0
56636,-100.0,-20.0,-100.0,-100.0
56649,-100.0,-19.0,-100.0,-100.0
56654,-100.0,-19.0,-100.0,-100.0
56673,-100.0,-18.0,-100.0,-100.0
56677,-100.0,-16.0,-100.0,-100.0
56698,-100.0,-16.0,-100.0,-100.0
56709,-100.0,-14.0,-100.0,-100.0
56731,-100.0,-14.0,-100.0,-100.0
56745,-100.0,-12.0,-100.0,-100.0
58210,-100.0,-12.0,-100.0,-100.0
58226,-100.0,-11.0,-100.0,-100.0
58246,-100.0,-11.0,-100.0,-100.0
58263,-100.0,-9.0,-100.0,-100.0
58280,-100.0,-9.0,-100.0,-100.0
58297,-100.0,-7.0,-100.0,-100.0
58301,-100.0,-7.0,-100.0,-100.0
58313,-100.0,-6.0,-100.0,-100.0
58319,-100.0,-6.0,-100.0,-100.0
58341,-100.0,-5.0,-100.0,-100.0
58344,-100.0,-5.0,-100.0,-100.0
58354,-100.0,-3.0,-100.0,-100.0
58376,-100.0,-3.0,-100.0,-100.0
58391,-100.0,-1.0,-100.0,-100.0
59333,-100.0,-1.0,-100.0,-100.0
59351,-99.0,-1.0,-100.0,-100.0
59365,-99.0,-1.0,-100.0,-100.0
59386,-97.0,-1.0,-100.0,-100.0
59392,-97.0,-1.0,-100.0,-100.0
59397,-96.66666666666667,-1.0,-100.0,-100.0
59398,-96.33333333333333,-1.0,-100.0,-100.0
59404,-96.0,-1.0,-100.0,-100.0
59412,-96.0,-1.0,-100.0,-100.0
59423,-95.0,-1.0,-100.0,-100.0
59426,-94.0,-1.0,-100.0,-100.0
59438,-93.0,-1.0,-100.0,-100.0
59444,-93.0,-1.0,-100.0,-100.0
59447,-92.5,-1.0,-100.0,-100.0
59449,-92.0,-1.0,-100.0,-100.0
59472,-91.5,-1.0,-100.0,-100.0
59474,-91.0,-1.0,-100.0,-100.0
59478,-91.0,-1.0,-100.0,-100.0
59479,-91.0,-1.0,-100.0,-100.0
59496,-90.0,-1.0,-100.0,-100.0
59497,-90.0,-1.0,-100.0,-100.0
59500,-90.0,-1.0,-100.0,-100.0
59501,-90.0,-1.0,-100.0,-100.0
59515,-88.0,-1.0,-100.0,-100.0
59520,-88.0,-1.0,-100.0,-100.0
59523,-87.66666666666667,-1.0,-100.0,-100.0
59525,-87.33333333333333,-1.0,-100.0,-100.0
59532,-87.0,-1.0,-100.0,-100.0
59538,-87.0,-1.0,-100.0,-100.0
59548,-86.0,-1.0,-100.0,-100.0
59569,-85.0,-1.0,-100.0,-100.0
59577,-85.0,-1.0,-100.0,-100.0
59602,-82.0,-1.0,-100.0,-100.0
59624,-82.0,-1.0,-100.0,-100.0
59637,-80.0,-1.0,-100.0,-100.0
59643,-80.0,-1.0,-100.0,-100.0
59656,-79.0,-1.0,-100.0,-100.0
59663,-79.0,-1.0,-100.0,-100.0
59689,-77.0,-1.0,-100.0,-100.0
59696,-77.0,-1.0,-100.0,-100.0
59709,-76.0,-1.0,-100.0,-100.0
59732,-73.0,-1.0,-100.0,-100.0
59735,-73.0,-1.0,-100.0,-100.0
59749,-72.0,-1.0,-100.0,-100.0
59754,-72.0,-1.0,-100.0,-100.0
59766,-71.0,-1.0,-100.0,-100.0
59773,-71.0,-1.0,-100.0,-100.0
59788,-70.0,-1.0,-100.0,-100.0
59793,-70.0,-1.0,-100.0,-100.0
59820,-68.0,-1.0,-100.0,-100.0
59826,-68.0,-1.0,-100.0,-100.0
59854,-66.0,-1.0,-100.0,-100.0
59860,-66.0,-1.0,-100.0,-100.0
59872,-65.0,-1.0,-100.0,-100.0
59881,-65.0,-1.0,-100.0,-100.0
59890,-64.0,-1.0,-100.0,-100.0
59897,-64.0,-1.0,-100.0,-100.0
59908,-63.0,-1.0,-100.0,-100.0
59915,-63.0,-1.0,-100.0,-100.0
59925,-62.0,-1.0,-100.0,-100.0
59933,-61.0,-1.0,-100.0,-100.0
59950,-60.0,-1.0,-100.0,-100.0
59955,-60.0,-1.0,-100.0,-100.0
59966,-59.0,-1.0,-100.0,-100.0
59975,-59.0,-1.0,-100.0,-100.0
59983,-58.0,-1.0,-100.0,-100.0
59989,-58.0,-1.0,-100.0,-100.0
60001,-57.0,-1.0,-100.0,-100.0
60009,-57.0,-1.0,-100.0,-100.0
60020,-56.0,-1.0,-100.0,-100.0
60026,-56.0,-1.0,-100.0,-100.0
60041,-55.0,-1.0,-100.0,-100.0
60047,-55.0,-1.0,-100.0,-100.0
60054,-54.0,-1.0,-100.0,-100.0
60062,-54.0,-1.0,-100.0,-100.0
60074,-53.0,-1.0,-100.0,-100.0
60081,-53.0,-1.0,-100.0,-100.0
60090,-52.0,-1.0,-100.0,-100.0
60104,-52.0,-1.0,-100.0,-100.0
60131,-51.0,-1.0,-100.0,-100.0
60144,-51.0,-1.0,-100.0,-100.0
60155,-50.0,-1.0,-100.0,-100.0
60171,-50.0,-1.0,-100.0,-100.0
60183,-48.0,-1.0,-100.0,-100.0
60189,-48.0,-1.0,-100.0,-100.0
60202,-47.0,-1.0,-100.0,-100.0
60209,-47.0,-1.0,-100.0,-100.0
60219,-46.0,-1.0,-100.0,-100.0
60226,-46.0,-1.0,-100.0,-100.0
60240,-45.0,-1.0,-100.0,-100.0
60246,-45.0,-1.0,-100.0,-100.0
60255,-44.0,-1.0,-100.0,-100.0
60264,-44.0,-1.0,-100.0,-100.0
60273,-43.0,-1.0,-100.0,-100.0
60278,-43.0,-1.0,-100.0,-100.0
60300,-42.0,-1.0,-100.0,-100.0
60310,-42.0,-1.0,-100.0,-100.0
60318,-41.0,-1.0,-100.0,-100.0
60326,-41.0,-1.0,-100.0,-100.0
60335,-40.0,-1.0,-100.0,-100.0
60342,-40.0,-1.0,-100.0,-100.0
60352,-39.0,-1.0,-100.0,-100.0
60359,-38.0,-1.0,-100.0,-100.0
60376,-37.5,-1.0,-100.0,-100.0
60380,-37.0,-1.0,-100.0,-100.0
60386,-37.0,-1.0,-100.0,-100.0
60391,-36.0,-1.0,-100.0,-100.0
