,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A371SNJNNUY9Z,AN26GE0GN8DP0
51221,-100.0,-100.0,-100.0,100.0
51237,-100.0,-100.0,-100.0,100.0
51245,-100.0,-100.0,-100.0,100.0
51255,-100.0,-100.0,-100.0,100.0
51274,-100.0,-100.0,-100.0,100.0
51284,-100.0,-100.0,-100.0,100.0
51290,-100.0,-100.0,-100.0,100.0
51303,-100.0,-100.0,-100.0,100.0
51309,-100.0,-100.0,-100.0,100.0
51312,-100.0,-100.0,-100.0,100.0
51322,-100.0,-100.0,-100.0,100.0
51325,-100.0,-100.0,-100.0,100.0
51331,-100.0,-100.0,-100.0,100.0
51342,-100.0,-100.0,-100.0,100.0
51350,-100.0,-100.0,-100.0,100.0
51367,-100.0,-100.0,-100.0,100.0
51376,-100.0,-100.0,-100.0,100.0
51385,-100.0,-100.0,-100.0,100.0
51402,-100.0,-100.0,-100.0,100.0
51420,-100.0,-100.0,-100.0,100.0
51438,-100.0,-100.0,-100.0,100.0
51455,-100.0,-100.0,-100.0,100.0
51473,-100.0,-100.0,-100.0,100.0
51490,-100.0,-100.0,-100.0,100.0
51507,-100.0,-100.0,-100.0,100.0
51525,-100.0,-100.0,-100.0,100.0
51542,-100.0,-100.0,-100.0,100.0
51560,-100.0,-100.0,-100.0,100.0
51567,-100.0,-100.0,-100.0,100.0
51584,-100.0,-100.0,-100.0,100.0
51601,-100.0,-100.0,-100.0,100.0
51619,-100.0,-100.0,-100.0,100.0
51636,-100.0,-100.0,-100.0,100.0
51654,-100.0,-100.0,-100.0,100.0
51672,-100.0,-100.0,-100.0,100.0
51688,-100.0,-100.0,-100.0,100.0
51706,-100.0,-100.0,-100.0,100.0
51724,-100.0,-100.0,-100.0,100.0
51741,-100.0,-100.0,-100.0,100.0
51759,-100.0,-100.0,-100.0,100.0
51768,-100.0,-100.0,-100.0,100.0
51783,-100.0,-100.0,-100.0,100.0
51801,-100.0,-100.0,-100.0,100.0
51818,-100.0,-100.0,-100.0,100.0
51836,-100.0,-100.0,-100.0,100.0
51854,-100.0,-100.0,-100.0,100.0
51871,-100.0,-100.0,-100.0,100.0
51888,-100.0,-100.0,-100.0,100.0
51906,-100.0,-100.0,-100.0,100.0
51924,-100.0,-100.0,-100.0,100.0
51941,-100.0,-100.0,-100.0,100.0
51959,-100.0,-100.0,-100.0,100.0
57274,-100.0,-100.0,-100.0,100.0
57292,-100.0,-100.0,-100.0,100.0
57316,-100.0,-100.0,-100.0,100.0
57333,-100.0,-100.0,-100.0,100.0
57351,-100.0,-100.0,-100.0,100.0
57368,-100.0,-100.0,-100.0,100.0
57386,-100.0,-100.0,-100.0,100.0
57404,-100.0,-100.0,-100.0,100.0
57421,-100.0,-100.0,-100.0,100.0
57438,-100.0,-100.0,-100.0,100.0
57456,-100.0,-100.0,-100.0,100.0
57473,-100.0,-100.0,-100.0,100.0
57491,-100.0,-100.0,-100.0,100.0
57509,-100.0,-100.0,-100.0,100.0
57525,-100.0,-100.0,-100.0,100.0
57543,-100.0,-100.0,-100.0,100.0
57550,-100.0,-100.0,-100.0,100.0
57568,-100.0,-100.0,-100.0,100.0
57585,-100.0,-100.0,-100.0,100.0
57604,-100.0,-100.0,-100.0,100.0
57619,-100.0,-100.0,-100.0,100.0
57638,-100.0,-100.0,-100.0,100.0
57656,-100.0,-100.0,-100.0,100.0
57673,-100.0,-100.0,-100.0,100.0
57691,-100.0,-100.0,-100.0,100.0
57709,-100.0,-100.0,-100.0,100.0
57725,-100.0,-100.0,-100.0,100.0
57743,-100.0,-100.0,-100.0,100.0
57750,-100.0,-100.0,-100.0,100.0
57767,-100.0,-100.0,-100.0,100.0
57785,-100.0,-100.0,-100.0,100.0
57802,-100.0,-100.0,-100.0,100.0
57819,-100.0,-100.0,-100.0,100.0
57837,-100.0,-100.0,-100.0,100.0
57855,-100.0,-100.0,-100.0,100.0
57872,-100.0,-100.0,-100.0,100.0
57890,-100.0,-100.0,-100.0,100.0
57907,-100.0,-100.0,-100.0,100.0
57924,-100.0,-100.0,-100.0,100.0
57942,-100.0,-100.0,-100.0,100.0
57960,-100.0,-100.0,-100.0,100.0
57967,-100.0,-100.0,-100.0,100.0
57983,-100.0,-100.0,-100.0,100.0
58001,-100.0,-100.0,-100.0,100.0
58019,-100.0,-100.0,-100.0,100.0
58036,-100.0,-100.0,-100.0,100.0
58055,-100.0,-100.0,-100.0,100.0
58072,-100.0,-100.0,-100.0,100.0
58089,-100.0,-100.0,-100.0,100.0
58107,-100.0,-100.0,-100.0,100.0
58125,-100.0,-100.0,-100.0,100.0
58141,-100.0,-100.0,-100.0,100.0
58160,-100.0,-100.0,-100.0,100.0
58176,-100.0,-100.0,-100.0,100.0
58183,-100.0,-100.0,-100.0,100.0
58201,-100.0,-100.0,-100.0,100.0
58218,-100.0,-100.0,-100.0,100.0
58236,-100.0,-100.0,-100.0,100.0
58254,-100.0,-100.0,-100.0,100.0
58270,-100.0,-100.0,-100.0,100.0
58288,-100.0,-100.0,-100.0,100.0
58306,-100.0,-100.0,-100.0,100.0
58324,-100.0,-100.0,-100.0,100.0
58341,-100.0,-100.0,-100.0,100.0
58360,-100.0,-100.0,-100.0,100.0
58375,-100.0,-100.0,-100.0,100.0
58393,-100.0,-100.0,-100.0,100.0
58401,-100.0,-100.0,-100.0,100.0
58417,-100.0,-100.0,-100.0,100.0
58436,-100.0,-100.0,-100.0,100.0
58453,-100.0,-100.0,-100.0,100.0
58470,-100.0,-100.0,-100.0,100.0
58488,-100.0,-100.0,-100.0,100.0
58506,-100.0,-100.0,-100.0,100.0
58523,-100.0,-100.0,-100.0,100.0
58541,-100.0,-100.0,-100.0,100.0
58558,-100.0,-100.0,-100.0,100.0
58575,-100.0,-100.0,-100.0,100.0
58593,-100.0,-100.0,-100.0,100.0
58600,-100.0,-100.0,-100.0,100.0
58617,-100.0,-100.0,-100.0,100.0
58634,-100.0,-100.0,-100.0,100.0
58652,-100.0,-100.0,-100.0,100.0
58669,-100.0,-100.0,-100.0,100.0
58688,-100.0,-100.0,-100.0,100.0
58705,-100.0,-100.0,-100.0,100.0
58722,-100.0,-100.0,-100.0,100.0
58739,-100.0,-100.0,-100.0,100.0
58757,-100.0,-100.0,-100.0,100.0
58774,-100.0,-100.0,-100.0,100.0
58792,-100.0,-100.0,-100.0,100.0
58810,-100.0,-100.0,-100.0,100.0
58826,-100.0,-100.0,-100.0,100.0
58834,-100.0,-100.0,-100.0,100.0
58852,-100.0,-100.0,-100.0,100.0
58868,-100.0,-100.0,-100.0,100.0
58887,-100.0,-100.0,-100.0,100.0
58905,-100.0,-100.0,-100.0,100.0
58921,-100.0,-100.0,-100.0,100.0
58939,-100.0,-100.0,-100.0,100.0
58956,-100.0,-100.0,-100.0,100.0
58974,-100.0,-100.0,-100.0,100.0
58992,-100.0,-100.0,-100.0,100.0
59011,-100.0,-100.0,-100.0,100.0
59026,-100.0,-100.0,-100.0,100.0
59033,-100.0,-100.0,-100.0,100.0
59051,-100.0,-100.0,-100.0,100.0
59069,-100.0,-100.0,-100.0,100.0
59086,-100.0,-100.0,-100.0,100.0
59106,-100.0,-100.0,-100.0,100.0
59120,-100.0,-100.0,-100.0,100.0
59139,-100.0,-100.0,-100.0,100.0
59156,-100.0,-100.0,-100.0,100.0
59173,-100.0,-100.0,-100.0,100.0
59192,-100.0,-100.0,-100.0,100.0
59208,-100.0,-100.0,-100.0,100.0
59225,-100.0,-100.0,-100.0,100.0
59243,-100.0,-100.0,-100.0,100.0
59251,-100.0,-100.0,-100.0,100.0
59268,-100.0,-100.0,-100.0,100.0
59284,-100.0,-100.0,-100.0,100.0
59302,-100.0,-100.0,-100.0,100.0
59320,-100.0,-100.0,-100.0,100.0
59338,-100.0,-100.0,-100.0,100.0
59356,-100.0,-100.0,-100.0,100.0
59373,-100.0,-100.0,-100.0,100.0
59390,-100.0,-100.0,-100.0,100.0
59408,-100.0,-100.0,-100.0,100.0
59425,-100.0,-100.0,-100.0,100.0
59444,-100.0,-100.0,-100.0,100.0
59466,-100.0,-100.0,-100.0,100.0
59484,-100.0,-100.0,-100.0,100.0
59502,-100.0,-100.0,-100.0,100.0
59519,-100.0,-100.0,-100.0,100.0
59537,-100.0,-100.0,-100.0,100.0
59555,-100.0,-100.0,-100.0,100.0
59571,-100.0,-100.0,-100.0,100.0
59589,-100.0,-100.0,-100.0,100.0
59607,-100.0,-100.0,-100.0,100.0
59624,-100.0,-100.0,-100.0,100.0
59642,-100.0,-100.0,-100.0,100.0
59661,-100.0,-100.0,-100.0,100.0
59676,-100.0,-100.0,-100.0,100.0
59684,-100.0,-100.0,-100.0,100.0
59701,-100.0,-100.0,-100.0,100.0
59719,-100.0,-100.0,-100.0,100.0
59737,-100.0,-100.0,-100.0,100.0
59753,-100.0,-100.0,-100.0,100.0
59771,-100.0,-100.0,-100.0,100.0
59788,-100.0,-100.0,-100.0,100.0
59806,-100.0,-100.0,-100.0,100.0
59824,-100.0,-100.0,-100.0,100.0
59842,-100.0,-100.0,-100.0,100.0
59859,-100.0,-100.0,-100.0,100.0
59876,-100.0,-100.0,-100.0,100.0
59883,-100.0,-100.0,-100.0,100.0
59903,-100.0,-100.0,-100.0,100.0
59921,-100.0,-100.0,-100.0,100.0
59935,-100.0,-100.0,-100.0,100.0
59953,-100.0,-100.0,-100.0,100.0
59970,-100.0,-100.0,-100.0,100.0
59988,-100.0,-100.0,-100.0,100.0
60005,-100.0,-100.0,-100.0,100.0
60024,-100.0,-100.0,-100.0,100.0
60040,-100.0,-100.0,-100.0,100.0
69070,-100.0,-100.0,-100.0,100.0
69088,-100.0,-100.0,-100.0,100.0
69122,-100.0,-100.0,-100.0,100.0
69139,-100.0,-100.0,-100.0,100.0
69157,-100.0,-100.0,-100.0,100.0
69176,-100.0,-100.0,-100.0,100.0
69192,-100.0,-100.0,-100.0,100.0
69199,-100.0,-100.0,-100.0,100.0
69217,-100.0,-100.0,-100.0,100.0
69234,-100.0,-100.0,-100.0,100.0
69252,-100.0,-100.0,-100.0,100.0
69268,-100.0,-100.0,-100.0,100.0
69286,-100.0,-100.0,-100.0,100.0
69304,-100.0,-100.0,-100.0,100.0
69322,-100.0,-100.0,-100.0,100.0
69341,-100.0,-100.0,-100.0,100.0
69357,-100.0,-100.0,-100.0,100.0
69373,-100.0,-100.0,-100.0,100.0
69391,-100.0,-100.0,-100.0,100.0
69398,-100.0,-100.0,-100.0,100.0
69417,-100.0,-100.0,-100.0,100.0
69450,-100.0,-100.0,-100.0,100.0
69469,-100.0,-100.0,-100.0,100.0
69486,-100.0,-100.0,-100.0,100.0
69504,-100.0,-100.0,-100.0,100.0
69520,-100.0,-100.0,-100.0,100.0
69538,-100.0,-100.0,-100.0,100.0
69555,-100.0,-100.0,-100.0,100.0
69591,-100.0,-100.0,-100.0,100.0
69608,-100.0,-100.0,-100.0,100.0
69616,-100.0,-100.0,-100.0,100.0
69632,-100.0,-100.0,-100.0,100.0
69650,-100.0,-100.0,-100.0,100.0
69668,-100.0,-100.0,-100.0,100.0
69685,-100.0,-100.0,-100.0,100.0
69703,-100.0,-100.0,-100.0,100.0
69720,-100.0,-100.0,-100.0,100.0
69737,-100.0,-100.0,-100.0,100.0
69755,-100.0,-100.0,-100.0,100.0
69772,-100.0,-100.0,-100.0,100.0
69790,-100.0,-100.0,-100.0,100.0
69808,-100.0,-100.0,-100.0,100.0
69815,-100.0,-100.0,-100.0,100.0
69832,-100.0,-100.0,-100.0,100.0
69849,-100.0,-100.0,-100.0,100.0
69868,-100.0,-100.0,-100.0,100.0
69884,-100.0,-100.0,-100.0,100.0
69902,-100.0,-100.0,-100.0,100.0
69919,-100.0,-100.0,-100.0,100.0
69936,-100.0,-100.0,-100.0,100.0
69955,-100.0,-100.0,-100.0,100.0
69971,-100.0,-100.0,-100.0,100.0
69989,-100.0,-100.0,-100.0,100.0
70008,-100.0,-100.0,-100.0,100.0
70024,-100.0,-100.0,-100.0,100.0
70042,-100.0,-100.0,-100.0,100.0
70048,-100.0,-100.0,-100.0,100.0
70066,-100.0,-100.0,-100.0,100.0
70084,-100.0,-100.0,-100.0,100.0
70101,-100.0,-100.0,-100.0,100.0
70119,-100.0,-100.0,-100.0,100.0
70136,-100.0,-100.0,-100.0,100.0
70154,-100.0,-100.0,-100.0,100.0
70171,-100.0,-100.0,-100.0,100.0
70189,-100.0,-100.0,-100.0,100.0
70207,-100.0,-100.0,-100.0,100.0
70223,-100.0,-100.0,-100.0,100.0
70241,-100.0,-100.0,-100.0,100.0
70250,-100.0,-100.0,-100.0,100.0
70265,-100.0,-100.0,-100.0,100.0
70283,-100.0,-100.0,-100.0,100.0
70299,-100.0,-100.0,-100.0,100.0
70318,-100.0,-100.0,-100.0,100.0
70360,-100.0,-100.0,-100.0,100.0
70370,-100.0,-100.0,-100.0,100.0
70388,-100.0,-100.0,-100.0,100.0
70389,-100.0,-100.0,-100.0,100.0
70405,-100.0,-100.0,-100.0,100.0
70423,-100.0,-100.0,-100.0,100.0
70438,-100.0,-100.0,-100.0,100.0
70440,-100.0,-100.0,-100.0,100.0
70453,-100.0,-100.0,-100.0,100.0
70458,-100.0,-100.0,-100.0,100.0
70466,-100.0,-100.0,-100.0,100.0
70470,-100.0,-100.0,-100.0,100.0
70482,-100.0,-100.0,-100.0,100.0
70500,-100.0,-100.0,-100.0,100.0
70535,-100.0,-100.0,-100.0,100.0
70553,-100.0,-100.0,-100.0,100.0
70569,-100.0,-100.0,-100.0,100.0
70587,-100.0,-100.0,-100.0,100.0
70605,-100.0,-100.0,-100.0,100.0
70622,-100.0,-100.0,-100.0,100.0
70640,-100.0,-100.0,-100.0,100.0
70658,-100.0,-100.0,-100.0,100.0
70674,-100.0,-100.0,-100.0,100.0
70681,-100.0,-100.0,-100.0,100.0
70700,-100.0,-100.0,-100.0,100.0
70716,-100.0,-100.0,-100.0,100.0
70734,-100.0,-100.0,-100.0,100.0
70753,-100.0,-100.0,-100.0,100.0
70769,-100.0,-100.0,-100.0,100.0
70786,-100.0,-100.0,-100.0,100.0
70804,-100.0,-100.0,-100.0,100.0
70822,-100.0,-100.0,-100.0,100.0
70840,-100.0,-100.0,-100.0,100.0
70856,-100.0,-100.0,-100.0,100.0
70874,-100.0,-100.0,-100.0,100.0
70891,-100.0,-100.0,-100.0,100.0
70899,-100.0,-100.0,-100.0,100.0
70916,-100.0,-100.0,-100.0,100.0
70920,-100.0,-100.0,-100.0,100.0
70933,-100.0,-100.0,-100.0,100.0
70940,-100.0,-100.0,-100.0,100.0
70951,-100.0,-100.0,-100.0,100.0
70954,-100.0,-100.0,-100.0,100.0
70969,-100.0,-100.0,-100.0,100.0
70970,-100.0,-100.0,-100.0,100.0
70986,-100.0,-100.0,-100.0,100.0
70987,-100.0,-100.0,-100.0,100.0
71003,-100.0,-100.0,-100.0,100.0
71005,-100.0,-100.0,-100.0,100.0
71021,-100.0,-100.0,-100.0,100.0
71036,-100.0,-100.0,-100.0,100.0
71038,-100.0,-100.0,-100.0,100.0
71053,-100.0,-100.0,-100.0,100.0
71056,-100.0,-100.0,-100.0,100.0
71073,-100.0,-100.0,-100.0,100.0
71091,-100.0,-100.0,-100.0,100.0
71098,-100.0,-100.0,-100.0,100.0
71117,-100.0,-100.0,-100.0,100.0
71132,-100.0,-100.0,-100.0,100.0
71150,-100.0,-100.0,-100.0,100.0
71168,-100.0,-100.0,-100.0,100.0
71185,-100.0,-100.0,-100.0,100.0
71205,-100.0,-100.0,-100.0,100.0
71221,-100.0,-100.0,-100.0,100.0
71237,-100.0,-100.0,-100.0,100.0
71256,-100.0,-100.0,-100.0,100.0
71273,-100.0,-100.0,-100.0,100.0
71291,-100.0,-100.0,-100.0,100.0
71308,-100.0,-100.0,-100.0,100.0
71321,-100.0,-100.0,-100.0,100.0
71324,-100.0,-100.0,-100.0,100.0
71332,-100.0,-100.0,-100.0,100.0
71336,-100.0,-100.0,-100.0,100.0
71349,-100.0,-100.0,-100.0,100.0
71353,-100.0,-100.0,-100.0,100.0
71367,-100.0,-100.0,-100.0,100.0
71381,-100.0,-100.0,-100.0,100.0
71385,-100.0,-100.0,-100.0,100.0
71402,-100.0,-100.0,-100.0,100.0
71409,-100.0,-100.0,-100.0,100.0
71420,-100.0,-100.0,-100.0,100.0
71437,-100.0,-100.0,-100.0,100.0
71442,-100.0,-100.0,-100.0,100.0
71456,-100.0,-100.0,-100.0,100.0
71468,-100.0,-100.0,-100.0,100.0
71472,-100.0,-100.0,-100.0,100.0
71477,-100.0,-100.0,-100.0,100.0
71489,-100.0,-100.0,-100.0,100.0
71490,-100.0,-100.0,-100.0,100.0
71507,-100.0,-100.0,-100.0,100.0
71512,-100.0,-100.0,-100.0,100.0
71525,-100.0,-100.0,-100.0,100.0
71532,-100.0,-100.0,-100.0,100.0
71539,-100.0,-100.0,-100.0,100.0
71549,-100.0,-100.0,-100.0,100.0
71550,-100.0,-100.0,-100.0,100.0
71561,-100.0,-100.0,-100.0,100.0
71582,-100.0,-100.0,-100.0,100.0
71583,-100.0,-100.0,-100.0,100.0
71601,-100.0,-100.0,-100.0,100.0
71606,-100.0,-100.0,-100.0,100.0
71614,-100.0,-100.0,-100.0,100.0
71619,-100.0,-100.0,-100.0,100.0
71636,-100.0,-100.0,-100.0,100.0
71638,-100.0,-100.0,-100.0,100.0
71647,-100.0,-100.0,-100.0,100.0
71654,-100.0,-100.0,-100.0,100.0
71656,-100.0,-100.0,-100.0,100.0
71666,-100.0,-100.0,-100.0,100.0
71672,-100.0,-100.0,-100.0,100.0
71680,-100.0,-100.0,-100.0,100.0
71688,-100.0,-100.0,-100.0,100.0
71693,-100.0,-100.0,-100.0,100.0
71707,-100.0,-100.0,-100.0,100.0
71714,-100.0,-100.0,-100.0,100.0
71724,-100.0,-100.0,-100.0,100.0
71741,-100.0,-100.0,-100.0,100.0
71750,-100.0,-100.0,-100.0,100.0
71752,-100.0,-100.0,-100.0,100.0
71767,-100.0,-100.0,-100.0,100.0
71779,-100.0,-100.0,-100.0,100.0
71783,-100.0,-100.0,-100.0,100.0
71800,-100.0,-100.0,-100.0,100.0
71803,-100.0,-100.0,-100.0,100.0
71813,-100.0,-100.0,-100.0,100.0
71818,-100.0,-100.0,-100.0,100.0
71825,-100.0,-100.0,-100.0,100.0
71836,-100.0,-100.0,-100.0,100.0
71840,-100.0,-100.0,-100.0,100.0
71854,-100.0,-100.0,-100.0,100.0
71871,-100.0,-100.0,-100.0,100.0
71876,-100.0,-100.0,-100.0,100.0
71888,-100.0,-100.0,-100.0,100.0
71906,-100.0,-100.0,-100.0,100.0
71911,-100.0,-100.0,-100.0,100.0
71921,-100.0,-100.0,-100.0,100.0
71924,-100.0,-100.0,-100.0,100.0
71936,-100.0,-100.0,-100.0,100.0
71941,-100.0,-100.0,-100.0,100.0
71949,-100.0,-100.0,-100.0,100.0
71951,-100.0,-100.0,-100.0,100.0
71964,-100.0,-100.0,-100.0,100.0
71977,-100.0,-100.0,-100.0,100.0
71983,-100.0,-100.0,-100.0,100.0
72007,-100.0,-100.0,-100.0,100.0
72016,-100.0,-100.0,-100.0,100.0
72026,-100.0,-100.0,-100.0,100.0
72039,-100.0,-100.0,-100.0,100.0
72065,-100.0,-100.0,-100.0,100.0
72073,-100.0,-100.0,-100.0,100.0
72085,-100.0,-100.0,-100.0,100.0
72106,-100.0,-100.0,-100.0,100.0
72133,-100.0,-100.0,-100.0,100.0
72144,-100.0,-100.0,-100.0,100.0
72154,-100.0,-100.0,-100.0,100.0
72179,-100.0,-100.0,-100.0,100.0
72217,-100.0,-100.0,-100.0,100.0
72248,-100.0,-100.0,-100.0,100.0
72266,-100.0,-100.0,-100.0,100.0
72274,-100.0,-100.0,-100.0,100.0
72284,-100.0,-100.0,-100.0,100.0
72309,-100.0,-100.0,-100.0,100.0
72335,-100.0,-100.0,-100.0,100.0
72347,-100.0,-100.0,-100.0,100.0
72357,-100.0,-100.0,-100.0,100.0
72379,-100.0,-100.0,-100.0,100.0
72411,-100.0,-100.0,-100.0,100.0
72418,-100.0,-100.0,-100.0,100.0
72430,-100.0,-100.0,-100.0,100.0
72448,-100.0,-100.0,-100.0,100.0
72460,-100.0,-100.0,-100.0,100.0
72467,-100.0,-100.0,-100.0,100.0
72479,-100.0,-100.0,-100.0,100.0
72508,-100.0,-100.0,-100.0,100.0
72536,-100.0,-100.0,-100.0,100.0
72546,-100.0,-100.0,-100.0,100.0
72556,-100.0,-100.0,-100.0,100.0
72578,-100.0,-100.0,-100.0,100.0
72603,-100.0,-100.0,-100.0,100.0
72613,-100.0,-100.0,-100.0,100.0
72624,-100.0,-100.0,-100.0,100.0
72646,-100.0,-100.0,-100.0,100.0
72676,-100.0,-100.0,-100.0,100.0
72684,-100.0,-100.0,-100.0,100.0
72692,-100.0,-100.0,-100.0,100.0
72708,-100.0,-100.0,-100.0,100.0
72735,-100.0,-100.0,-100.0,100.0
72746,-100.0,-100.0,-100.0,100.0
72758,-100.0,-100.0,-100.0,100.0
72778,-100.0,-100.0,-100.0,100.0
72812,-100.0,-100.0,-100.0,100.0
72819,-100.0,-100.0,-100.0,100.0
72831,-100.0,-100.0,-100.0,100.0
72848,-100.0,-100.0,-100.0,100.0
72886,-100.0,-100.0,-100.0,100.0
72903,-100.0,-100.0,-100.0,100.0
72917,-100.0,-100.0,-100.0,100.0
72926,-100.0,-100.0,-100.0,100.0
72943,-100.0,-100.0,-100.0,100.0
72976,-100.0,-100.0,-100.0,100.0
73004,-100.0,-100.0,-100.0,100.0
73016,-100.0,-100.0,-100.0,100.0
73028,-100.0,-100.0,-100.0,100.0
73043,-100.0,-100.0,-100.0,100.0
73071,-100.0,-100.0,-100.0,100.0
73083,-100.0,-100.0,-100.0,100.0
73095,-100.0,-100.0,-100.0,100.0
73114,-100.0,-100.0,-100.0,100.0
73128,-100.0,-100.0,-100.0,100.0
73141,-100.0,-100.0,-100.0,100.0
73152,-100.0,-100.0,-100.0,100.0
73175,-100.0,-100.0,-100.0,100.0
73201,-100.0,-100.0,-100.0,100.0
73210,-100.0,-100.0,-100.0,100.0
73223,-100.0,-100.0,-100.0,100.0
73247,-100.0,-100.0,-100.0,100.0
73292,-100.0,-100.0,-100.0,100.0
73314,-100.0,-100.0,-100.0,100.0
73356,-100.0,-100.0,-100.0,100.0
73381,-100.0,-100.0,-100.0,100.0
73437,-100.0,-100.0,-100.0,100.0
73447,-100.0,-100.0,-100.0,100.0
73499,-100.0,-100.0,-100.0,100.0
73520,-100.0,-100.0,-100.0,100.0
73566,-100.0,-100.0,-100.0,100.0
73591,-100.0,-100.0,-100.0,100.0
73601,-100.0,-100.0,-100.0,100.0
73604,-100.0,-100.0,-100.0,100.0
73618,-100.0,-100.0,-100.0,100.0
73634,-100.0,-100.0,-100.0,100.0
73650,-100.0,-100.0,-100.0,100.0
73667,-100.0,-100.0,-100.0,100.0
73684,-100.0,-100.0,-100.0,100.0
73688,-100.0,-100.0,-100.0,100.0
73701,-100.0,-100.0,-100.0,100.0
73712,-100.0,-100.0,-100.0,100.0
73731,-100.0,-100.0,-100.0,100.0
73742,-100.0,-100.0,-100.0,100.0
73756,-100.0,-100.0,-100.0,100.0
73774,-100.0,-100.0,-100.0,100.0
73819,-100.0,-100.0,-100.0,100.0
73822,-100.0,-100.0,-100.0,100.0
73829,-100.0,-100.0,-100.0,100.0
73834,-100.0,-100.0,-100.0,100.0
73841,-100.0,-100.0,-100.0,100.0
73854,-100.0,-100.0,-100.0,100.0
73860,-100.0,-100.0,-100.0,100.0
73870,-100.0,-100.0,-100.0,100.0
73875,-100.0,-100.0,-100.0,100.0
73882,-100.0,-100.0,-100.0,100.0
73884,-100.0,-100.0,-100.0,100.0
73898,-100.0,-100.0,-100.0,100.0
73902,-100.0,-100.0,-100.0,100.0
73906,-100.0,-100.0,-100.0,100.0
73916,-100.0,-100.0,-100.0,100.0
73917,-100.0,-100.0,-100.0,100.0
73922,-100.0,-100.0,-100.0,100.0
73934,-100.0,-100.0,-100.0,100.0
73950,-100.0,-100.0,-100.0,100.0
73952,-100.0,-100.0,-100.0,100.0
73963,-100.0,-100.0,-100.0,100.0
73967,-100.0,-100.0,-100.0,100.0
73969,-100.0,-100.0,-100.0,100.0
73974,-100.0,-100.0,-100.0,100.0
74032,-100.0,-100.0,-100.0,100.0
74058,-100.0,-100.0,-100.0,100.0
74128,-100.0,-100.0,-100.0,100.0
74146,-100.0,-100.0,-100.0,100.0
74166,-100.0,-100.0,-100.0,100.0
74174,-100.0,-100.0,-100.0,100.0
74238,-100.0,-100.0,-100.0,100.0
74250,-100.0,-100.0,-100.0,100.0
74309,-100.0,-100.0,-100.0,100.0
74320,-100.0,-100.0,-100.0,100.0
74334,-100.0,-100.0,-100.0,100.0
74345,-100.0,-100.0,-100.0,100.0
74346,-100.0,-100.0,-100.0,100.0
74850,-100.0,-100.0,-100.0,100.0
74868,-100.0,-100.0,-100.0,100.0
74883,-100.0,-100.0,-100.0,100.0
74899,-100.0,-100.0,-100.0,100.0
74916,-100.0,-100.0,-100.0,100.0
74933,-100.0,-100.0,-100.0,100.0
74951,-100.0,-100.0,-100.0,100.0
74986,-100.0,-100.0,-100.0,100.0
75267,-100.0,-100.0,-100.0,100.0
75284,-100.0,-100.0,-100.0,100.0
75300,-100.0,-100.0,-100.0,100.0
75315,-100.0,-100.0,-100.0,100.0
75332,-100.0,-100.0,-100.0,100.0
75351,-100.0,-100.0,-100.0,100.0
75369,-100.0,-100.0,-100.0,100.0
75382,-100.0,-100.0,-100.0,100.0
76598,-100.0,-100.0,-100.0,100.0
76618,-100.0,-100.0,-100.0,100.0
76637,-100.0,-100.0,-100.0,100.0
76665,-100.0,-100.0,-100.0,100.0
76681,-100.0,-100.0,-100.0,100.0
76699,-100.0,-100.0,-100.0,100.0
76715,-100.0,-100.0,-100.0,100.0
76732,-100.0,-100.0,-100.0,100.0
76751,-100.0,-100.0,-100.0,100.0
76770,-100.0,-100.0,-100.0,100.0
76782,-100.0,-100.0,-100.0,100.0
76799,-100.0,-100.0,-100.0,100.0
76814,-100.0,-100.0,-100.0,100.0
76833,-100.0,-100.0,-100.0,100.0
76849,-100.0,-100.0,-100.0,100.0
76865,-100.0,-100.0,-100.0,100.0
76881,-100.0,-100.0,-100.0,100.0
76898,-100.0,-100.0,-100.0,100.0
76915,-100.0,-100.0,-100.0,100.0
76931,-100.0,-100.0,-100.0,100.0
76949,-100.0,-100.0,-100.0,100.0
76964,-100.0,-100.0,-100.0,100.0
76981,-100.0,-100.0,-100.0,100.0
76999,-100.0,-100.0,-100.0,100.0
77015,-100.0,-100.0,-100.0,100.0
77032,-100.0,-100.0,-100.0,100.0
77050,-100.0,-100.0,-100.0,100.0
77065,-100.0,-100.0,-100.0,100.0
77097,-100.0,-100.0,-100.0,100.0
77114,-100.0,-100.0,-100.0,100.0
77131,-100.0,-100.0,-100.0,100.0
77164,-100.0,-100.0,-100.0,100.0
77181,-100.0,-100.0,-100.0,100.0
77202,-100.0,-100.0,-100.0,100.0
77231,-100.0,-100.0,-100.0,100.0
77247,-100.0,-100.0,-100.0,100.0
77264,-100.0,-100.0,-100.0,100.0
77282,-100.0,-100.0,-100.0,100.0
77297,-100.0,-100.0,-100.0,100.0
77314,-100.0,-100.0,-100.0,100.0
82972,-100.0,-100.0,-100.0,100.0
82990,-100.0,-100.0,-100.0,100.0
83022,-100.0,-100.0,-100.0,100.0
83057,-100.0,-100.0,-100.0,100.0
83071,-100.0,-100.0,-100.0,100.0
83088,-100.0,-100.0,-100.0,100.0
83105,-100.0,-100.0,-100.0,100.0
83123,-100.0,-100.0,-100.0,100.0
83155,-100.0,-100.0,-100.0,100.0
83171,-100.0,-100.0,-100.0,100.0
