,A1GFGZJPLCHHF,A3ST8XFT4X93K
73594,-100.0,-100.0
73602,-100.0,-100.0
73608,-100.0,-100.0
73630,-100.0,-100.0
73643,-100.0,-100.0
73647,-100.0,-100.0
73666,-100.0,-100.0
73673,-100.0,-100.0
73678,-100.0,-100.0
73690,-100.0,-100.0
73695,-100.0,-100.0
73705,-100.0,-100.0
73714,-100.0,-100.0
73731,-100.0,-100.0
73747,-100.0,-100.0
73753,-100.0,-100.0
73765,-100.0,-100.0
73783,-100.0,-100.0
73794,-100.0,-100.0
73808,-100.0,-100.0
73820,-100.0,-100.0
73828,-100.0,-100.0
73841,-100.0,-100.0
73852,-100.0,-100.0
73861,-100.0,-100.0
73873,-100.0,-100.0
73879,-100.0,-100.0
73896,-100.0,-100.0
73898,-100.0,-100.0
73911,-100.0,-100.0
73916,-100.0,-100.0
73930,-100.0,-100.0
73932,-100.0,-100.0
73947,-100.0,-100.0
73954,-100.0,-100.0
73968,-100.0,-100.0
73979,-100.0,-100.0
73983,-100.0,-100.0
73994,-100.0,-100.0
74002,-100.0,-100.0
74008,-100.0,-100.0
74014,-100.0,-100.0
74024,-100.0,-100.0
74038,-100.0,-100.0
74044,-100.0,-100.0
74055,-100.0,-100.0
74060,-100.0,-100.0
74065,-100.0,-100.0
74080,-100.0,-100.0
74083,-100.0,-100.0
74094,-100.0,-100.0
74104,-100.0,-100.0
74109,-100.0,-100.0
74111,-100.0,-100.0
74127,-100.0,-100.0
74137,-100.0,-100.0
74143,-100.0,-100.0
74151,-100.0,-100.0
74160,-100.0,-100.0
74167,-100.0,-100.0
74182,-100.0,-100.0
74186,-100.0,-100.0
74199,-100.0,-100.0
74218,-100.0,-100.0
74224,-100.0,-100.0
74241,-100.0,-100.0
74246,-100.0,-100.0
74259,-100.0,-100.0
74263,-100.0,-100.0
74270,-100.0,-100.0
74277,-100.0,-100.0
74286,-100.0,-100.0
74294,-100.0,-100.0
74299,-100.0,-100.0
74311,-100.0,-100.0
74320,-100.0,-100.0
74331,-100.0,-100.0
74332,-100.0,-100.0
74346,-100.0,-100.0
74351,-100.0,-100.0
74363,-100.0,-100.0
74364,-100.0,-100.0
74381,-100.0,-100.0
74385,-100.0,-100.0
74392,-100.0,-100.0
74398,-100.0,-100.0
74410,-100.0,-100.0
74417,-100.0,-100.0
74423,-100.0,-100.0
74426,-100.0,-100.0
74440,-100.0,-100.0
74443,-100.0,-100.0
74460,-100.0,-100.0
74461,-100.0,-100.0
74475,-100.0,-100.0
74479,-100.0,-100.0
74495,-100.0,-100.0
74496,-100.0,-100.0
74511,-100.0,-100.0
74521,-100.0,-100.0
74528,-100.0,-100.0
74531,-100.0,-100.0
74538,-100.0,-100.0
74550,-100.0,-100.0
74557,-100.0,-100.0
74563,-100.0,-100.0
74573,-100.0,-100.0
74581,-100.0,-100.0
74590,-100.0,-100.0
74597,-100.0,-100.0
74608,-100.0,-100.0
74616,-100.0,-100.0
74627,-100.0,-100.0
74633,-100.0,-100.0
74639,-100.0,-100.0
74643,-100.0,-100.0
74659,-100.0,-100.0
74665,-100.0,-100.0
74675,-100.0,-100.0
74685,-100.0,-100.0
74693,-100.0,-100.0
74695,-100.0,-100.0
74713,-100.0,-100.0
74725,-100.0,-100.0
74728,-100.0,-100.0
74737,-100.0,-100.0
74749,-100.0,-100.0
74758,-100.0,-100.0
74761,-100.0,-100.0
74773,-100.0,-100.0
74779,-100.0,-100.0
74790,-100.0,-100.0
74797,-100.0,-100.0
74808,-100.0,-100.0
74815,-100.0,-100.0
74825,-100.0,-100.0
74834,-100.0,-100.0
74843,-100.0,-100.0
74849,-100.0,-100.0
74856,-100.0,-100.0
74860,-100.0,-100.0
74875,-100.0,-100.0
74878,-100.0,-100.0
74893,-100.0,-100.0
74895,-100.0,-100.0
74910,-100.0,-100.0
74912,-100.0,-100.0
74927,-100.0,-100.0
74930,-100.0,-100.0
74943,-100.0,-100.0
74947,-100.0,-100.0
74958,-100.0,-100.0
74962,-100.0,-100.0
74971,-100.0,-100.0
74979,-100.0,-100.0
74991,-100.0,-100.0
74997,-100.0,-100.0
75015,-100.0,-100.0
78003,-100.0,-100.0
78025,-100.0,-100.0
78058,-100.0,-100.0
78073,-100.0,-100.0
78109,-100.0,-100.0
78126,-100.0,-100.0
78143,-100.0,-100.0
78181,-100.0,-100.0
78202,-100.0,-100.0
78471,-100.0,-100.0
78497,-100.0,-100.0
78528,-100.0,-100.0
78546,-100.0,-100.0
78562,-100.0,-100.0
78610,-100.0,-100.0
78626,-100.0,-100.0
79291,-100.0,-100.0
79309,-100.0,-100.0
79344,-100.0,-100.0
79380,-100.0,-100.0
79419,-100.0,-100.0
79431,-100.0,-100.0
79448,-100.0,-100.0
79456,-100.0,-100.0
79473,-100.0,-100.0
79490,-100.0,-100.0
79507,-100.0,-100.0
79525,-100.0,-100.0
79543,-100.0,-100.0
79562,-100.0,-100.0
79578,-100.0,-100.0
79595,-100.0,-100.0
79612,-100.0,-100.0
79630,-100.0,-100.0
79648,-100.0,-100.0
79655,-100.0,-100.0
79674,-100.0,-100.0
79726,-100.0,-100.0
79761,-100.0,-100.0
79776,-100.0,-100.0
79794,-100.0,-100.0
79811,-100.0,-100.0
79830,-100.0,-100.0
79847,-100.0,-100.0
79864,-100.0,-100.0
79880,-100.0,-100.0
79887,-100.0,-100.0
79906,-100.0,-100.0
79923,-100.0,-100.0
79944,-100.0,-100.0
79959,-100.0,-100.0
79975,-100.0,-100.0
79993,-100.0,-100.0
80011,-100.0,-100.0
80029,-100.0,-100.0
80046,-100.0,-100.0
80062,-100.0,-100.0
80080,-100.0,-100.0
80088,-100.0,-100.0
80105,-100.0,-100.0
80124,-100.0,-100.0
80141,-100.0,-100.0
80161,-100.0,-100.0
80195,-100.0,-100.0
80212,-100.0,-100.0
80233,-100.0,-100.0
80265,-100.0,-100.0
80298,-100.0,-100.0
80304,-100.0,-100.0
80324,-100.0,-100.0
80338,-100.0,-100.0
80357,-100.0,-100.0
80374,-100.0,-100.0
80392,-100.0,-100.0
80410,-100.0,-100.0
80427,-100.0,-100.0
80445,-100.0,-100.0
80461,-100.0,-100.0
80480,-100.0,-100.0
80497,-100.0,-100.0
80504,-100.0,-100.0
80520,-100.0,-100.0
80539,-100.0,-100.0
80556,-100.0,-100.0
80574,-100.0,-100.0
80593,-100.0,-100.0
80602,-100.0,-100.0
80608,-100.0,-100.0
80618,-100.0,-100.0
80625,-100.0,-100.0
80641,-100.0,-100.0
80643,-100.0,-100.0
80659,-100.0,-100.0
80662,-100.0,-100.0
80677,-100.0,-100.0
80679,-100.0,-100.0
80697,-100.0,-100.0
80712,-100.0,-100.0
80713,-100.0,-100.0
80731,-100.0,-100.0
80739,-100.0,-100.0
80746,-100.0,-100.0
80755,-100.0,-100.0
80765,-100.0,-100.0
80773,-100.0,-100.0
80791,-100.0,-100.0
80799,-100.0,-100.0
80808,-100.0,-100.0
80822,-100.0,-100.0
80825,-100.0,-100.0
80841,-100.0,-100.0
80843,-100.0,-100.0
80857,-100.0,-100.0
80861,-100.0,-100.0
80875,-100.0,-100.0
80878,-100.0,-100.0
80895,-100.0,-100.0
80910,-100.0,-100.0
80913,-100.0,-100.0
80928,-100.0,-100.0
80930,-100.0,-100.0
80938,-100.0,-100.0
80955,-100.0,-100.0
80968,-100.0,-100.0
80973,-100.0,-100.0
80989,-100.0,-100.0
81007,-100.0,-100.0
81008,-100.0,-100.0
81025,-100.0,-100.0
81042,-100.0,-100.0
81043,-100.0,-100.0
81061,-100.0,-100.0
81064,-100.0,-100.0
81077,-100.0,-100.0
81093,-100.0,-100.0
81096,-100.0,-100.0
81120,-100.0,-100.0
81130,-100.0,-100.0
81148,-100.0,-100.0
81155,-100.0,-100.0
81172,-100.0,-100.0
81213,-100.0,-100.0
81216,-100.0,-100.0
81230,-100.0,-100.0
81244,-100.0,-100.0
81260,-100.0,-100.0
81270,-100.0,-100.0
81294,-100.0,-100.0
81299,-100.0,-100.0
81312,-100.0,-100.0
81330,-100.0,-100.0
81338,-100.0,-100.0
81347,-100.0,-100.0
81362,-100.0,-100.0
81365,-100.0,-100.0
81371,-100.0,-100.0
81388,-100.0,-100.0
81393,-100.0,-100.0
81408,-100.0,-100.0
81424,-100.0,-100.0
81428,-100.0,-100.0
81443,-100.0,-100.0
81459,-100.0,-100.0
81460,-100.0,-100.0
81475,-100.0,-100.0
81486,-100.0,-100.0
81494,-100.0,-100.0
81507,-100.0,-100.0
81511,-100.0,-100.0
81529,-100.0,-100.0
81546,-100.0,-100.0
81556,-100.0,-100.0
81563,-100.0,-100.0
81578,-100.0,-100.0
81583,-100.0,-100.0
81598,-100.0,-100.0
81605,-100.0,-100.0
81615,-100.0,-100.0
81624,-100.0,-100.0
81631,-100.0,-100.0
81651,-100.0,-100.0
81667,-100.0,-100.0
81668,-100.0,-100.0
81675,-100.0,-100.0
81690,-100.0,-100.0
81694,-100.0,-100.0
81711,-100.0,-100.0
81715,-100.0,-100.0
81724,-100.0,-100.0
81727,-100.0,-100.0
81743,-100.0,-100.0
81763,-100.0,-100.0
81778,-100.0,-100.0
81781,-100.0,-100.0
81788,-100.0,-100.0
81796,-100.0,-100.0
81806,-100.0,-100.0
81812,-100.0,-100.0
81830,-100.0,-100.0
81844,-100.0,-100.0
81848,-100.0,-100.0
81865,-100.0,-100.0
81876,-100.0,-100.0
81885,-100.0,-100.0
81892,-100.0,-100.0
81900,-100.0,-100.0
81907,-100.0,-100.0
81913,-100.0,-100.0
81926,-100.0,-100.0
81942,-100.0,-100.0
81947,-100.0,-100.0
81961,-100.0,-100.0
81967,-100.0,-100.0
81977,-100.0,-100.0
81986,-100.0,-100.0
81994,-100.0,-100.0
81999,-100.0,-100.0
82014,-100.0,-100.0
82017,-100.0,-100.0
82026,-100.0,-100.0
82029,-100.0,-100.0
82047,-100.0,-100.0
82061,-100.0,-100.0
82065,-100.0,-100.0
82069,-100.0,-100.0
82081,-100.0,-100.0
82101,-100.0,-100.0
82107,-100.0,-100.0
82117,-100.0,-100.0
82124,-100.0,-100.0
82139,-100.0,-100.0
82141,-100.0,-100.0
82152,-100.0,-100.0
82159,-100.0,-100.0
82179,-100.0,-100.0
82183,-100.0,-100.0
82193,-100.0,-100.0
82201,-100.0,-100.0
82214,-100.0,-100.0
82221,-100.0,-100.0
82228,-100.0,-100.0
82238,-100.0,-100.0
82247,-100.0,-100.0
82256,-100.0,-100.0
82265,-100.0,-100.0
82274,-100.0,-100.0
82281,-100.0,-100.0
82294,-100.0,-100.0
82301,-100.0,-100.0
82317,-100.0,-100.0
82323,-100.0,-100.0
82340,-100.0,-100.0
82342,-100.0,-100.0
82352,-100.0,-100.0
82358,-100.0,-100.0
82372,-100.0,-100.0
82377,-100.0,-100.0
82382,-100.0,-100.0
82393,-100.0,-100.0
82404,-100.0,-100.0
82411,-100.0,-100.0
82415,-100.0,-100.0
82432,-100.0,-100.0
82435,-100.0,-100.0
82445,-100.0,-100.0
82447,-100.0,-100.0
82464,-100.0,-100.0
82473,-100.0,-100.0
82480,-100.0,-100.0
82481,-100.0,-100.0
82499,-100.0,-100.0
82518,-100.0,-100.0
82523,-100.0,-100.0
82542,-100.0,-100.0
82553,-100.0,-100.0
82557,-100.0,-100.0
82572,-100.0,-100.0
82575,-100.0,-100.0
82586,-100.0,-100.0
82593,-100.0,-100.0
82595,-100.0,-100.0
82611,-100.0,-100.0
82619,-100.0,-100.0
82631,-100.0,-100.0
82637,-100.0,-100.0
82646,-100.0,-100.0
82654,-100.0,-100.0
82663,-100.0,-100.0
82674,-100.0,-100.0
82680,-100.0,-100.0
82694,-100.0,-100.0
82698,-100.0,-100.0
82712,-100.0,-100.0
82719,-100.0,-100.0
82725,-100.0,-100.0
82736,-100.0,-100.0
82743,-100.0,-100.0
82750,-100.0,-100.0
82759,-100.0,-100.0
82774,-100.0,-100.0
82777,-100.0,-100.0
82794,-100.0,-100.0
82810,-100.0,-100.0
82812,-100.0,-100.0
82826,-100.0,-100.0
82830,-100.0,-100.0
82846,-100.0,-100.0
82862,-100.0,-100.0
82881,-100.0,-100.0
82897,-100.0,-100.0
82915,-100.0,-100.0
82933,-100.0,-100.0
82949,-100.0,-100.0
82959,-100.0,-100.0
82974,-100.0,-100.0
82992,-100.0,-100.0
83012,-100.0,-100.0
83037,-100.0,-100.0
83062,-100.0,-100.0
83085,-100.0,-100.0
83098,-100.0,-100.0
83115,-100.0,-100.0
83132,-100.0,-100.0
83167,-100.0,-100.0
83186,-100.0,-100.0
83195,-100.0,-100.0
83215,-100.0,-100.0
83227,-100.0,-100.0
83250,-100.0,-100.0
83262,-100.0,-100.0
83280,-100.0,-100.0
83297,-100.0,-100.0
83315,-100.0,-100.0
83330,-100.0,-100.0
83350,-100.0,-100.0
83366,-100.0,-100.0
83373,-100.0,-100.0
83390,-100.0,-100.0
83408,-100.0,-100.0
83429,-100.0,-100.0
83442,-100.0,-100.0
83461,-100.0,-100.0
83477,-100.0,-100.0
83496,-100.0,-100.0
83514,-100.0,-100.0
83531,-100.0,-100.0
83539,-100.0,-100.0
83548,-100.0,-100.0
83556,-100.0,-100.0
83566,-100.0,-100.0
83575,-100.0,-100.0
83582,-100.0,-100.0
83601,-100.0,-100.0
83607,-100.0,-100.0
83608,-100.0,-100.0
83632,-100.0,-100.0
83643,-100.0,-100.0
83644,-100.0,-100.0
83659,-100.0,-100.0
83682,-100.0,-100.0
83684,-100.0,-100.0
83694,-100.0,-100.0
83717,-100.0,-100.0
83732,-100.0,-100.0
83749,-100.0,-100.0
83764,-100.0,-100.0
83784,-100.0,-100.0
83802,-100.0,-100.0
83807,-100.0,-100.0
83824,-100.0,-100.0
83843,-100.0,-100.0
83857,-100.0,-100.0
83859,-100.0,-100.0
83876,-100.0,-100.0
83879,-100.0,-100.0
83895,-100.0,-100.0
83911,-100.0,-100.0
83916,-100.0,-100.0
83930,-100.0,-100.0
83937,-100.0,-100.0
83951,-100.0,-100.0
83981,-100.0,-100.0
83990,-100.0,-100.0
83994,-100.0,-100.0
84005,-100.0,-100.0
84022,-100.0,-100.0
84029,-100.0,-100.0
84047,-100.0,-100.0
84058,-100.0,-100.0
84076,-100.0,-100.0
84099,-100.0,-100.0
84111,-100.0,-100.0
84128,-100.0,-100.0
84148,-100.0,-100.0
84162,-100.0,-100.0
84190,-100.0,-100.0
84208,-100.0,-100.0
84224,-100.0,-100.0
84240,-100.0,-100.0
84259,-100.0,-100.0
84276,-100.0,-100.0
84294,-100.0,-100.0
84311,-100.0,-100.0
84328,-100.0,-100.0
84347,-100.0,-100.0
84365,-100.0,-100.0
84372,-100.0,-100.0
84565,-100.0,-100.0
84583,-100.0,-100.0
84589,-100.0,-100.0
84605,-100.0,-100.0
84622,-100.0,-100.0
84641,-100.0,-100.0
84659,-100.0,-100.0
84676,-100.0,-100.0
84826,-100.0,-100.0
84843,-100.0,-100.0
84860,-100.0,-100.0
84876,-100.0,-100.0
84894,-100.0,-100.0
84924,-100.0,-100.0
84933,-100.0,-100.0
84951,-100.0,-100.0
84966,-100.0,-100.0
85127,-100.0,-100.0
85152,-100.0,-100.0
85187,-100.0,-100.0
85202,-100.0,-100.0
85224,-100.0,-100.0
85243,-100.0,-100.0
85261,-100.0,-100.0
85279,-100.0,-100.0
85294,-100.0,-100.0
85457,-100.0,-100.0
85478,-100.0,-100.0
85498,-100.0,-100.0
85509,-100.0,-100.0
85527,-100.0,-100.0
85543,-100.0,-100.0
85562,-100.0,-100.0
85580,-100.0,-100.0
85596,-100.0,-100.0
85763,-100.0,-100.0
85781,-100.0,-100.0
85797,-100.0,-100.0
85815,-100.0,-100.0
85832,-100.0,-100.0
85849,-100.0,-100.0
85868,-100.0,-100.0
85874,-100.0,-100.0
85892,-100.0,-100.0
86050,-100.0,-100.0
86069,-100.0,-100.0
86079,-100.0,-100.0
86089,-100.0,-100.0
86108,-100.0,-100.0
86126,-100.0,-100.0
86143,-100.0,-100.0
86179,-100.0,-100.0
86308,-100.0,-100.0
86328,-100.0,-100.0
86344,-100.0,-100.0
86361,-100.0,-100.0
86375,-100.0,-100.0
86393,-100.0,-100.0
86413,-100.0,-100.0
86431,-100.0,-100.0
86450,-100.0,-100.0
86612,-100.0,-100.0
86630,-100.0,-100.0
86650,-100.0,-100.0
86664,-100.0,-100.0
86681,-100.0,-100.0
86701,-100.0,-100.0
86717,-100.0,-100.0
86725,-100.0,-100.0
86897,-100.0,-100.0
86925,-100.0,-100.0
86936,-100.0,-100.0
86940,-100.0,-100.0
86958,-100.0,-100.0
86976,-100.0,-100.0
86995,-100.0,-100.0
87011,-100.0,-100.0
87027,-100.0,-100.0
87194,-100.0,-100.0
87212,-100.0,-100.0
87227,-100.0,-100.0
87245,-100.0,-100.0
87262,-100.0,-100.0
87280,-100.0,-100.0
87300,-100.0,-100.0
87316,-100.0,-100.0
87333,-100.0,-100.0
87351,-100.0,-100.0
87360,-100.0,-100.0
87535,-100.0,-100.0
87551,-100.0,-100.0
87568,-100.0,-100.0
87575,-100.0,-100.0
87593,-100.0,-100.0
87610,-100.0,-100.0
87640,-100.0,-100.0
87664,-100.0,-100.0
87844,-100.0,-100.0
87865,-100.0,-100.0
87885,-100.0,-100.0
87913,-100.0,-100.0
87931,-100.0,-100.0
87950,-100.0,-100.0
88023,-100.0,-100.0
88045,-100.0,-100.0
88076,-100.0,-100.0
88093,-100.0,-100.0
88113,-100.0,-100.0
88145,-100.0,-100.0
88162,-100.0,-100.0
88180,-100.0,-100.0
88188,-100.0,-100.0
88205,-100.0,-100.0
88221,-100.0,-100.0
88257,-100.0,-100.0
88277,-100.0,-100.0
88309,-100.0,-100.0
88326,-100.0,-100.0
88345,-100.0,-100.0
88362,-100.0,-100.0
88380,-100.0,-100.0
88398,-100.0,-100.0
88413,-100.0,-100.0
88421,-100.0,-100.0
88439,-100.0,-100.0
88458,-100.0,-100.0
88480,-100.0,-100.0
88490,-100.0,-100.0
88508,-100.0,-100.0
88526,-100.0,-100.0
88545,-100.0,-100.0
88562,-100.0,-100.0
88591,-100.0,-100.0
88614,-100.0,-100.0
88621,-100.0,-100.0
88639,-100.0,-100.0
88662,-100.0,-100.0
88700,-100.0,-100.0
88726,-100.0,-100.0
88731,-100.0,-100.0
88745,-100.0,-100.0
88764,-100.0,-100.0
88792,-100.0,-100.0
88804,-100.0,-100.0
88813,-100.0,-100.0
88836,-100.0,-100.0
88856,-100.0,-100.0
88861,-100.0,-100.0
88904,-100.0,-100.0
88926,-100.0,-100.0
88975,-100.0,-100.0
88990,-100.0,-100.0
89019,-100.0,-100.0
89044,-100.0,-100.0
89069,-100.0,-100.0
89137,-100.0,-100.0
89159,-100.0,-100.0
89178,-100.0,-100.0
89239,-100.0,-100.0
89259,-100.0,-100.0
89301,-100.0,-100.0
89327,-100.0,-100.0
89348,-100.0,-100.0
89362,-100.0,-100.0
89404,-100.0,-100.0
89413,-100.0,-100.0
89440,-100.0,-100.0
89449,-100.0,-100.0
89479,-100.0,-100.0
89496,-100.0,-100.0
89521,-100.0,-100.0
89545,-100.0,-100.0
89584,-100.0,-100.0
89598,-100.0,-100.0
89615,-100.0,-100.0
89635,-100.0,-100.0
89648,-100.0,-100.0
89663,-100.0,-100.0
89684,-100.0,-100.0
89695,-100.0,-100.0
89716,-100.0,-100.0
89730,-100.0,-100.0
89741,-100.0,-100.0
89745,-100.0,-100.0
89761,-100.0,-100.0
89778,-100.0,-100.0
89781,-100.0,-100.0
89794,-100.0,-100.0
89809,-100.0,-100.0
89827,-100.0,-100.0
89844,-100.0,-100.0
89863,-100.0,-100.0
89880,-100.0,-100.0
89891,-100.0,-100.0
89905,-100.0,-100.0
89927,-100.0,-100.0
89940,-100.0,-100.0
89946,-100.0,-100.0
89956,-100.0,-100.0
89965,-100.0,-100.0
89975,-100.0,-100.0
89994,-100.0,-100.0
90009,-100.0,-100.0
90027,-100.0,-100.0
90044,-100.0,-100.0
90062,-100.0,-100.0
90082,-100.0,-100.0
90097,-100.0,-100.0
90114,-100.0,-100.0
90128,-100.0,-100.0
90135,-100.0,-100.0
90150,-100.0,-100.0
90159,-100.0,-100.0
90166,-100.0,-100.0
90174,-100.0,-100.0
90193,-100.0,-100.0
90195,-100.0,-100.0
90209,-100.0,-100.0
90221,-100.0,-100.0
90228,-100.0,-100.0
90229,-100.0,-100.0
90230,-100.0,-100.0
90245,-100.0,-100.0
90248,-100.0,-100.0
90252,-100.0,-100.0
90261,-100.0,-100.0
90262,-100.0,-100.0
90278,-100.0,-100.0
90280,-100.0,-100.0
90295,-100.0,-100.0
90300,-100.0,-100.0
90313,-100.0,-100.0
90316,-100.0,-100.0
90320,-100.0,-100.0
90333,-100.0,-100.0
90338,-100.0,-100.0
90340,-100.0,-100.0
90355,-100.0,-100.0
90358,-100.0,-100.0
90373,-100.0,-100.0
90374,-100.0,-100.0
90391,-100.0,-100.0
90392,-100.0,-100.0
90407,-100.0,-100.0
90411,-100.0,-100.0
90427,-100.0,-100.0
90428,-100.0,-100.0
90442,-100.0,-100.0
90446,-100.0,-100.0
90462,-100.0,-100.0
90479,-100.0,-100.0
90480,-100.0,-100.0
90499,-100.0,-100.0
90503,-100.0,-100.0
90513,-100.0,-100.0
90530,-100.0,-100.0
90540,-100.0,-100.0
90554,-100.0,-100.0
90572,-100.0,-100.0
90590,-100.0,-100.0
90607,-100.0,-100.0
90624,-100.0,-100.0
90642,-100.0,-100.0
90659,-100.0,-100.0
90677,-100.0,-100.0
90695,-100.0,-100.0
90712,-100.0,-100.0
90729,-100.0,-100.0
90748,-100.0,-100.0
90754,-100.0,-100.0
90772,-100.0,-100.0
90782,-100.0,-100.0
90790,-100.0,-100.0
90800,-100.0,-100.0
90807,-100.0,-100.0
90823,-100.0,-100.0
90832,-100.0,-100.0
90841,-100.0,-100.0
90850,-100.0,-100.0
90859,-100.0,-100.0
90869,-100.0,-100.0
90876,-100.0,-100.0
90883,-100.0,-100.0
90896,-100.0,-100.0
90916,-100.0,-100.0
90935,-100.0,-100.0
90948,-100.0,-100.0
90969,-100.0,-100.0
90990,-100.0,-100.0
91016,-100.0,-100.0
91034,-100.0,-100.0
91044,-100.0,-100.0
91064,-100.0,-100.0
91075,-100.0,-100.0
91092,-100.0,-100.0
91110,-100.0,-100.0
91128,-100.0,-100.0
91145,-100.0,-100.0
91163,-100.0,-100.0
91171,-100.0,-100.0
91187,-100.0,-100.0
91207,-100.0,-100.0
91223,-100.0,-100.0
91241,-100.0,-100.0
91258,-100.0,-100.0
91277,-100.0,-100.0
91296,-100.0,-100.0
91310,-100.0,-100.0
91328,-100.0,-100.0
91351,-100.0,-100.0
91363,-100.0,-100.0
91385,-100.0,-100.0
91399,-100.0,-100.0
91404,-100.0,-100.0
91422,-100.0,-100.0
91439,-100.0,-100.0
91457,-100.0,-100.0
91474,-100.0,-100.0
91491,-100.0,-100.0
91510,-100.0,-100.0
91527,-100.0,-100.0
91559,-100.0,-100.0
91575,-100.0,-100.0
91589,-100.0,-100.0
91596,-100.0,-100.0
91603,-100.0,-100.0
91622,-100.0,-100.0
91639,-100.0,-100.0
91656,-100.0,-100.0
91676,-100.0,-100.0
91705,-100.0,-100.0
91736,-100.0,-100.0
91817,-100.0,-100.0
91826,-100.0,-100.0
91843,-100.0,-100.0
91875,-100.0,-100.0
91886,-100.0,-100.0
91894,-100.0,-100.0
91915,-100.0,-100.0
91928,-100.0,-100.0
91929,-100.0,-100.0
91945,-100.0,-100.0
91946,-100.0,-100.0
91963,-100.0,-100.0
91964,-100.0,-100.0
91981,-100.0,-100.0
91992,-100.0,-100.0
91999,-100.0,-100.0
92006,-100.0,-100.0
92015,-100.0,-100.0
92026,-100.0,-100.0
92034,-100.0,-100.0
92045,-100.0,-100.0
92051,-100.0,-100.0
92058,-100.0,-100.0
92059,-100.0,-100.0
92076,-100.0,-100.0
92087,-100.0,-100.0
92094,-100.0,-100.0
92117,-100.0,-100.0
92167,-100.0,-100.0
92180,-100.0,-100.0
92196,-100.0,-100.0
92215,-100.0,-100.0
92251,-100.0,-100.0
92260,-100.0,-100.0
92272,-100.0,-100.0
92314,-100.0,-100.0
92342,-100.0,-100.0
92353,-100.0,-100.0
92380,-100.0,-100.0
92388,-100.0,-100.0
92419,-100.0,-100.0
92433,-100.0,-100.0
92435,-100.0,-100.0
92450,-100.0,-100.0
92452,-100.0,-100.0
92465,-100.0,-100.0
92476,-100.0,-100.0
92481,-100.0,-100.0
92489,-100.0,-100.0
92505,-100.0,-100.0
92511,-100.0,-100.0
92524,-100.0,-100.0
92527,-100.0,-100.0
92544,-100.0,-100.0
92562,-100.0,-100.0
92580,-100.0,-100.0
92597,-100.0,-100.0
92613,-100.0,-100.0
92631,-100.0,-100.0
92650,-100.0,-100.0
92669,-100.0,-100.0
92909,-100.0,-100.0
92928,-100.0,-100.0
92944,-100.0,-100.0
92977,-100.0,-100.0
93014,-100.0,-100.0
93030,-100.0,-100.0
93048,-100.0,-100.0
93065,-100.0,-100.0
93083,-100.0,-100.0
93100,-100.0,-100.0
93121,-100.0,-100.0
93395,-100.0,-100.0
93413,-100.0,-100.0
93428,-100.0,-100.0
93447,-100.0,-100.0
93465,-100.0,-100.0
93483,-100.0,-100.0
93503,-100.0,-100.0
93517,-100.0,-100.0
93534,-100.0,-100.0
93552,-100.0,-100.0
93559,-100.0,-100.0
93579,-100.0,-100.0
93594,-100.0,-100.0
93612,-100.0,-100.0
93630,-100.0,-100.0
93810,-100.0,-100.0
93830,-100.0,-100.0
93846,-100.0,-100.0
93864,-100.0,-100.0
93881,-100.0,-100.0
93901,-100.0,-100.0
93918,-100.0,-100.0
93933,-100.0,-100.0
93951,-100.0,-100.0
93968,-100.0,-100.0
93975,-100.0,-100.0
93992,-100.0,-100.0
94010,-100.0,-100.0
94028,-100.0,-100.0
94315,-100.0,-100.0
94334,-100.0,-100.0
94367,-100.0,-100.0
94384,-100.0,-100.0
94402,-100.0,-100.0
94409,-100.0,-100.0
94426,-100.0,-100.0
94445,-100.0,-100.0
94460,-100.0,-100.0
94479,-100.0,-100.0
94497,-100.0,-100.0
94515,-100.0,-100.0
94532,-100.0,-100.0
98829,-100.0,-100.0
98847,-100.0,-100.0
98854,-100.0,-100.0
98872,-100.0,-100.0
98906,-100.0,-100.0
98941,-100.0,-100.0
98960,-100.0,-100.0
98975,-100.0,-100.0
98993,-100.0,-100.0
99011,-100.0,-100.0
99028,-100.0,-100.0
99046,-100.0,-100.0
99064,-100.0,-100.0
99080,-100.0,-100.0
99087,-100.0,-100.0
99105,-100.0,-100.0
99123,-100.0,-100.0
99140,-100.0,-100.0
99157,-100.0,-100.0
99175,-100.0,-100.0
99196,-100.0,-100.0
99214,-100.0,-100.0
99246,-100.0,-100.0
99262,-100.0,-100.0
99280,-100.0,-100.0
99287,-100.0,-100.0
99304,-100.0,-100.0
99323,-100.0,-100.0
99340,-100.0,-100.0
99356,-100.0,-100.0
99375,-100.0,-100.0
99392,-100.0,-100.0
99410,-100.0,-100.0
99428,-100.0,-100.0
99445,-100.0,-100.0
99481,-100.0,-100.0
99497,-100.0,-100.0
99504,-100.0,-100.0
99522,-100.0,-100.0
99556,-100.0,-100.0
99574,-100.0,-100.0
99591,-100.0,-100.0
99609,-100.0,-100.0
99625,-100.0,-100.0
99652,-100.0,-100.0
99697,-100.0,-100.0
99720,-100.0,-100.0
99737,-100.0,-100.0
99757,-100.0,-100.0
99782,-100.0,-100.0
99805,-100.0,-100.0
99815,-100.0,-100.0
99829,-100.0,-100.0
99835,-100.0,-100.0
99848,-100.0,-100.0
99867,-100.0,-100.0
99900,-100.0,-100.0
99906,-100.0,-100.0
99914,-100.0,-100.0
99932,-100.0,-100.0
99942,-100.0,-100.0
99954,-100.0,-100.0
99969,-100.0,-100.0
