,A2LO2DX6H49IK,A1CAM1A9B1QR2,AN26GE0GN8DP0,A1R09GS9W47R5,A2KHL16YV7AIW
330495,-97.0,-43.0,-98.0,-48.0,-9.0
330518,-97.0,-43.0,-98.0,-48.0,-9.0
330536,-97.0,-43.0,-98.0,-48.0,-10.0
330563,-97.0,-43.0,-98.0,-48.0,-10.0
330604,-97.0,-43.0,-98.0,-48.0,-11.0
330656,-97.0,-43.0,-98.0,-48.0,-12.0
330674,-97.0,-43.0,-98.0,-48.0,-12.0
330735,-97.0,-43.0,-98.0,-48.0,-13.0
330766,-97.0,-43.0,-98.0,-48.0,-13.0
330803,-97.0,-43.0,-98.0,-48.0,-14.0
330927,-97.0,-43.0,-98.0,-48.0,-15.0
330995,-97.0,-43.0,-98.0,-48.0,-15.0
331025,-97.0,-43.0,-98.0,-48.0,-16.0
331084,-97.0,-43.0,-98.0,-48.0,-17.0
331120,-97.0,-43.0,-98.0,-48.0,-18.0
331139,-97.0,-43.0,-98.0,-48.0,-18.0
331212,-97.0,-43.0,-98.0,-48.0,-19.0
331244,-97.0,-43.0,-98.0,-48.0,-20.0
331266,-97.0,-43.0,-98.0,-48.0,-20.0
331295,-97.0,-43.0,-98.0,-48.0,-21.0
331335,-97.0,-43.0,-98.0,-48.0,-22.0
331377,-97.0,-43.0,-98.0,-48.0,-23.0
331401,-97.0,-43.0,-98.0,-48.0,-24.0
331435,-97.0,-43.0,-98.0,-48.0,-25.0
331503,-97.0,-43.0,-98.0,-48.0,-26.0
331534,-97.0,-43.0,-98.0,-48.0,-27.0
331630,-97.0,-43.0,-98.0,-48.0,-28.0
331665,-97.0,-43.0,-98.0,-48.0,-29.0
331688,-97.0,-43.0,-98.0,-48.0,-30.0
331728,-97.0,-43.0,-98.0,-48.0,-31.0
331760,-97.0,-43.0,-98.0,-48.0,-32.0
331846,-97.0,-43.0,-98.0,-48.0,-34.0
331988,-97.0,-43.0,-98.0,-48.0,-35.0
332013,-97.0,-43.0,-98.0,-48.0,-35.0
332140,-97.0,-43.0,-98.0,-48.0,-36.0
332257,-97.0,-43.0,-98.0,-48.0,-37.0
332307,-97.0,-43.0,-98.0,-48.0,-38.0
332337,-97.0,-43.0,-98.0,-48.0,-38.0
332474,-97.0,-43.0,-98.0,-48.0,-39.0
332555,-97.0,-43.0,-98.0,-48.0,-39.0
332620,-97.0,-43.0,-98.0,-48.0,-40.0
332651,-97.0,-43.0,-98.0,-48.0,-40.0
332729,-97.0,-43.0,-98.0,-48.0,-41.0
332765,-97.0,-43.0,-98.0,-48.0,-41.0
332841,-97.0,-43.0,-98.0,-48.0,-42.0
332881,-97.0,-43.0,-98.0,-48.0,-43.0
332947,-97.0,-43.0,-98.0,-48.0,-43.0
332974,-97.0,-43.0,-98.0,-48.0,-44.0
333190,-97.0,-43.0,-98.0,-48.0,-44.0
333265,-97.0,-43.0,-98.0,-48.0,-45.0
333369,-97.0,-43.0,-98.0,-48.0,-46.0
333399,-97.0,-43.0,-98.0,-48.0,-47.0
333472,-97.0,-43.0,-98.0,-48.0,-48.0
333505,-97.0,-43.0,-98.0,-48.0,-48.0
333588,-97.0,-43.0,-98.0,-48.0,-49.0
333633,-97.0,-43.0,-98.0,-48.0,-49.0
333652,-97.0,-43.0,-98.0,-48.0,-51.0
333736,-97.0,-43.0,-98.0,-48.0,-51.0
333755,-97.0,-43.0,-98.0,-48.0,-52.0
333850,-97.0,-43.0,-98.0,-48.0,-53.0
333873,-97.0,-43.0,-98.0,-48.0,-54.0
333945,-97.0,-43.0,-98.0,-48.0,-55.0
333967,-97.0,-43.0,-98.0,-48.0,-57.0
334000,-97.0,-43.0,-98.0,-48.0,-57.0
334049,-97.0,-43.0,-98.0,-48.0,-58.0
334071,-97.0,-43.0,-98.0,-48.0,-58.0
334159,-97.0,-43.0,-98.0,-48.0,-59.0
334188,-97.0,-43.0,-98.0,-48.0,-60.0
334288,-97.0,-43.0,-98.0,-48.0,-62.0
334313,-97.0,-43.0,-98.0,-48.0,-63.0
334475,-97.0,-43.0,-98.0,-48.0,-64.0
334509,-97.0,-43.0,-98.0,-48.0,-65.0
334562,-97.0,-43.0,-98.0,-48.0,-66.0
334600,-97.0,-43.0,-98.0,-48.0,-67.0
334635,-97.0,-43.0,-98.0,-48.0,-67.0
334651,-97.0,-43.0,-98.0,-48.0,-68.0
334674,-97.0,-43.0,-98.0,-48.0,-69.0
334700,-97.0,-43.0,-98.0,-48.0,-70.0
334720,-97.0,-43.0,-98.0,-48.0,-71.0
334740,-97.0,-43.0,-98.0,-48.0,-72.0
334769,-97.0,-43.0,-98.0,-48.0,-72.0
334830,-97.0,-43.0,-98.0,-48.0,-73.0
334885,-97.0,-43.0,-98.0,-48.0,-73.0
334951,-97.0,-43.0,-98.0,-48.0,-74.0
335046,-97.0,-43.0,-98.0,-48.0,-75.0
335128,-97.0,-43.0,-98.0,-48.0,-76.0
335167,-97.0,-43.0,-98.0,-48.0,-77.0
335207,-97.0,-43.0,-98.0,-48.0,-78.0
335248,-97.0,-43.0,-98.0,-48.0,-80.0
335291,-97.0,-43.0,-98.0,-48.0,-81.0
335351,-97.0,-43.0,-98.0,-48.0,-82.0
335398,-97.0,-43.0,-98.0,-48.0,-83.0
335433,-97.0,-43.0,-98.0,-48.0,-83.0
335456,-97.0,-43.0,-98.0,-48.0,-84.0
335501,-97.0,-43.0,-98.0,-48.0,-85.0
335640,-97.0,-43.0,-98.0,-48.0,-85.0
335680,-97.0,-43.0,-98.0,-48.0,-86.0
335757,-97.0,-43.0,-98.0,-48.0,-87.0
335852,-97.0,-43.0,-98.0,-48.0,-87.0
335873,-97.0,-43.0,-98.0,-48.0,-88.0
335952,-97.0,-43.0,-98.0,-48.0,-90.0
335987,-97.0,-43.0,-98.0,-48.0,-91.0
336023,-97.0,-43.0,-98.0,-48.0,-92.0
336050,-97.0,-43.0,-98.0,-48.0,-93.0
336075,-97.0,-43.0,-98.0,-48.0,-94.0
336118,-97.0,-43.0,-98.0,-48.0,-96.0
336151,-97.0,-43.0,-98.0,-48.0,-97.0
336211,-97.0,-43.0,-98.0,-48.0,-97.0
336294,-97.0,-43.0,-98.0,-48.0,-98.0
336339,-97.0,-43.0,-98.0,-48.0,-99.0
336405,-97.0,-43.0,-98.0,-48.0,-99.0
336468,-97.0,-43.0,-98.0,-48.0,-100.0
411198,-97.0,-43.0,-98.0,-48.0,-100.0
411217,-97.0,-43.0,-98.0,-47.0,-100.0
411251,-97.0,-43.0,-98.0,-45.0,-100.0
411269,-97.0,-43.0,-98.0,-44.0,-100.0
411309,-97.0,-43.0,-98.0,-41.0,-100.0
411328,-97.0,-43.0,-98.0,-40.0,-100.0
411346,-97.0,-43.0,-98.0,-39.0,-100.0
411379,-97.0,-43.0,-98.0,-37.0,-100.0
411414,-97.0,-43.0,-98.0,-35.0,-100.0
411432,-97.0,-43.0,-98.0,-34.0,-100.0
411466,-97.0,-43.0,-98.0,-32.0,-100.0
411492,-97.0,-43.0,-98.0,-30.0,-100.0
411509,-97.0,-43.0,-98.0,-29.0,-100.0
411545,-97.0,-43.0,-98.0,-26.0,-100.0
411579,-97.0,-43.0,-98.0,-24.0,-100.0
411597,-97.0,-43.0,-98.0,-23.0,-100.0
411632,-97.0,-43.0,-98.0,-21.0,-100.0
411666,-97.0,-43.0,-98.0,-19.0,-100.0
411684,-97.0,-43.0,-98.0,-18.0,-100.0
411703,-97.0,-43.0,-98.0,-16.0,-100.0
411726,-97.0,-43.0,-98.0,-14.0,-100.0
411746,-97.0,-43.0,-98.0,-13.0,-100.0
411762,-97.0,-43.0,-98.0,-13.0,-100.0
411779,-97.0,-43.0,-98.0,-12.0,-100.0
411797,-97.0,-43.0,-98.0,-11.0,-100.0
411818,-97.0,-43.0,-98.0,-11.0,-100.0
411832,-97.0,-43.0,-98.0,-9.0,-100.0
411848,-97.0,-43.0,-98.0,-8.0,-100.0
411865,-97.0,-43.0,-98.0,-7.0,-100.0
411884,-97.0,-43.0,-98.0,-6.0,-100.0
411901,-97.0,-43.0,-98.0,-5.0,-100.0
411908,-97.0,-43.0,-98.0,-4.0,-100.0
411925,-97.0,-43.0,-98.0,-3.0,-100.0
411943,-97.0,-43.0,-98.0,-2.0,-100.0
411960,-97.0,-43.0,-98.0,-1.0,-100.0
411978,-97.0,-43.0,-98.0,1.0,-100.0
411996,-97.0,-43.0,-98.0,2.0,-100.0
412013,-97.0,-43.0,-98.0,3.0,-100.0
412030,-97.0,-43.0,-98.0,4.0,-100.0
412048,-97.0,-43.0,-98.0,5.0,-100.0
412065,-97.0,-43.0,-98.0,6.0,-100.0
412083,-97.0,-43.0,-98.0,7.0,-100.0
412101,-97.0,-43.0,-98.0,8.0,-100.0
412117,-97.0,-43.0,-98.0,9.0,-100.0
412135,-97.0,-43.0,-98.0,11.0,-100.0
412142,-97.0,-43.0,-98.0,12.0,-100.0
412159,-97.0,-43.0,-98.0,13.0,-100.0
412177,-97.0,-43.0,-98.0,14.0,-100.0
412195,-97.0,-43.0,-98.0,15.0,-100.0
412211,-97.0,-43.0,-98.0,16.0,-100.0
412231,-97.0,-43.0,-98.0,17.0,-100.0
412248,-97.0,-43.0,-98.0,18.0,-100.0
412265,-97.0,-43.0,-98.0,19.0,-100.0
412283,-97.0,-43.0,-98.0,20.0,-100.0
412299,-97.0,-43.0,-98.0,22.0,-100.0
412317,-97.0,-43.0,-98.0,23.0,-100.0
412335,-97.0,-43.0,-98.0,24.0,-100.0
412342,-97.0,-43.0,-98.0,25.0,-100.0
412359,-97.0,-43.0,-98.0,26.0,-100.0
412377,-97.0,-43.0,-98.0,27.0,-100.0
412393,-97.0,-43.0,-98.0,28.0,-100.0
412411,-97.0,-43.0,-98.0,29.0,-100.0
412429,-97.0,-43.0,-98.0,31.0,-100.0
412446,-97.0,-43.0,-98.0,32.0,-100.0
412464,-97.0,-43.0,-98.0,33.0,-100.0
412481,-97.0,-43.0,-98.0,34.0,-100.0
412498,-97.0,-43.0,-98.0,35.0,-100.0
412516,-97.0,-43.0,-98.0,36.0,-100.0
412534,-97.0,-43.0,-98.0,37.0,-100.0
412558,-97.0,-43.0,-98.0,39.0,-100.0
412575,-97.0,-43.0,-98.0,41.0,-100.0
412593,-97.0,-43.0,-98.0,42.0,-100.0
412615,-97.0,-43.0,-98.0,43.0,-100.0
412630,-97.0,-43.0,-98.0,43.0,-100.0
412646,-97.0,-43.0,-98.0,44.0,-100.0
412668,-97.0,-43.0,-98.0,44.0,-100.0
412680,-97.0,-43.0,-98.0,45.0,-100.0
412701,-97.0,-43.0,-98.0,45.0,-100.0
412716,-97.0,-43.0,-98.0,46.0,-100.0
412739,-97.0,-43.0,-98.0,46.0,-100.0
412753,-97.0,-43.0,-98.0,47.0,-100.0
412761,-97.0,-43.0,-98.0,47.0,-100.0
412793,-97.0,-43.0,-98.0,48.0,-100.0
412824,-97.0,-43.0,-98.0,48.0,-100.0
412837,-97.0,-43.0,-98.0,49.0,-100.0
412856,-97.0,-43.0,-98.0,49.0,-100.0
412869,-97.0,-43.0,-98.0,50.0,-100.0
412890,-97.0,-43.0,-98.0,50.0,-100.0
412905,-97.0,-43.0,-98.0,51.0,-100.0
412923,-97.0,-43.0,-98.0,51.0,-100.0
412937,-97.0,-43.0,-98.0,52.0,-100.0
412955,-97.0,-43.0,-98.0,52.0,-100.0
412967,-97.0,-43.0,-98.0,53.0,-100.0
412988,-97.0,-43.0,-98.0,53.0,-100.0
412991,-97.0,-43.0,-98.0,54.0,-100.0
413016,-97.0,-43.0,-98.0,54.0,-100.0
413027,-97.0,-43.0,-98.0,56.0,-100.0
413048,-97.0,-43.0,-98.0,56.0,-100.0
413062,-97.0,-43.0,-98.0,57.0,-100.0
413087,-97.0,-43.0,-98.0,57.0,-100.0
413100,-97.0,-43.0,-98.0,58.0,-100.0
413122,-97.0,-43.0,-98.0,58.0,-100.0
413138,-97.0,-43.0,-98.0,59.0,-100.0
413160,-97.0,-43.0,-98.0,60.0,-100.0
413175,-97.0,-43.0,-98.0,60.0,-100.0
413188,-97.0,-43.0,-98.0,61.0,-100.0
413202,-97.0,-43.0,-98.0,61.0,-100.0
413214,-97.0,-43.0,-98.0,62.0,-100.0
413235,-97.0,-43.0,-98.0,62.0,-100.0
413247,-97.0,-43.0,-98.0,63.0,-100.0
413266,-97.0,-43.0,-98.0,63.0,-100.0
413279,-97.0,-43.0,-98.0,64.0,-100.0
413301,-97.0,-43.0,-98.0,65.0,-100.0
413318,-97.0,-43.0,-98.0,66.0,-100.0
413334,-97.0,-43.0,-98.0,66.0,-100.0
413348,-97.0,-43.0,-98.0,68.0,-100.0
413373,-97.0,-43.0,-98.0,68.0,-100.0
413386,-97.0,-43.0,-98.0,69.0,-100.0
413411,-97.0,-43.0,-98.0,69.0,-100.0
413413,-97.0,-43.0,-98.0,70.0,-100.0
413438,-97.0,-43.0,-98.0,70.0,-100.0
413451,-97.0,-43.0,-98.0,71.0,-100.0
413472,-97.0,-43.0,-98.0,71.0,-100.0
413488,-97.0,-43.0,-98.0,72.0,-100.0
413518,-97.0,-43.0,-98.0,72.0,-100.0
413534,-97.0,-43.0,-98.0,73.0,-100.0
413556,-97.0,-43.0,-98.0,73.0,-100.0
413577,-97.0,-43.0,-98.0,74.0,-100.0
413598,-97.0,-43.0,-98.0,74.0,-100.0
413613,-97.0,-43.0,-98.0,75.0,-100.0
413621,-97.0,-43.0,-98.0,75.0,-100.0
413632,-97.0,-43.0,-98.0,76.0,-100.0
413650,-97.0,-43.0,-98.0,76.0,-100.0
413664,-97.0,-43.0,-98.0,77.0,-100.0
413681,-97.0,-43.0,-98.0,77.0,-100.0
413694,-97.0,-43.0,-98.0,78.0,-100.0
413717,-97.0,-43.0,-98.0,79.0,-100.0
413732,-97.0,-43.0,-98.0,80.0,-100.0
413747,-97.0,-43.0,-98.0,81.0,-100.0
413766,-97.0,-43.0,-98.0,82.0,-100.0
413784,-97.0,-43.0,-98.0,83.0,-100.0
413799,-97.0,-43.0,-98.0,84.0,-100.0
413817,-97.0,-43.0,-98.0,85.0,-100.0
413835,-97.0,-43.0,-98.0,86.0,-100.0
413843,-97.0,-43.0,-98.0,87.0,-100.0
413859,-97.0,-43.0,-98.0,88.0,-100.0
413876,-97.0,-43.0,-98.0,89.0,-100.0
413893,-97.0,-43.0,-98.0,90.0,-100.0
413912,-97.0,-43.0,-98.0,91.0,-100.0
413930,-97.0,-43.0,-98.0,93.0,-100.0
413946,-97.0,-43.0,-98.0,94.0,-100.0
413965,-97.0,-43.0,-98.0,95.0,-100.0
413983,-97.0,-43.0,-98.0,96.0,-100.0
414002,-97.0,-43.0,-98.0,97.0,-100.0
414016,-97.0,-43.0,-98.0,98.0,-100.0
414035,-97.0,-43.0,-98.0,99.0,-100.0
414041,-97.0,-43.0,-98.0,100.0,-100.0
422747,-97.0,-43.0,-98.0,100.0,-100.0
422772,-97.0,-43.0,-97.0,100.0,-100.0
422835,-97.0,-43.0,-97.0,100.0,-100.0
422847,-97.0,-43.0,-96.0,100.0,-100.0
422884,-97.0,-43.0,-96.0,100.0,-100.0
422900,-97.0,-43.0,-95.0,100.0,-100.0
422978,-97.0,-43.0,-95.0,100.0,-100.0
423014,-97.0,-43.0,-94.0,100.0,-100.0
423057,-97.0,-43.0,-94.0,100.0,-100.0
423073,-97.0,-43.0,-93.0,100.0,-100.0
423088,-97.0,-43.0,-93.0,100.0,-100.0
423110,-97.0,-43.0,-92.0,100.0,-100.0
423150,-97.0,-43.0,-92.0,100.0,-100.0
423166,-97.0,-43.0,-91.0,100.0,-100.0
423205,-97.0,-43.0,-91.0,100.0,-100.0
423221,-97.0,-43.0,-89.0,100.0,-100.0
423263,-97.0,-43.0,-89.0,100.0,-100.0
423278,-97.0,-43.0,-88.0,100.0,-100.0
423321,-97.0,-43.0,-88.0,100.0,-100.0
423339,-97.0,-43.0,-87.0,100.0,-100.0
423393,-97.0,-43.0,-87.0,100.0,-100.0
423411,-97.0,-43.0,-86.0,100.0,-100.0
423490,-97.0,-43.0,-86.0,100.0,-100.0
423527,-97.0,-43.0,-85.0,100.0,-100.0
423620,-97.0,-43.0,-85.0,100.0,-100.0
423635,-97.0,-43.0,-84.0,100.0,-100.0
423668,-97.0,-43.0,-84.0,100.0,-100.0
423683,-97.0,-43.0,-83.0,100.0,-100.0
423719,-97.0,-43.0,-83.0,100.0,-100.0
423732,-97.0,-43.0,-82.0,100.0,-100.0
423742,-97.0,-43.0,-82.0,100.0,-100.0
423761,-97.0,-43.0,-81.0,100.0,-100.0
423796,-97.0,-43.0,-81.0,100.0,-100.0
423815,-97.0,-43.0,-80.0,100.0,-100.0
423864,-97.0,-43.0,-80.0,100.0,-100.0
423884,-97.0,-43.0,-79.0,100.0,-100.0
423930,-97.0,-43.0,-79.0,100.0,-100.0
423963,-97.0,-43.0,-78.0,100.0,-100.0
424006,-97.0,-43.0,-78.0,100.0,-100.0
424026,-97.0,-43.0,-77.0,100.0,-100.0
424057,-97.0,-43.0,-77.0,100.0,-100.0
424070,-97.0,-43.0,-76.0,100.0,-100.0
424085,-97.0,-43.0,-76.0,100.0,-100.0
424114,-97.0,-43.0,-75.0,100.0,-100.0
424152,-97.0,-43.0,-75.0,100.0,-100.0
424166,-97.0,-43.0,-74.0,100.0,-100.0
424208,-97.0,-43.0,-74.0,100.0,-100.0
424225,-97.0,-43.0,-73.0,100.0,-100.0
424232,-97.0,-43.0,-73.0,100.0,-100.0
424257,-97.0,-43.0,-72.0,100.0,-100.0
424266,-97.0,-43.0,-72.0,100.0,-100.0
424289,-97.0,-43.0,-71.0,100.0,-100.0
424329,-97.0,-43.0,-71.0,100.0,-100.0
424350,-97.0,-43.0,-70.0,100.0,-100.0
424394,-97.0,-43.0,-70.0,100.0,-100.0
424411,-97.0,-43.0,-69.0,100.0,-100.0
424449,-97.0,-43.0,-69.0,100.0,-100.0
424461,-97.0,-43.0,-68.0,100.0,-100.0
424496,-97.0,-43.0,-68.0,100.0,-100.0
424513,-97.0,-43.0,-67.0,100.0,-100.0
424521,-97.0,-43.0,-67.0,100.0,-100.0
424547,-97.0,-43.0,-66.0,100.0,-100.0
424585,-97.0,-43.0,-66.0,100.0,-100.0
424607,-97.0,-43.0,-65.0,100.0,-100.0
424645,-97.0,-43.0,-65.0,100.0,-100.0
424666,-97.0,-43.0,-64.0,100.0,-100.0
424682,-97.0,-43.0,-64.0,100.0,-100.0
424711,-97.0,-43.0,-63.0,100.0,-100.0
424746,-97.0,-43.0,-63.0,100.0,-100.0
424765,-97.0,-43.0,-62.0,100.0,-100.0
424777,-97.0,-43.0,-62.0,100.0,-100.0
424795,-97.0,-43.0,-61.0,100.0,-100.0
424803,-97.0,-43.0,-61.0,100.0,-100.0
424823,-97.0,-43.0,-60.0,100.0,-100.0
424859,-97.0,-43.0,-60.0,100.0,-100.0
424876,-97.0,-43.0,-59.0,100.0,-100.0
424911,-97.0,-43.0,-59.0,100.0,-100.0
424925,-97.0,-43.0,-58.0,100.0,-100.0
424962,-97.0,-43.0,-58.0,100.0,-100.0
424986,-97.0,-43.0,-57.0,100.0,-100.0
425029,-97.0,-43.0,-57.0,100.0,-100.0
425045,-97.0,-43.0,-56.0,100.0,-100.0
425082,-97.0,-43.0,-56.0,100.0,-100.0
425094,-97.0,-43.0,-55.0,100.0,-100.0
425143,-97.0,-43.0,-55.0,100.0,-100.0
425154,-97.0,-43.0,-54.0,100.0,-100.0
425190,-97.0,-43.0,-54.0,100.0,-100.0
425206,-97.0,-43.0,-53.0,100.0,-100.0
425239,-97.0,-43.0,-53.0,100.0,-100.0
425255,-97.0,-43.0,-52.0,100.0,-100.0
425294,-97.0,-43.0,-52.0,100.0,-100.0
425306,-97.0,-43.0,-51.0,100.0,-100.0
425339,-97.0,-43.0,-51.0,100.0,-100.0
425367,-97.0,-43.0,-50.0,100.0,-100.0
425379,-97.0,-43.0,-50.0,100.0,-100.0
425402,-97.0,-43.0,-49.0,100.0,-100.0
425447,-97.0,-43.0,-49.0,100.0,-100.0
425463,-97.0,-43.0,-48.0,100.0,-100.0
425496,-97.0,-43.0,-48.0,100.0,-100.0
425519,-97.0,-43.0,-47.0,100.0,-100.0
425553,-97.0,-43.0,-47.0,100.0,-100.0
425573,-97.0,-43.0,-46.0,100.0,-100.0
425608,-97.0,-43.0,-46.0,100.0,-100.0
425621,-97.0,-43.0,-45.0,100.0,-100.0
425654,-97.0,-43.0,-45.0,100.0,-100.0
425669,-97.0,-43.0,-44.0,100.0,-100.0
425707,-97.0,-43.0,-44.0,100.0,-100.0
425727,-97.0,-43.0,-43.0,100.0,-100.0
425734,-97.0,-43.0,-43.0,100.0,-100.0
425766,-97.0,-43.0,-42.0,100.0,-100.0
425807,-97.0,-43.0,-42.0,100.0,-100.0
425826,-97.0,-43.0,-41.0,100.0,-100.0
425862,-97.0,-43.0,-41.0,100.0,-100.0
425879,-97.0,-43.0,-40.0,100.0,-100.0
425914,-97.0,-43.0,-40.0,100.0,-100.0
425937,-97.0,-43.0,-39.0,100.0,-100.0
425947,-97.0,-43.0,-39.0,100.0,-100.0
425984,-97.0,-43.0,-38.0,100.0,-100.0
426031,-97.0,-43.0,-38.0,100.0,-100.0
426051,-97.0,-43.0,-37.0,100.0,-100.0
426096,-97.0,-43.0,-37.0,100.0,-100.0
426109,-97.0,-43.0,-36.0,100.0,-100.0
426158,-97.0,-43.0,-36.0,100.0,-100.0
426182,-97.0,-43.0,-35.0,100.0,-100.0
426216,-97.0,-43.0,-35.0,100.0,-100.0
426228,-97.0,-43.0,-34.0,100.0,-100.0
426264,-97.0,-43.0,-34.0,100.0,-100.0
426285,-97.0,-43.0,-33.0,100.0,-100.0
426307,-97.0,-43.0,-33.0,100.0,-100.0
426329,-97.0,-43.0,-32.0,100.0,-100.0
426363,-97.0,-43.0,-32.0,100.0,-100.0
426375,-97.0,-43.0,-31.0,100.0,-100.0
426411,-97.0,-43.0,-31.0,100.0,-100.0
426431,-97.0,-43.0,-30.0,100.0,-100.0
426473,-97.0,-43.0,-30.0,100.0,-100.0
426494,-97.0,-43.0,-29.0,100.0,-100.0
426514,-97.0,-43.0,-29.0,100.0,-100.0
426536,-97.0,-43.0,-28.0,100.0,-100.0
426548,-97.0,-43.0,-28.0,100.0,-100.0
426569,-97.0,-43.0,-27.0,100.0,-100.0
426580,-97.0,-43.0,-27.0,100.0,-100.0
426605,-97.0,-43.0,-26.0,100.0,-100.0
426637,-97.0,-43.0,-26.0,100.0,-100.0
426666,-97.0,-43.0,-25.0,100.0,-100.0
426706,-97.0,-43.0,-25.0,100.0,-100.0
426718,-97.0,-43.0,-24.0,100.0,-100.0
426752,-97.0,-43.0,-24.0,100.0,-100.0
426768,-97.0,-43.0,-23.0,100.0,-100.0
426807,-97.0,-43.0,-23.0,100.0,-100.0
426822,-97.0,-43.0,-22.0,100.0,-100.0
426832,-97.0,-43.0,-22.0,100.0,-100.0
426858,-97.0,-43.0,-21.0,100.0,-100.0
426869,-97.0,-43.0,-21.0,100.0,-100.0
426892,-97.0,-43.0,-20.0,100.0,-100.0
426936,-97.0,-43.0,-20.0,100.0,-100.0
426959,-97.0,-43.0,-19.0,100.0,-100.0
426984,-97.0,-43.0,-19.0,100.0,-100.0
427015,-97.0,-43.0,-18.0,100.0,-100.0
427050,-97.0,-43.0,-18.0,100.0,-100.0
427074,-97.0,-43.0,-17.0,100.0,-100.0
427086,-97.0,-43.0,-17.0,100.0,-100.0
427109,-97.0,-43.0,-16.0,100.0,-100.0
427143,-97.0,-43.0,-16.0,100.0,-100.0
427162,-97.0,-43.0,-15.0,100.0,-100.0
427196,-97.0,-43.0,-15.0,100.0,-100.0
427217,-97.0,-43.0,-14.0,100.0,-100.0
427252,-97.0,-43.0,-14.0,100.0,-100.0
427273,-97.0,-43.0,-13.0,100.0,-100.0
427282,-97.0,-43.0,-13.0,100.0,-100.0
427301,-97.0,-43.0,-12.0,100.0,-100.0
427334,-97.0,-43.0,-12.0,100.0,-100.0
427358,-97.0,-43.0,-11.0,100.0,-100.0
427392,-97.0,-43.0,-11.0,100.0,-100.0
427404,-97.0,-43.0,-10.0,100.0,-100.0
427415,-97.0,-43.0,-10.0,100.0,-100.0
427439,-97.0,-43.0,-9.0,100.0,-100.0
427478,-97.0,-43.0,-9.0,100.0,-100.0
427498,-97.0,-43.0,-8.0,100.0,-100.0
427505,-97.0,-43.0,-8.0,100.0,-100.0
427532,-97.0,-43.0,-7.0,100.0,-100.0
427568,-97.0,-43.0,-7.0,100.0,-100.0
427588,-97.0,-43.0,-6.0,100.0,-100.0
427595,-97.0,-43.0,-6.0,100.0,-100.0
427624,-97.0,-43.0,-5.0,100.0,-100.0
427665,-97.0,-43.0,-5.0,100.0,-100.0
427680,-97.0,-43.0,-4.0,100.0,-100.0
427712,-97.0,-43.0,-4.0,100.0,-100.0
427733,-97.0,-43.0,-3.0,100.0,-100.0
427770,-97.0,-43.0,-3.0,100.0,-100.0
427784,-97.0,-43.0,-2.0,100.0,-100.0
427823,-97.0,-43.0,-2.0,100.0,-100.0
427853,-97.0,-43.0,-1.0,100.0,-100.0
427889,-97.0,-43.0,-1.0,100.0,-100.0
427913,-97.0,-43.0,0.0,100.0,-100.0
427948,-97.0,-43.0,0.0,100.0,-100.0
427975,-97.0,-43.0,1.0,100.0,-100.0
427984,-97.0,-43.0,1.0,100.0,-100.0
428008,-97.0,-43.0,2.0,100.0,-100.0
428048,-97.0,-43.0,2.0,100.0,-100.0
428068,-97.0,-43.0,3.0,100.0,-100.0
428104,-97.0,-43.0,3.0,100.0,-100.0
428122,-97.0,-43.0,4.0,100.0,-100.0
428157,-97.0,-43.0,4.0,100.0,-100.0
428174,-97.0,-43.0,5.0,100.0,-100.0
428182,-97.0,-43.0,5.0,100.0,-100.0
428203,-97.0,-43.0,6.0,100.0,-100.0
428211,-97.0,-43.0,6.0,100.0,-100.0
428232,-97.0,-43.0,7.0,100.0,-100.0
428266,-97.0,-43.0,7.0,100.0,-100.0
428292,-97.0,-43.0,8.0,100.0,-100.0
428357,-97.0,-43.0,8.0,100.0,-100.0
428378,-97.0,-43.0,9.0,100.0,-100.0
428412,-97.0,-43.0,9.0,100.0,-100.0
428433,-97.0,-43.0,10.0,100.0,-100.0
428467,-97.0,-43.0,10.0,100.0,-100.0
428479,-97.0,-43.0,11.0,100.0,-100.0
428514,-97.0,-43.0,11.0,100.0,-100.0
428526,-97.0,-43.0,12.0,100.0,-100.0
428562,-97.0,-43.0,12.0,100.0,-100.0
428576,-97.0,-43.0,13.0,100.0,-100.0
428613,-97.0,-43.0,13.0,100.0,-100.0
428634,-97.0,-43.0,14.0,100.0,-100.0
428678,-97.0,-43.0,14.0,100.0,-100.0
428701,-97.0,-43.0,15.0,100.0,-100.0
428738,-97.0,-43.0,15.0,100.0,-100.0
428759,-97.0,-43.0,16.0,100.0,-100.0
428769,-97.0,-43.0,16.0,100.0,-100.0
428792,-97.0,-43.0,17.0,100.0,-100.0
428835,-97.0,-43.0,17.0,100.0,-100.0
428849,-97.0,-43.0,18.0,100.0,-100.0
428888,-97.0,-43.0,18.0,100.0,-100.0
428901,-97.0,-43.0,19.0,100.0,-100.0
428939,-97.0,-43.0,19.0,100.0,-100.0
428947,-97.0,-43.0,20.0,100.0,-100.0
428988,-97.0,-43.0,20.0,100.0,-100.0
429005,-97.0,-43.0,21.0,100.0,-100.0
429057,-97.0,-43.0,21.0,100.0,-100.0
429077,-97.0,-43.0,22.0,100.0,-100.0
429118,-97.0,-43.0,22.0,100.0,-100.0
429139,-97.0,-43.0,23.0,100.0,-100.0
429171,-97.0,-43.0,23.0,100.0,-100.0
429194,-97.0,-43.0,24.0,100.0,-100.0
429204,-97.0,-43.0,24.0,100.0,-100.0
