,A2LO2DX6H49IK,A1CAM1A9B1QR2,AN26GE0GN8DP0,A1R09GS9W47R5,A2KHL16YV7AIW
257940,-97.0,-43.0,74.0,-48.0,
257960,-97.0,-43.0,75.0,-48.0,
258000,-97.0,-43.0,75.0,-48.0,
258018,-97.0,-43.0,76.0,-48.0,
258058,-97.0,-43.0,76.0,-48.0,
258072,-97.0,-43.0,77.0,-48.0,
258112,-97.0,-43.0,77.0,-48.0,
258129,-97.0,-43.0,78.0,-48.0,
258145,-97.0,-43.0,78.0,-48.0,
258164,-97.0,-43.0,79.0,-48.0,
258201,-97.0,-43.0,79.0,-48.0,
258219,-97.0,-43.0,80.0,-48.0,
258259,-97.0,-43.0,80.0,-48.0,
258272,-97.0,-43.0,81.0,-48.0,
258313,-97.0,-43.0,81.0,-48.0,
258332,-97.0,-43.0,82.0,-48.0,
258370,-97.0,-43.0,82.0,-48.0,
258388,-97.0,-43.0,83.0,-48.0,
258432,-97.0,-43.0,83.0,-48.0,
258447,-97.0,-43.0,84.0,-48.0,
258489,-97.0,-43.0,84.0,-48.0,
258508,-97.0,-43.0,85.0,-48.0,
258516,-97.0,-43.0,85.0,-48.0,
258536,-97.0,-43.0,86.0,-48.0,
258579,-97.0,-43.0,86.0,-48.0,
258594,-97.0,-43.0,87.0,-48.0,
258612,-97.0,-43.0,87.0,-48.0,
258630,-97.0,-43.0,88.0,-48.0,
258673,-97.0,-43.0,88.0,-48.0,
258688,-97.0,-43.0,89.0,-48.0,
258729,-97.0,-43.0,89.0,-48.0,
258745,-97.0,-43.0,90.0,-48.0,
258756,-97.0,-43.0,90.0,-48.0,
258780,-97.0,-43.0,91.0,-48.0,
258822,-97.0,-43.0,91.0,-48.0,
258839,-97.0,-43.0,92.0,-48.0,
258877,-97.0,-43.0,92.0,-48.0,
258892,-97.0,-43.0,93.0,-48.0,
258893,-97.0,-43.0,,-48.0,
264650,-97.0,-43.0,,-48.0,
264651,-97.0,-43.0,,-48.0,-100.0
264672,-97.0,-43.0,,-48.0,-99.0
264730,-97.0,-43.0,,-48.0,-98.0
264782,-97.0,-43.0,,-48.0,-97.0
264812,-97.0,-43.0,,-48.0,-96.0
264836,-97.0,-43.0,,-48.0,-96.0
264853,-97.0,-43.0,,-48.0,-95.0
264904,-97.0,-43.0,,-48.0,-95.0
264918,-97.0,-43.0,,-48.0,-94.0
264940,-97.0,-43.0,,-48.0,-94.0
264958,-97.0,-43.0,,-48.0,-93.0
265051,-97.0,-43.0,,-48.0,-92.0
265070,-97.0,-43.0,,-48.0,-91.0
265089,-97.0,-43.0,,-48.0,-90.0
265171,-97.0,-43.0,,-48.0,-90.0
265219,-97.0,-43.0,,-48.0,-89.0
265262,-97.0,-43.0,,-48.0,-89.0
265345,-97.0,-43.0,,-48.0,-88.0
265389,-97.0,-43.0,,-48.0,-88.0
265469,-97.0,-43.0,,-48.0,-87.0
265496,-97.0,-43.0,,-48.0,-87.0
265508,-97.0,-43.0,,-48.0,-86.0
265604,-97.0,-43.0,,-48.0,-85.0
265630,-97.0,-43.0,,-48.0,-84.0
265669,-97.0,-43.0,,-48.0,-83.0
265689,-97.0,-43.0,,-48.0,-83.0
265720,-97.0,-43.0,,-48.0,-82.0
265757,-97.0,-43.0,,-48.0,-82.0
265787,-97.0,-43.0,,-48.0,-81.0
265808,-97.0,-43.0,,-48.0,-81.0
265838,-97.0,-43.0,,-48.0,-80.0
265873,-97.0,-43.0,,-48.0,-79.0
265891,-97.0,-43.0,,-48.0,-79.0
265925,-97.0,-43.0,,-48.0,-78.0
265955,-97.0,-43.0,,-48.0,-77.0
266008,-97.0,-43.0,,-48.0,-76.0
266039,-97.0,-43.0,,-48.0,-76.0
266069,-97.0,-43.0,,-48.0,-75.0
266167,-97.0,-43.0,,-48.0,-74.0
266188,-97.0,-43.0,,-48.0,-73.0
266252,-97.0,-43.0,,-48.0,-73.0
266288,-97.0,-43.0,,-48.0,-71.0
266370,-97.0,-43.0,,-48.0,-70.0
266389,-97.0,-43.0,,-48.0,-70.0
266405,-97.0,-43.0,,-48.0,-69.0
267056,-97.0,-43.0,,-48.0,-69.0
267075,-97.0,-43.0,,-48.0,-70.0
267107,-97.0,-43.0,,-48.0,-71.0
267142,-97.0,-43.0,,-48.0,-72.0
267291,-97.0,-43.0,,-48.0,-72.0
267337,-97.0,-43.0,,-48.0,-73.0
267425,-97.0,-43.0,,-48.0,-75.0
267441,-97.0,-43.0,,-48.0,-76.0
267472,-97.0,-43.0,,-48.0,-77.0
267545,-97.0,-43.0,,-48.0,-78.0
267567,-97.0,-43.0,,-48.0,-79.0
267638,-97.0,-43.0,,-48.0,-80.0
267655,-97.0,-43.0,,-48.0,-81.0
267689,-97.0,-43.0,,-48.0,-82.0
267758,-97.0,-43.0,,-48.0,-83.0
267779,-97.0,-43.0,,-48.0,-83.0
267807,-97.0,-43.0,,-48.0,-84.0
267840,-97.0,-43.0,,-48.0,-84.0
267897,-97.0,-43.0,,-48.0,-85.0
267934,-97.0,-43.0,,-48.0,-86.0
267952,-97.0,-43.0,,-48.0,-86.0
268023,-97.0,-43.0,,-48.0,-87.0
268049,-97.0,-43.0,,-48.0,-87.0
268106,-97.0,-43.0,,-48.0,-88.0
268195,-97.0,-43.0,,-48.0,-89.0
268225,-97.0,-43.0,,-48.0,-89.0
268253,-97.0,-43.0,,-48.0,-90.0
268279,-97.0,-43.0,,-48.0,-90.0
268294,-97.0,-43.0,,-48.0,-91.0
268319,-97.0,-43.0,,-48.0,-92.0
268340,-97.0,-43.0,,-48.0,-92.0
268356,-97.0,-43.0,,-48.0,-93.0
268380,-97.0,-43.0,,-48.0,-93.0
268401,-97.0,-43.0,,-48.0,-94.0
268484,-97.0,-43.0,,-48.0,-94.0
268549,-97.0,-43.0,,-48.0,-95.0
268580,-97.0,-43.0,,-48.0,-95.0
268657,-97.0,-43.0,,-48.0,-96.0
268684,-97.0,-43.0,,-48.0,-96.0
268766,-97.0,-43.0,,-48.0,-97.0
268803,-97.0,-43.0,,-48.0,-98.0
268885,-97.0,-43.0,,-48.0,-99.0
268966,-97.0,-43.0,,-48.0,-100.0
277321,-97.0,-43.0,,-48.0,-100.0
277322,-97.0,-43.0,100.0,-48.0,-100.0
277341,-97.0,-43.0,99.0,-48.0,-100.0
277405,-97.0,-43.0,99.0,-48.0,-100.0
277416,-97.0,-43.0,98.0,-48.0,-100.0
277452,-97.0,-43.0,98.0,-48.0,-100.0
277474,-97.0,-43.0,97.0,-48.0,-100.0
277499,-97.0,-43.0,97.0,-48.0,-100.0
277514,-97.0,-43.0,96.0,-48.0,-100.0
277579,-97.0,-43.0,96.0,-48.0,-100.0
277591,-97.0,-43.0,95.0,-48.0,-100.0
277629,-97.0,-43.0,95.0,-48.0,-100.0
277645,-97.0,-43.0,94.0,-48.0,-100.0
277675,-97.0,-43.0,94.0,-48.0,-100.0
277688,-97.0,-43.0,93.0,-48.0,-100.0
277723,-97.0,-43.0,93.0,-48.0,-100.0
277737,-97.0,-43.0,92.0,-48.0,-100.0
277775,-97.0,-43.0,92.0,-48.0,-100.0
277786,-97.0,-43.0,91.0,-48.0,-100.0
277825,-97.0,-43.0,91.0,-48.0,-100.0
277837,-97.0,-43.0,90.0,-48.0,-100.0
277848,-97.0,-43.0,90.0,-48.0,-100.0
277871,-97.0,-43.0,89.0,-48.0,-100.0
277881,-97.0,-43.0,89.0,-48.0,-100.0
277901,-97.0,-43.0,88.0,-48.0,-100.0
277933,-97.0,-43.0,88.0,-48.0,-100.0
277956,-97.0,-43.0,87.0,-48.0,-100.0
277997,-97.0,-43.0,87.0,-48.0,-100.0
278012,-97.0,-43.0,86.0,-48.0,-100.0
278045,-97.0,-43.0,86.0,-48.0,-100.0
278065,-97.0,-43.0,85.0,-48.0,-100.0
278104,-97.0,-43.0,85.0,-48.0,-100.0
278115,-97.0,-43.0,84.0,-48.0,-100.0
278153,-97.0,-43.0,84.0,-48.0,-100.0
278166,-97.0,-43.0,83.0,-48.0,-100.0
278203,-97.0,-43.0,83.0,-48.0,-100.0
278215,-97.0,-43.0,82.0,-48.0,-100.0
278254,-97.0,-43.0,82.0,-48.0,-100.0
278266,-97.0,-43.0,81.0,-48.0,-100.0
278303,-97.0,-43.0,81.0,-48.0,-100.0
278316,-97.0,-43.0,80.0,-48.0,-100.0
278349,-97.0,-43.0,80.0,-48.0,-100.0
278370,-97.0,-43.0,79.0,-48.0,-100.0
278382,-97.0,-43.0,79.0,-48.0,-100.0
278405,-97.0,-43.0,78.0,-48.0,-100.0
278449,-97.0,-43.0,78.0,-48.0,-100.0
278478,-97.0,-43.0,77.0,-48.0,-100.0
278488,-97.0,-43.0,77.0,-48.0,-100.0
278524,-97.0,-43.0,76.0,-48.0,-100.0
278532,-97.0,-43.0,76.0,-48.0,-100.0
278559,-97.0,-43.0,75.0,-48.0,-100.0
278578,-97.0,-43.0,75.0,-48.0,-100.0
278604,-97.0,-43.0,74.0,-48.0,-100.0
278633,-97.0,-43.0,74.0,-48.0,-100.0
278648,-97.0,-43.0,73.0,-48.0,-100.0
278657,-97.0,-43.0,73.0,-48.0,-100.0
278675,-97.0,-43.0,72.0,-48.0,-100.0
278716,-97.0,-43.0,72.0,-48.0,-100.0
278733,-97.0,-43.0,71.0,-48.0,-100.0
278769,-97.0,-43.0,71.0,-48.0,-100.0
278788,-97.0,-43.0,70.0,-48.0,-100.0
278829,-97.0,-43.0,70.0,-48.0,-100.0
278853,-97.0,-43.0,69.0,-48.0,-100.0
278890,-97.0,-43.0,69.0,-48.0,-100.0
278911,-97.0,-43.0,68.0,-48.0,-100.0
278954,-97.0,-43.0,68.0,-48.0,-100.0
278965,-97.0,-43.0,67.0,-48.0,-100.0
279003,-97.0,-43.0,67.0,-48.0,-100.0
279018,-97.0,-43.0,66.0,-48.0,-100.0
279027,-97.0,-43.0,66.0,-48.0,-100.0
279047,-97.0,-43.0,65.0,-48.0,-100.0
279083,-97.0,-43.0,65.0,-48.0,-100.0
279095,-97.0,-43.0,64.0,-48.0,-100.0
279107,-97.0,-43.0,64.0,-48.0,-100.0
279124,-97.0,-43.0,63.0,-48.0,-100.0
279157,-97.0,-43.0,63.0,-48.0,-100.0
279181,-97.0,-43.0,62.0,-48.0,-100.0
279215,-97.0,-43.0,62.0,-48.0,-100.0
279238,-97.0,-43.0,61.0,-48.0,-100.0
279273,-97.0,-43.0,61.0,-48.0,-100.0
279296,-97.0,-43.0,60.0,-48.0,-100.0
279312,-97.0,-43.0,60.0,-48.0,-100.0
279337,-97.0,-43.0,59.0,-48.0,-100.0
279347,-97.0,-43.0,59.0,-48.0,-100.0
279372,-97.0,-43.0,58.0,-48.0,-100.0
279411,-97.0,-43.0,58.0,-48.0,-100.0
279428,-97.0,-43.0,57.0,-48.0,-100.0
279441,-97.0,-43.0,57.0,-48.0,-100.0
279462,-97.0,-43.0,56.0,-48.0,-100.0
279501,-97.0,-43.0,56.0,-48.0,-100.0
279522,-97.0,-43.0,55.0,-48.0,-100.0
279554,-97.0,-43.0,55.0,-48.0,-100.0
279572,-97.0,-43.0,54.0,-48.0,-100.0
279611,-97.0,-43.0,54.0,-48.0,-100.0
279626,-97.0,-43.0,53.0,-48.0,-100.0
279661,-97.0,-43.0,53.0,-48.0,-100.0
279681,-97.0,-43.0,52.0,-48.0,-100.0
279727,-97.0,-43.0,52.0,-48.0,-100.0
279750,-97.0,-43.0,51.0,-48.0,-100.0
279786,-97.0,-43.0,51.0,-48.0,-100.0
279799,-97.0,-43.0,50.0,-48.0,-100.0
279835,-97.0,-43.0,50.0,-48.0,-100.0
279859,-97.0,-43.0,49.0,-48.0,-100.0
279866,-97.0,-43.0,49.0,-48.0,-100.0
279886,-97.0,-43.0,48.0,-48.0,-100.0
279926,-97.0,-43.0,48.0,-48.0,-100.0
279959,-97.0,-43.0,47.0,-48.0,-100.0
280011,-97.0,-43.0,47.0,-48.0,-100.0
280042,-97.0,-43.0,46.0,-48.0,-100.0
280080,-97.0,-43.0,46.0,-48.0,-100.0
280112,-97.0,-43.0,45.0,-48.0,-100.0
280166,-97.0,-43.0,45.0,-48.0,-100.0
280186,-97.0,-43.0,44.0,-48.0,-100.0
280226,-97.0,-43.0,44.0,-48.0,-100.0
280242,-97.0,-43.0,43.0,-48.0,-100.0
280288,-97.0,-43.0,43.0,-48.0,-100.0
280303,-97.0,-43.0,42.0,-48.0,-100.0
280337,-97.0,-43.0,42.0,-48.0,-100.0
280353,-97.0,-43.0,41.0,-48.0,-100.0
280387,-97.0,-43.0,41.0,-48.0,-100.0
280408,-97.0,-43.0,40.0,-48.0,-100.0
280419,-97.0,-43.0,40.0,-48.0,-100.0
280440,-97.0,-43.0,39.0,-48.0,-100.0
280475,-97.0,-43.0,39.0,-48.0,-100.0
280501,-97.0,-43.0,38.0,-48.0,-100.0
280549,-97.0,-43.0,38.0,-48.0,-100.0
280577,-97.0,-43.0,37.0,-48.0,-100.0
280590,-97.0,-43.0,37.0,-48.0,-100.0
280615,-97.0,-43.0,36.0,-48.0,-100.0
280657,-97.0,-43.0,36.0,-48.0,-100.0
280669,-97.0,-43.0,35.0,-48.0,-100.0
280707,-97.0,-43.0,35.0,-48.0,-100.0
280719,-97.0,-43.0,34.0,-48.0,-100.0
280758,-97.0,-43.0,34.0,-48.0,-100.0
280784,-97.0,-43.0,33.0,-48.0,-100.0
280827,-97.0,-43.0,33.0,-48.0,-100.0
280853,-97.0,-43.0,32.0,-48.0,-100.0
280888,-97.0,-43.0,32.0,-48.0,-100.0
280911,-97.0,-43.0,31.0,-48.0,-100.0
280965,-97.0,-43.0,31.0,-48.0,-100.0
280994,-97.0,-43.0,30.0,-48.0,-100.0
281032,-97.0,-43.0,30.0,-48.0,-100.0
281047,-97.0,-43.0,29.0,-48.0,-100.0
281061,-97.0,-43.0,29.0,-48.0,-100.0
281079,-97.0,-43.0,28.0,-48.0,-100.0
281115,-97.0,-43.0,28.0,-48.0,-100.0
281131,-97.0,-43.0,27.0,-48.0,-100.0
281168,-97.0,-43.0,27.0,-48.0,-100.0
281181,-97.0,-43.0,26.0,-48.0,-100.0
281191,-97.0,-43.0,26.0,-48.0,-100.0
281208,-97.0,-43.0,25.0,-48.0,-100.0
281252,-97.0,-43.0,25.0,-48.0,-100.0
281278,-97.0,-43.0,24.0,-48.0,-100.0
281351,-97.0,-43.0,24.0,-48.0,-100.0
281370,-97.0,-43.0,23.0,-48.0,-100.0
281411,-97.0,-43.0,23.0,-48.0,-100.0
281428,-97.0,-43.0,22.0,-48.0,-100.0
281464,-97.0,-43.0,22.0,-48.0,-100.0
281477,-97.0,-43.0,21.0,-48.0,-100.0
281488,-97.0,-43.0,21.0,-48.0,-100.0
281514,-97.0,-43.0,20.0,-48.0,-100.0
281561,-97.0,-43.0,20.0,-48.0,-100.0
281579,-97.0,-43.0,19.0,-48.0,-100.0
281609,-97.0,-43.0,19.0,-48.0,-100.0
281632,-97.0,-43.0,18.0,-48.0,-100.0
281642,-97.0,-43.0,18.0,-48.0,-100.0
281670,-97.0,-43.0,17.0,-48.0,-100.0
281719,-97.0,-43.0,17.0,-48.0,-100.0
281751,-97.0,-43.0,16.0,-48.0,-100.0
281763,-97.0,-43.0,16.0,-48.0,-100.0
281788,-97.0,-43.0,15.0,-48.0,-100.0
281828,-97.0,-43.0,15.0,-48.0,-100.0
281841,-97.0,-43.0,14.0,-48.0,-100.0
281878,-97.0,-43.0,14.0,-48.0,-100.0
281895,-97.0,-43.0,13.0,-48.0,-100.0
281932,-97.0,-43.0,13.0,-48.0,-100.0
281946,-97.0,-43.0,12.0,-48.0,-100.0
281970,-97.0,-43.0,12.0,-48.0,-100.0
281996,-97.0,-43.0,11.0,-48.0,-100.0
282041,-97.0,-43.0,11.0,-48.0,-100.0
282079,-97.0,-43.0,10.0,-48.0,-100.0
282096,-97.0,-43.0,10.0,-48.0,-100.0
282134,-97.0,-43.0,9.0,-48.0,-100.0
282180,-97.0,-43.0,9.0,-48.0,-100.0
282195,-97.0,-43.0,8.0,-48.0,-100.0
282232,-97.0,-43.0,8.0,-48.0,-100.0
282247,-97.0,-43.0,6.0,-48.0,-100.0
282285,-97.0,-43.0,6.0,-48.0,-100.0
282299,-97.0,-43.0,5.0,-48.0,-100.0
282309,-97.0,-43.0,5.0,-48.0,-100.0
282334,-97.0,-43.0,4.0,-48.0,-100.0
282371,-97.0,-43.0,4.0,-48.0,-100.0
282387,-97.0,-43.0,3.0,-48.0,-100.0
282429,-97.0,-43.0,3.0,-48.0,-100.0
282445,-97.0,-43.0,2.0,-48.0,-100.0
282481,-97.0,-43.0,2.0,-48.0,-100.0
282512,-97.0,-43.0,1.0,-48.0,-100.0
282567,-97.0,-43.0,1.0,-48.0,-100.0
282584,-97.0,-43.0,0.0,-48.0,-100.0
282620,-97.0,-43.0,0.0,-48.0,-100.0
282634,-97.0,-43.0,-1.0,-48.0,-100.0
282645,-97.0,-43.0,-1.0,-48.0,-100.0
282669,-97.0,-43.0,-2.0,-48.0,-100.0
282704,-97.0,-43.0,-2.0,-48.0,-100.0
282717,-97.0,-43.0,-3.0,-48.0,-100.0
282755,-97.0,-43.0,-3.0,-48.0,-100.0
282769,-97.0,-43.0,-4.0,-48.0,-100.0
282805,-97.0,-43.0,-4.0,-48.0,-100.0
282825,-97.0,-43.0,-5.0,-48.0,-100.0
282848,-97.0,-43.0,-5.0,-48.0,-100.0
282872,-97.0,-43.0,-6.0,-48.0,-100.0
282920,-97.0,-43.0,-6.0,-48.0,-100.0
282958,-97.0,-43.0,-7.0,-48.0,-100.0
282969,-97.0,-43.0,-7.0,-48.0,-100.0
283003,-97.0,-43.0,-8.0,-48.0,-100.0
283042,-97.0,-43.0,-8.0,-48.0,-100.0
283056,-97.0,-43.0,-9.0,-48.0,-100.0
283094,-97.0,-43.0,-9.0,-48.0,-100.0
283108,-97.0,-43.0,-10.0,-48.0,-100.0
283148,-97.0,-43.0,-10.0,-48.0,-100.0
283171,-97.0,-43.0,-11.0,-48.0,-100.0
283181,-97.0,-43.0,-11.0,-48.0,-100.0
283202,-97.0,-43.0,-12.0,-48.0,-100.0
283249,-97.0,-43.0,-12.0,-48.0,-100.0
283275,-97.0,-43.0,-13.0,-48.0,-100.0
283290,-97.0,-43.0,-13.0,-48.0,-100.0
283317,-97.0,-43.0,-14.0,-48.0,-100.0
283334,-97.0,-43.0,-14.0,-48.0,-100.0
283357,-97.0,-43.0,-15.0,-48.0,-100.0
283426,-97.0,-43.0,-15.0,-48.0,-100.0
283446,-97.0,-43.0,-16.0,-48.0,-100.0
283518,-97.0,-43.0,-16.0,-48.0,-100.0
283531,-97.0,-43.0,-17.0,-48.0,-100.0
283571,-97.0,-43.0,-17.0,-48.0,-100.0
283589,-97.0,-43.0,-18.0,-48.0,-100.0
283627,-97.0,-43.0,-18.0,-48.0,-100.0
283647,-97.0,-43.0,-19.0,-48.0,-100.0
283694,-97.0,-43.0,-19.0,-48.0,-100.0
283717,-97.0,-43.0,-20.0,-48.0,-100.0
283757,-97.0,-43.0,-20.0,-48.0,-100.0
283778,-97.0,-43.0,-21.0,-48.0,-100.0
283815,-97.0,-43.0,-21.0,-48.0,-100.0
283828,-97.0,-43.0,-22.0,-48.0,-100.0
283874,-97.0,-43.0,-22.0,-48.0,-100.0
283890,-97.0,-43.0,-23.0,-48.0,-100.0
283927,-97.0,-43.0,-23.0,-48.0,-100.0
283944,-97.0,-43.0,-24.0,-48.0,-100.0
284020,-97.0,-43.0,-24.0,-48.0,-100.0
284046,-97.0,-43.0,-25.0,-48.0,-100.0
284061,-97.0,-43.0,-25.0,-48.0,-100.0
284084,-97.0,-43.0,-26.0,-48.0,-100.0
284130,-97.0,-43.0,-26.0,-48.0,-100.0
284152,-97.0,-43.0,-27.0,-48.0,-100.0
284169,-97.0,-43.0,-27.0,-48.0,-100.0
284193,-97.0,-43.0,-28.0,-48.0,-100.0
284203,-97.0,-43.0,-28.0,-48.0,-100.0
284238,-97.0,-43.0,-29.0,-48.0,-100.0
284253,-97.0,-43.0,-29.0,-48.0,-100.0
284279,-97.0,-43.0,-30.0,-48.0,-100.0
284323,-97.0,-43.0,-30.0,-48.0,-100.0
284337,-97.0,-43.0,-31.0,-48.0,-100.0
284383,-97.0,-43.0,-31.0,-48.0,-100.0
284407,-97.0,-43.0,-32.0,-48.0,-100.0
284455,-97.0,-43.0,-32.0,-48.0,-100.0
284476,-97.0,-43.0,-33.0,-48.0,-100.0
284518,-97.0,-43.0,-33.0,-48.0,-100.0
284536,-97.0,-43.0,-34.0,-48.0,-100.0
284579,-97.0,-43.0,-34.0,-48.0,-100.0
284598,-97.0,-43.0,-35.0,-48.0,-100.0
284608,-97.0,-43.0,-35.0,-48.0,-100.0
284633,-97.0,-43.0,-36.0,-48.0,-100.0
284668,-97.0,-43.0,-36.0,-48.0,-100.0
284679,-97.0,-43.0,-37.0,-48.0,-100.0
284720,-97.0,-43.0,-37.0,-48.0,-100.0
284743,-97.0,-43.0,-38.0,-48.0,-100.0
284784,-97.0,-43.0,-38.0,-48.0,-100.0
284808,-97.0,-43.0,-39.0,-48.0,-100.0
284819,-97.0,-43.0,-39.0,-48.0,-100.0
284846,-97.0,-43.0,-40.0,-48.0,-100.0
284882,-97.0,-43.0,-40.0,-48.0,-100.0
284906,-97.0,-43.0,-41.0,-48.0,-100.0
284942,-97.0,-43.0,-41.0,-48.0,-100.0
284968,-97.0,-43.0,-42.0,-48.0,-100.0
285004,-97.0,-43.0,-42.0,-48.0,-100.0
285024,-97.0,-43.0,-43.0,-48.0,-100.0
285041,-97.0,-43.0,-43.0,-48.0,-100.0
285063,-97.0,-43.0,-44.0,-48.0,-100.0
285109,-97.0,-43.0,-44.0,-48.0,-100.0
285126,-97.0,-43.0,-45.0,-48.0,-100.0
285139,-97.0,-43.0,-45.0,-48.0,-100.0
285162,-97.0,-43.0,-46.0,-48.0,-100.0
285207,-97.0,-43.0,-46.0,-48.0,-100.0
285230,-97.0,-43.0,-47.0,-48.0,-100.0
285240,-97.0,-43.0,-47.0,-48.0,-100.0
285264,-97.0,-43.0,-48.0,-48.0,-100.0
285306,-97.0,-43.0,-48.0,-48.0,-100.0
285329,-97.0,-43.0,-49.0,-48.0,-100.0
285364,-97.0,-43.0,-49.0,-48.0,-100.0
285381,-97.0,-43.0,-50.0,-48.0,-100.0
285420,-97.0,-43.0,-50.0,-48.0,-100.0
285441,-97.0,-43.0,-51.0,-48.0,-100.0
285451,-97.0,-43.0,-51.0,-48.0,-100.0
285476,-97.0,-43.0,-52.0,-48.0,-100.0
285514,-97.0,-43.0,-52.0,-48.0,-100.0
285534,-97.0,-43.0,-53.0,-48.0,-100.0
285574,-97.0,-43.0,-53.0,-48.0,-100.0
285597,-97.0,-43.0,-54.0,-48.0,-100.0
285637,-97.0,-43.0,-54.0,-48.0,-100.0
285658,-97.0,-43.0,-55.0,-48.0,-100.0
285698,-97.0,-43.0,-55.0,-48.0,-100.0
285716,-97.0,-43.0,-56.0,-48.0,-100.0
285755,-97.0,-43.0,-56.0,-48.0,-100.0
285773,-97.0,-43.0,-57.0,-48.0,-100.0
285783,-97.0,-43.0,-57.0,-48.0,-100.0
285808,-97.0,-43.0,-58.0,-48.0,-100.0
285816,-97.0,-43.0,-58.0,-48.0,-100.0
285838,-97.0,-43.0,-59.0,-48.0,-100.0
285878,-97.0,-43.0,-59.0,-48.0,-100.0
285894,-97.0,-43.0,-60.0,-48.0,-100.0
285904,-97.0,-43.0,-60.0,-48.0,-100.0
285929,-97.0,-43.0,-61.0,-48.0,-100.0
285972,-97.0,-43.0,-61.0,-48.0,-100.0
286011,-97.0,-43.0,-62.0,-48.0,-100.0
286052,-97.0,-43.0,-62.0,-48.0,-100.0
286084,-97.0,-43.0,-63.0,-48.0,-100.0
286104,-97.0,-43.0,-63.0,-48.0,-100.0
286148,-97.0,-43.0,-64.0,-48.0,-100.0
286189,-97.0,-43.0,-64.0,-48.0,-100.0
286204,-97.0,-43.0,-66.0,-48.0,-100.0
286243,-97.0,-43.0,-66.0,-48.0,-100.0
286262,-97.0,-43.0,-67.0,-48.0,-100.0
286300,-97.0,-43.0,-67.0,-48.0,-100.0
286316,-97.0,-43.0,-68.0,-48.0,-100.0
286357,-97.0,-43.0,-68.0,-48.0,-100.0
286391,-97.0,-43.0,-69.0,-48.0,-100.0
286403,-97.0,-43.0,-69.0,-48.0,-100.0
286429,-97.0,-43.0,-70.0,-48.0,-100.0
286441,-97.0,-43.0,-70.0,-48.0,-100.0
286468,-97.0,-43.0,-71.0,-48.0,-100.0
286505,-97.0,-43.0,-71.0,-48.0,-100.0
286522,-97.0,-43.0,-72.0,-48.0,-100.0
286559,-97.0,-43.0,-72.0,-48.0,-100.0
286574,-97.0,-43.0,-73.0,-48.0,-100.0
286624,-97.0,-43.0,-73.0,-48.0,-100.0
286635,-97.0,-43.0,-74.0,-48.0,-100.0
286677,-97.0,-43.0,-74.0,-48.0,-100.0
286697,-97.0,-43.0,-75.0,-48.0,-100.0
286719,-97.0,-43.0,-75.0,-48.0,-100.0
286749,-97.0,-43.0,-76.0,-48.0,-100.0
286793,-97.0,-43.0,-76.0,-48.0,-100.0
286815,-97.0,-43.0,-77.0,-48.0,-100.0
286858,-97.0,-43.0,-77.0,-48.0,-100.0
286880,-97.0,-43.0,-78.0,-48.0,-100.0
286892,-97.0,-43.0,-78.0,-48.0,-100.0
286913,-97.0,-43.0,-79.0,-48.0,-100.0
286952,-97.0,-43.0,-79.0,-48.0,-100.0
286972,-97.0,-43.0,-80.0,-48.0,-100.0
287008,-97.0,-43.0,-80.0,-48.0,-100.0
287019,-97.0,-43.0,-81.0,-48.0,-100.0
287064,-97.0,-43.0,-81.0,-48.0,-100.0
287085,-97.0,-43.0,-82.0,-48.0,-100.0
287129,-97.0,-43.0,-82.0,-48.0,-100.0
287147,-97.0,-43.0,-83.0,-48.0,-100.0
287193,-97.0,-43.0,-83.0,-48.0,-100.0
287208,-97.0,-43.0,-84.0,-48.0,-100.0
287220,-97.0,-43.0,-84.0,-48.0,-100.0
287248,-97.0,-43.0,-85.0,-48.0,-100.0
287290,-97.0,-43.0,-85.0,-48.0,-100.0
287310,-97.0,-43.0,-86.0,-48.0,-100.0
287352,-97.0,-43.0,-86.0,-48.0,-100.0
287369,-97.0,-43.0,-87.0,-48.0,-100.0
287409,-97.0,-43.0,-87.0,-48.0,-100.0
287423,-97.0,-43.0,-88.0,-48.0,-100.0
287436,-97.0,-43.0,-88.0,-48.0,-100.0
287467,-97.0,-43.0,-89.0,-48.0,-100.0
287478,-97.0,-43.0,-89.0,-48.0,-100.0
287524,-97.0,-43.0,-90.0,-48.0,-100.0
287556,-97.0,-43.0,-90.0,-48.0,-100.0
287587,-97.0,-43.0,-91.0,-48.0,-100.0
287645,-97.0,-43.0,-91.0,-48.0,-100.0
287683,-97.0,-43.0,-92.0,-48.0,-100.0
287702,-97.0,-43.0,-92.0,-48.0,-100.0
287725,-97.0,-43.0,-93.0,-48.0,-100.0
287755,-97.0,-43.0,-93.0,-48.0,-100.0
287775,-97.0,-43.0,-94.0,-48.0,-100.0
287816,-97.0,-43.0,-94.0,-48.0,-100.0
287834,-97.0,-43.0,-95.0,-48.0,-100.0
287869,-97.0,-43.0,-95.0,-48.0,-100.0
287888,-97.0,-43.0,-96.0,-48.0,-100.0
287920,-97.0,-43.0,-96.0,-48.0,-100.0
287938,-97.0,-43.0,-97.0,-48.0,-100.0
287978,-97.0,-43.0,-97.0,-48.0,-100.0
288001,-97.0,-43.0,-98.0,-48.0,-100.0
296667,-97.0,-43.0,-98.0,-48.0,-100.0
296682,-97.0,-43.0,-98.0,-48.0,-100.0
296692,-97.0,-43.0,-98.0,-48.0,-100.0
