,nan_x,nan_y,ASPRULQHB8B1F,AQP4PHYDXRBPI
630966,-100.0,-100.0,-100.0,-100.0
630978,-100.0,-100.0,-100.0,-100.0
630986,-100.0,-100.0,-100.0,-100.0
631006,-100.0,-100.0,-100.0,-100.0
631042,-100.0,-100.0,-100.0,-100.0
631058,-100.0,-100.0,-100.0,-100.0
631072,-100.0,-100.0,-100.0,-100.0
631088,-100.0,-100.0,-100.0,-100.0
631097,-100.0,-100.0,-100.0,-100.0
631101,-100.0,-100.0,-100.0,-100.0
631106,-100.0,-100.0,-100.0,-100.0
631111,-100.0,-100.0,-100.0,-100.0
631116,-100.0,-100.0,-100.0,-100.0
631128,-100.0,-100.0,-100.0,-100.0
631146,-100.0,-100.0,-100.0,-100.0
631170,-100.0,-100.0,-100.0,-100.0
631188,-100.0,-100.0,-100.0,-100.0
631211,-100.0,-100.0,-100.0,-100.0
631243,-100.0,-100.0,-100.0,-100.0
631260,-100.0,-100.0,-100.0,-100.0
631357,-100.0,-100.0,-100.0,-100.0
631393,-100.0,-100.0,-100.0,-100.0
631412,-100.0,-100.0,-100.0,-100.0
631437,-100.0,-100.0,-100.0,-100.0
631455,-100.0,-100.0,-100.0,-100.0
631509,-100.0,-100.0,-100.0,-100.0
631565,-100.0,-100.0,-100.0,-100.0
631597,-100.0,-100.0,-100.0,-100.0
631612,-100.0,-100.0,-100.0,-100.0
631632,-100.0,-100.0,-100.0,-100.0
631659,-100.0,-100.0,-100.0,-100.0
631661,-100.0,-100.0,-100.0,-100.0
631689,-100.0,-100.0,-100.0,-100.0
631698,-100.0,-100.0,-100.0,-100.0
631701,-100.0,-100.0,-100.0,-100.0
631711,-100.0,-100.0,-100.0,-100.0
631722,-100.0,-100.0,-100.0,-100.0
631731,-100.0,-100.0,-100.0,-100.0
631754,-100.0,-100.0,-100.0,-100.0
631778,-100.0,-100.0,-100.0,-100.0
631793,-100.0,-100.0,-100.0,-100.0
631849,-100.0,-100.0,-100.0,-100.0
631934,-100.0,-100.0,-100.0,-100.0
631961,-100.0,-100.0,-100.0,-100.0
632027,-100.0,-100.0,-100.0,-100.0
632054,-100.0,-100.0,-100.0,-100.0
632101,-100.0,-100.0,-100.0,-100.0
632116,-100.0,-100.0,-100.0,-100.0
632220,-100.0,-100.0,-100.0,-100.0
632240,-100.0,-100.0,-100.0,-100.0
632268,-100.0,-100.0,-100.0,-100.0
632280,-100.0,-100.0,-100.0,-100.0
632326,-100.0,-100.0,-100.0,-100.0
632358,-100.0,-100.0,-100.0,-100.0
632463,-100.0,-100.0,-100.0,-100.0
632474,-100.0,-100.0,-100.0,-100.0
632493,-100.0,-100.0,-100.0,-100.0
632528,-100.0,-100.0,-100.0,-100.0
632653,-100.0,-100.0,-100.0,-100.0
632662,-100.0,-100.0,-100.0,-100.0
632671,-100.0,-100.0,-100.0,-100.0
632700,-100.0,-100.0,-100.0,-100.0
632740,-100.0,-100.0,-100.0,-100.0
632760,-100.0,-100.0,-100.0,-100.0
632767,-100.0,-100.0,-100.0,-100.0
632829,-100.0,-100.0,-100.0,-100.0
632836,-100.0,-100.0,-100.0,-100.0
632866,-100.0,-100.0,-100.0,-100.0
632887,-100.0,-100.0,-100.0,-100.0
632892,-100.0,-100.0,-100.0,-100.0
632896,-100.0,-100.0,-100.0,-100.0
632957,-100.0,-100.0,-100.0,-100.0
632965,-100.0,-100.0,-100.0,-100.0
633009,-100.0,-100.0,-100.0,-100.0
633011,-100.0,-100.0,-100.0,-100.0
633032,-100.0,-100.0,-100.0,-100.0
633056,-100.0,-100.0,-100.0,-100.0
633058,-100.0,-100.0,-100.0,-100.0
633064,-100.0,-100.0,-100.0,-100.0
633075,-100.0,-100.0,-100.0,-100.0
633098,-100.0,-100.0,-100.0,-100.0
633109,-100.0,-100.0,-100.0,-100.0
633111,-100.0,-100.0,-100.0,-100.0
633148,-100.0,-100.0,-100.0,-100.0
633158,-100.0,-100.0,-100.0,-100.0
633179,-100.0,-100.0,-100.0,-100.0
633201,-100.0,-100.0,-100.0,-100.0
633206,-100.0,-100.0,-100.0,-100.0
633218,-100.0,-100.0,-100.0,-100.0
633231,-100.0,-100.0,-100.0,-100.0
633282,-100.0,-100.0,-100.0,-100.0
633306,-100.0,-100.0,-100.0,-100.0
633341,-100.0,-100.0,-100.0,-100.0
633342,-100.0,-100.0,-100.0,-100.0
633366,-100.0,-100.0,-100.0,-100.0
633369,-100.0,-100.0,-100.0,-100.0
633382,-100.0,-100.0,-100.0,-100.0
633392,-100.0,-100.0,-100.0,-100.0
633422,-100.0,-100.0,-100.0,-100.0
633427,-100.0,-100.0,-100.0,-100.0
633433,-100.0,-100.0,-100.0,-100.0
633454,-100.0,-100.0,-100.0,-100.0
633456,-100.0,-100.0,-100.0,-100.0
633480,-100.0,-100.0,-100.0,-100.0
633486,-100.0,-100.0,-100.0,-100.0
633509,-100.0,-100.0,-100.0,-100.0
633518,-100.0,-100.0,-100.0,-100.0
633601,-100.0,-100.0,-100.0,-100.0
633612,-100.0,-100.0,-100.0,-100.0
633618,-100.0,-100.0,-100.0,-100.0
633645,-100.0,-100.0,-100.0,-100.0
633684,-100.0,-100.0,-100.0,-100.0
633693,-100.0,-100.0,-100.0,-100.0
633716,-100.0,-100.0,-100.0,-100.0
633746,-100.0,-100.0,-100.0,-100.0
633755,-100.0,-100.0,-100.0,-100.0
633771,-100.0,-100.0,-100.0,-100.0
633789,-100.0,-100.0,-100.0,-100.0
633800,-100.0,-100.0,-100.0,-100.0
633874,-100.0,-100.0,-100.0,-100.0
633881,-100.0,-100.0,-100.0,-100.0
633926,-100.0,-100.0,-100.0,-100.0
633939,-100.0,-100.0,-100.0,-100.0
633950,-100.0,-100.0,-100.0,-100.0
633995,-100.0,-100.0,-100.0,-100.0
634007,-100.0,-100.0,-100.0,-100.0
634065,-100.0,-100.0,-100.0,-100.0
634080,-100.0,-100.0,-100.0,-100.0
634117,-100.0,-100.0,-100.0,-100.0
634130,-100.0,-100.0,-100.0,-100.0
634142,-100.0,-100.0,-100.0,-100.0
634151,-100.0,-100.0,-100.0,-100.0
634161,-100.0,-100.0,-100.0,-100.0
634224,-100.0,-100.0,-100.0,-100.0
634259,-100.0,-100.0,-100.0,-100.0
634269,-100.0,-100.0,-100.0,-100.0
634291,-100.0,-100.0,-100.0,-100.0
634298,-100.0,-100.0,-100.0,-100.0
634318,-100.0,-100.0,-100.0,-100.0
634329,-100.0,-100.0,-100.0,-100.0
634436,-100.0,-100.0,-100.0,-100.0
634452,-100.0,-100.0,-100.0,-100.0
634476,-100.0,-100.0,-100.0,-100.0
634487,-100.0,-100.0,-100.0,-100.0
634515,-100.0,-100.0,-100.0,-100.0
634524,-100.0,-100.0,-100.0,-100.0
634595,-100.0,-100.0,-100.0,-100.0
634608,-100.0,-100.0,-100.0,-100.0
634651,-100.0,-100.0,-100.0,-100.0
634665,-100.0,-100.0,-100.0,-100.0
634694,-100.0,-100.0,-100.0,-100.0
634710,-100.0,-100.0,-100.0,-100.0
634718,-100.0,-100.0,-100.0,-100.0
634739,-100.0,-100.0,-100.0,-100.0
634790,-100.0,-100.0,-100.0,-100.0
634807,-100.0,-100.0,-100.0,-100.0
634836,-100.0,-100.0,-100.0,-100.0
634867,-100.0,-100.0,-100.0,-100.0
634949,-100.0,-100.0,-100.0,-100.0
634985,-100.0,-100.0,-100.0,-100.0
635020,-100.0,-100.0,-100.0,-100.0
635029,-100.0,-100.0,-100.0,-100.0
635088,-100.0,-100.0,-100.0,-100.0
635113,-100.0,-100.0,-100.0,-100.0
635134,-100.0,-100.0,-100.0,-100.0
635167,-100.0,-100.0,-100.0,-100.0
635304,-100.0,-100.0,-100.0,-100.0
635317,-100.0,-100.0,-100.0,-100.0
635410,-100.0,-100.0,-100.0,-100.0
635446,-100.0,-100.0,-100.0,-100.0
635468,-100.0,-100.0,-100.0,-100.0
635502,-100.0,-100.0,-100.0,-100.0
635533,-100.0,-100.0,-100.0,-100.0
635551,-100.0,-100.0,-100.0,-100.0
635571,-100.0,-100.0,-100.0,-100.0
635584,-100.0,-100.0,-100.0,-100.0
635610,-100.0,-100.0,-100.0,-100.0
635649,-100.0,-100.0,-100.0,-100.0
635658,-100.0,-100.0,-100.0,-100.0
635694,-100.0,-100.0,-100.0,-100.0
635713,-100.0,-100.0,-100.0,-100.0
635725,-100.0,-100.0,-100.0,-100.0
635746,-100.0,-100.0,-100.0,-100.0
635750,-100.0,-100.0,-100.0,-100.0
635761,-100.0,-100.0,-100.0,-100.0
635775,-100.0,-100.0,-100.0,-100.0
635776,-100.0,-100.0,-100.0,-100.0
635792,-100.0,-100.0,-100.0,-100.0
635821,-100.0,-100.0,-100.0,-100.0
635853,-100.0,-100.0,-100.0,-100.0
635862,-100.0,-100.0,-100.0,-100.0
635891,-100.0,-100.0,-100.0,-100.0
636090,-100.0,-100.0,-100.0,-100.0
636111,-100.0,-100.0,-100.0,-100.0
636145,-100.0,-100.0,-100.0,-100.0
636180,-100.0,-100.0,-100.0,-100.0
636221,-100.0,-100.0,-100.0,-100.0
636365,-100.0,-100.0,-100.0,-100.0
636679,-100.0,-100.0,-100.0,-100.0
636706,-100.0,-100.0,-100.0,-100.0
637126,-100.0,-100.0,-100.0,-100.0
637223,-100.0,-100.0,-100.0,-100.0
637429,-100.0,-100.0,-100.0,-100.0
637455,-100.0,-100.0,-100.0,-100.0
637462,-100.0,-100.0,-100.0,-100.0
637502,-100.0,-100.0,-100.0,-100.0
637564,-100.0,-100.0,-100.0,-100.0
637661,-100.0,-100.0,-100.0,-100.0
637720,-100.0,-100.0,-100.0,-100.0
637755,-100.0,-100.0,-100.0,-100.0
637794,-100.0,-100.0,-100.0,-100.0
637809,-100.0,-100.0,-100.0,-100.0
637872,-100.0,-100.0,-100.0,-100.0
637901,-100.0,-100.0,-100.0,-100.0
637924,-100.0,-100.0,-100.0,-100.0
637927,-100.0,-100.0,-100.0,-100.0
637957,-100.0,-100.0,-100.0,-100.0
637964,-100.0,-100.0,-100.0,-100.0
637991,-100.0,-100.0,-100.0,-100.0
637996,-100.0,-100.0,-100.0,-100.0
638007,-100.0,-100.0,-100.0,-100.0
638014,-100.0,-100.0,-100.0,-100.0
638037,-100.0,-100.0,-100.0,-100.0
638071,-100.0,-100.0,-100.0,-100.0
638076,-100.0,-100.0,-100.0,-100.0
638086,-100.0,-100.0,-100.0,-100.0
638108,-100.0,-100.0,-100.0,-100.0
638117,-100.0,-100.0,-100.0,-100.0
638127,-100.0,-100.0,-100.0,-100.0
638140,-100.0,-100.0,-100.0,-100.0
638155,-100.0,-100.0,-100.0,-100.0
638173,-100.0,-100.0,-100.0,-100.0
638194,-100.0,-100.0,-100.0,-100.0
638198,-100.0,-100.0,-100.0,-100.0
638249,-100.0,-100.0,-100.0,-100.0
638265,-100.0,-100.0,-100.0,-100.0
638290,-100.0,-100.0,-100.0,-100.0
638317,-100.0,-100.0,-100.0,-100.0
638336,-100.0,-100.0,-100.0,-100.0
638356,-100.0,-100.0,-100.0,-100.0
638373,-100.0,-100.0,-100.0,-100.0
638393,-100.0,-100.0,-100.0,-100.0
638420,-100.0,-100.0,-100.0,-100.0
638433,-100.0,-100.0,-100.0,-100.0
638439,-100.0,-100.0,-100.0,-100.0
638445,-100.0,-100.0,-100.0,-100.0
638484,-100.0,-100.0,-100.0,-100.0
638527,-100.0,-100.0,-100.0,-100.0
638573,-100.0,-100.0,-100.0,-100.0
638576,-100.0,-100.0,-100.0,-100.0
638634,-100.0,-100.0,-100.0,-100.0
638680,-100.0,-100.0,-100.0,-100.0
638790,-100.0,-100.0,-100.0,-100.0
638841,-100.0,-100.0,-100.0,-100.0
638853,-100.0,-100.0,-100.0,-100.0
638883,-100.0,-100.0,-100.0,-100.0
638897,-100.0,-100.0,-100.0,-100.0
638968,-100.0,-100.0,-100.0,-100.0
638982,-100.0,-100.0,-100.0,-100.0
639013,-100.0,-100.0,-100.0,-100.0
639209,-100.0,-100.0,-100.0,-100.0
639235,-100.0,-100.0,-100.0,-100.0
639253,-100.0,-100.0,-100.0,-100.0
639275,-100.0,-100.0,-100.0,-100.0
639292,-100.0,-100.0,-100.0,-100.0
639317,-100.0,-100.0,-100.0,-100.0
639509,-100.0,-100.0,-100.0,-100.0
639536,-100.0,-100.0,-100.0,-100.0
639574,-100.0,-100.0,-100.0,-100.0
639600,-100.0,-100.0,-100.0,-100.0
639626,-100.0,-100.0,-100.0,-100.0
639668,-100.0,-100.0,-100.0,-100.0
639686,-100.0,-100.0,-100.0,-100.0
639701,-100.0,-100.0,-100.0,-100.0
639728,-100.0,-100.0,-100.0,-100.0
639742,-100.0,-100.0,-100.0,-100.0
639765,-100.0,-100.0,-100.0,-100.0
639769,-100.0,-100.0,-100.0,-100.0
639803,-100.0,-100.0,-100.0,-100.0
639804,-100.0,-100.0,-100.0,-100.0
639828,-100.0,-100.0,-100.0,-100.0
639850,-100.0,-100.0,-100.0,-100.0
639864,-100.0,-100.0,-100.0,-100.0
639877,-100.0,-100.0,-100.0,-100.0
639902,-100.0,-100.0,-100.0,-100.0
639905,-100.0,-100.0,-100.0,-100.0
639912,-100.0,-100.0,-100.0,-100.0
639927,-100.0,-100.0,-100.0,-100.0
639941,-100.0,-100.0,-100.0,-100.0
639960,-100.0,-100.0,-100.0,-100.0
639980,-100.0,-100.0,-100.0,-100.0
639986,-100.0,-100.0,-100.0,-100.0
639995,-100.0,-100.0,-100.0,-100.0
640017,-100.0,-100.0,-100.0,-100.0
640082,-100.0,-100.0,-100.0,-100.0
640129,-100.0,-100.0,-100.0,-100.0
640209,-100.0,-100.0,-100.0,-100.0
640229,-100.0,-100.0,-100.0,-100.0
640235,-100.0,-100.0,-100.0,-100.0
640262,-100.0,-100.0,-100.0,-100.0
640275,-100.0,-100.0,-100.0,-100.0
640295,-100.0,-100.0,-100.0,-100.0
640304,-100.0,-100.0,-100.0,-100.0
640314,-100.0,-100.0,-100.0,-100.0
640333,-100.0,-100.0,-100.0,-100.0
640346,-100.0,-100.0,-100.0,-100.0
640347,-100.0,-100.0,-100.0,-100.0
640383,-100.0,-100.0,-100.0,-100.0
640399,-100.0,-100.0,-100.0,-100.0
640425,-100.0,-100.0,-100.0,-100.0
640436,-100.0,-100.0,-100.0,-100.0
640457,-100.0,-100.0,-100.0,-100.0
640465,-100.0,-100.0,-100.0,-100.0
640468,-100.0,-100.0,-100.0,-100.0
640481,-100.0,-100.0,-100.0,-100.0
640488,-100.0,-100.0,-100.0,-100.0
640495,-100.0,-100.0,-100.0,-100.0
640510,-100.0,-100.0,-100.0,-100.0
640514,-100.0,-100.0,-100.0,-100.0
640533,-100.0,-100.0,-100.0,-100.0
640545,-100.0,-100.0,-100.0,-100.0
640552,-100.0,-100.0,-100.0,-100.0
640555,-100.0,-100.0,-100.0,-100.0
640564,-100.0,-100.0,-100.0,-100.0
640567,-100.0,-100.0,-100.0,-100.0
640572,-100.0,-100.0,-100.0,-100.0
640577,-100.0,-100.0,-100.0,-100.0
640581,-100.0,-100.0,-100.0,-100.0
640588,-100.0,-100.0,-100.0,-100.0
640590,-100.0,-100.0,-100.0,-100.0
640597,-100.0,-100.0,-100.0,-100.0
640620,-100.0,-100.0,-100.0,-100.0
640649,-100.0,-100.0,-100.0,-100.0
640652,-100.0,-100.0,-100.0,-100.0
640665,-100.0,-100.0,-100.0,-100.0
640675,-100.0,-100.0,-100.0,-100.0
640690,-100.0,-100.0,-100.0,-100.0
640691,-100.0,-100.0,-100.0,-100.0
640694,-100.0,-100.0,-100.0,-100.0
640721,-100.0,-100.0,-100.0,-100.0
640755,-100.0,-100.0,-100.0,-100.0
640761,-100.0,-100.0,-100.0,-100.0
640777,-100.0,-100.0,-100.0,-100.0
640784,-100.0,-100.0,-100.0,-100.0
640794,-100.0,-100.0,-100.0,-100.0
640805,-100.0,-100.0,-100.0,-100.0
640809,-100.0,-100.0,-100.0,-100.0
640823,-100.0,-100.0,-100.0,-100.0
640833,-100.0,-100.0,-100.0,-100.0
640839,-100.0,-100.0,-100.0,-100.0
640878,-100.0,-100.0,-100.0,-100.0
640883,-100.0,-100.0,-100.0,-100.0
640897,-100.0,-100.0,-100.0,-100.0
640899,-100.0,-100.0,-100.0,-100.0
640913,-100.0,-100.0,-100.0,-100.0
640932,-100.0,-100.0,-100.0,-100.0
640963,-100.0,-100.0,-100.0,-100.0
641002,-100.0,-100.0,-100.0,-100.0
641004,-100.0,-100.0,-100.0,-100.0
641042,-100.0,-100.0,-100.0,-100.0
641049,-100.0,-100.0,-100.0,-100.0
641060,-100.0,-100.0,-100.0,-100.0
641073,-100.0,-100.0,-100.0,-100.0
641107,-100.0,-100.0,-100.0,-100.0
641148,-100.0,-100.0,-100.0,-100.0
641284,-100.0,-100.0,-100.0,-100.0
641298,-100.0,-100.0,-100.0,-100.0
641312,-100.0,-100.0,-100.0,-100.0
641349,-100.0,-100.0,-100.0,-100.0
641410,-100.0,-100.0,-100.0,-100.0
641451,-100.0,-100.0,-100.0,-100.0
641545,-100.0,-100.0,-100.0,-100.0
641562,-100.0,-100.0,-100.0,-100.0
641564,-100.0,-100.0,-100.0,-100.0
641588,-100.0,-100.0,-100.0,-100.0
641589,-100.0,-100.0,-100.0,-100.0
641610,-100.0,-100.0,-100.0,-100.0
641612,-100.0,-100.0,-100.0,-100.0
641622,-100.0,-100.0,-100.0,-100.0
641722,-100.0,-100.0,-100.0,-100.0
641745,-100.0,-100.0,-100.0,-100.0
641780,-100.0,-100.0,-100.0,-100.0
641781,-100.0,-100.0,-100.0,-100.0
641834,-100.0,-100.0,-100.0,-100.0
641865,-100.0,-100.0,-100.0,-100.0
641870,-100.0,-100.0,-100.0,-100.0
641900,-100.0,-100.0,-100.0,-100.0
641907,-100.0,-100.0,-100.0,-100.0
641918,-100.0,-100.0,-100.0,-100.0
641946,-100.0,-100.0,-100.0,-100.0
641961,-100.0,-100.0,-100.0,-100.0
642014,-100.0,-100.0,-100.0,-100.0
642015,-100.0,-100.0,-100.0,-100.0
642029,-100.0,-100.0,-100.0,-100.0
642049,-100.0,-100.0,-100.0,-100.0
642068,-100.0,-100.0,-100.0,-100.0
642076,-100.0,-100.0,-100.0,-100.0
642090,-100.0,-100.0,-100.0,-100.0
642116,-100.0,-100.0,-100.0,-100.0
642119,-100.0,-100.0,-100.0,-100.0
642132,-100.0,-100.0,-100.0,-100.0
642151,-100.0,-100.0,-100.0,-100.0
642184,-100.0,-100.0,-100.0,-100.0
642194,-100.0,-100.0,-100.0,-100.0
642229,-100.0,-100.0,-100.0,-100.0
642231,-100.0,-100.0,-100.0,-100.0
642245,-100.0,-100.0,-100.0,-100.0
642260,-100.0,-100.0,-100.0,-100.0
642268,-100.0,-100.0,-100.0,-100.0
642273,-100.0,-100.0,-100.0,-100.0
642278,-100.0,-100.0,-100.0,-100.0
642302,-100.0,-100.0,-100.0,-100.0
642313,-100.0,-100.0,-100.0,-100.0
642320,-100.0,-100.0,-100.0,-100.0
642328,-100.0,-100.0,-100.0,-100.0
642356,-100.0,-100.0,-100.0,-100.0
642363,-100.0,-100.0,-100.0,-100.0
642371,-100.0,-100.0,-100.0,-100.0
642404,-100.0,-100.0,-100.0,-100.0
642408,-100.0,-100.0,-100.0,-100.0
642414,-100.0,-100.0,-100.0,-100.0
642430,-100.0,-100.0,-100.0,-100.0
642461,-100.0,-100.0,-100.0,-100.0
642468,-100.0,-100.0,-100.0,-100.0
642479,-100.0,-100.0,-100.0,-100.0
642513,-100.0,-100.0,-100.0,-100.0
642545,-100.0,-100.0,-100.0,-100.0
642585,-100.0,-100.0,-100.0,-100.0
642603,-100.0,-100.0,-100.0,-100.0
642631,-100.0,-100.0,-100.0,-100.0
642653,-100.0,-100.0,-100.0,-100.0
642675,-100.0,-100.0,-100.0,-100.0
642687,-100.0,-100.0,-100.0,-100.0
642698,-100.0,-100.0,-100.0,-100.0
642704,-100.0,-100.0,-100.0,-100.0
642712,-100.0,-100.0,-100.0,-100.0
642738,-100.0,-100.0,-100.0,-100.0
642739,-100.0,-100.0,-100.0,-100.0
642755,-100.0,-100.0,-100.0,-100.0
642757,-100.0,-100.0,-100.0,-100.0
642758,-100.0,-100.0,-100.0,-100.0
642765,-100.0,-100.0,-100.0,-100.0
642773,-100.0,-100.0,-100.0,-100.0
642781,-100.0,-100.0,-100.0,-100.0
642793,-100.0,-100.0,-100.0,-100.0
642818,-100.0,-100.0,-100.0,-100.0
642835,-100.0,-100.0,-100.0,-100.0
642850,-100.0,-100.0,-100.0,-100.0
642862,-100.0,-100.0,-100.0,-100.0
642863,-100.0,-100.0,-100.0,-100.0
642890,-100.0,-100.0,-100.0,-100.0
642905,-100.0,-100.0,-100.0,-100.0
642906,-100.0,-100.0,-100.0,-100.0
642914,-100.0,-100.0,-100.0,-100.0
642952,-100.0,-100.0,-100.0,-100.0
642969,-100.0,-100.0,-100.0,-100.0
642981,-100.0,-100.0,-100.0,-100.0
643017,-100.0,-100.0,-100.0,-100.0
643030,-100.0,-100.0,-100.0,-100.0
643067,-100.0,-100.0,-100.0,-100.0
643111,-100.0,-100.0,-100.0,-100.0
643322,-100.0,-100.0,-100.0,-100.0
643359,-100.0,-100.0,-100.0,-100.0
643504,-100.0,-100.0,-100.0,-100.0
643543,-100.0,-100.0,-100.0,-100.0
643694,-100.0,-100.0,-100.0,-100.0
643736,-100.0,-100.0,-100.0,-100.0
643752,-100.0,-100.0,-100.0,-100.0
643753,-100.0,-100.0,-100.0,-100.0
643759,-100.0,-100.0,-100.0,-100.0
643862,-100.0,-100.0,-100.0,-100.0
643885,-100.0,-100.0,-100.0,-100.0
643910,-100.0,-100.0,-100.0,-100.0
643914,-100.0,-100.0,-100.0,-100.0
643932,-100.0,-100.0,-100.0,-100.0
643935,-100.0,-100.0,-100.0,-100.0
643945,-100.0,-100.0,-100.0,-100.0
643975,-100.0,-100.0,-100.0,-100.0
643988,-100.0,-100.0,-100.0,-100.0
644032,-100.0,-100.0,-100.0,-100.0
644049,-100.0,-100.0,-100.0,-100.0
644055,-100.0,-100.0,-100.0,-100.0
644062,-100.0,-100.0,-100.0,-100.0
644086,-100.0,-100.0,-100.0,-100.0
644095,-100.0,-100.0,-100.0,-100.0
644134,-100.0,-100.0,-100.0,-100.0
644168,-100.0,-100.0,-100.0,-100.0
644203,-100.0,-100.0,-100.0,-100.0
644270,-100.0,-100.0,-100.0,-100.0
644293,-100.0,-100.0,-100.0,-100.0
644313,-100.0,-100.0,-100.0,-100.0
644319,-100.0,-100.0,-100.0,-100.0
644333,-100.0,-100.0,-100.0,-100.0
644343,-100.0,-100.0,-100.0,-100.0
644350,-100.0,-100.0,-100.0,-100.0
644361,-100.0,-100.0,-100.0,-100.0
644365,-100.0,-100.0,-100.0,-100.0
644425,-100.0,-100.0,-100.0,-100.0
644432,-100.0,-100.0,-100.0,-100.0
644452,-100.0,-100.0,-100.0,-100.0
644471,-100.0,-100.0,-100.0,-100.0
644491,-100.0,-100.0,-100.0,-100.0
644519,-100.0,-100.0,-100.0,-100.0
644532,-100.0,-100.0,-100.0,-100.0
644537,-100.0,-100.0,-100.0,-100.0
644585,-100.0,-100.0,-100.0,-100.0
644612,-100.0,-100.0,-100.0,-100.0
644678,-100.0,-100.0,-100.0,-100.0
644695,-100.0,-100.0,-100.0,-100.0
644713,-100.0,-100.0,-100.0,-100.0
644767,-100.0,-100.0,-100.0,-100.0
644795,-100.0,-100.0,-100.0,-100.0
644818,-100.0,-100.0,-100.0,-100.0
644843,-100.0,-100.0,-100.0,-100.0
644856,-100.0,-100.0,-100.0,-100.0
644858,-100.0,-100.0,-100.0,-100.0
644877,-100.0,-100.0,-100.0,-100.0
644905,-100.0,-100.0,-100.0,-100.0
644915,-100.0,-100.0,-100.0,-100.0
644932,-100.0,-100.0,-100.0,-100.0
645012,-100.0,-100.0,-100.0,-100.0
645045,-100.0,-100.0,-100.0,-100.0
645082,-100.0,-100.0,-100.0,-100.0
645097,-100.0,-100.0,-100.0,-100.0
645127,-100.0,-100.0,-100.0,-100.0
645142,-100.0,-100.0,-100.0,-100.0
645168,-100.0,-100.0,-100.0,-100.0
645182,-100.0,-100.0,-100.0,-100.0
645187,-100.0,-100.0,-100.0,-100.0
645215,-100.0,-100.0,-100.0,-100.0
645265,-100.0,-100.0,-100.0,-100.0
645291,-100.0,-100.0,-100.0,-100.0
645293,-100.0,-100.0,-100.0,-100.0
645361,-100.0,-100.0,-100.0,-100.0
645381,-100.0,-100.0,-100.0,-100.0
645392,-100.0,-100.0,-100.0,-100.0
645410,-100.0,-100.0,-100.0,-100.0
645425,-100.0,-100.0,-100.0,-100.0
645459,-100.0,-100.0,-100.0,-100.0
645463,-100.0,-100.0,-100.0,-100.0
645484,-100.0,-100.0,-100.0,-100.0
645508,-100.0,-100.0,-100.0,-100.0
645531,-100.0,-100.0,-100.0,-100.0
645667,-100.0,-100.0,-100.0,-100.0
645693,-100.0,-100.0,-100.0,-100.0
645710,-100.0,-100.0,-100.0,-100.0
645740,-100.0,-100.0,-100.0,-100.0
645787,-100.0,-100.0,-100.0,-100.0
645811,-100.0,-100.0,-100.0,-100.0
645868,-100.0,-100.0,-100.0,-100.0
645877,-100.0,-100.0,-100.0,-100.0
645910,-100.0,-100.0,-100.0,-100.0
645938,-100.0,-100.0,-100.0,-100.0
645967,-100.0,-100.0,-100.0,-100.0
645968,-100.0,-100.0,-100.0,-100.0
645984,-100.0,-100.0,-100.0,-100.0
645988,-100.0,-100.0,-100.0,-100.0
646007,-100.0,-100.0,-100.0,-100.0
646009,-100.0,-100.0,-100.0,-100.0
646017,-100.0,-100.0,-100.0,-100.0
646046,-100.0,-100.0,-100.0,-100.0
646071,-100.0,-100.0,-100.0,-100.0
646080,-100.0,-100.0,-100.0,-100.0
646094,-100.0,-100.0,-100.0,-100.0
646095,-100.0,-100.0,-100.0,-100.0
646124,-100.0,-100.0,-100.0,-100.0
646130,-100.0,-100.0,-100.0,-100.0
646160,-100.0,-100.0,-100.0,-100.0
646168,-100.0,-100.0,-100.0,-100.0
646192,-100.0,-100.0,-100.0,-100.0
646229,-100.0,-100.0,-100.0,-100.0
646270,-100.0,-100.0,-100.0,-100.0
646350,-100.0,-100.0,-100.0,-100.0
646393,-100.0,-100.0,-100.0,-100.0
646409,-100.0,-100.0,-100.0,-100.0
646457,-100.0,-100.0,-100.0,-100.0
646574,-100.0,-100.0,-100.0,-100.0
646640,-100.0,-100.0,-100.0,-100.0
646654,-100.0,-100.0,-100.0,-100.0
646664,-100.0,-100.0,-100.0,-100.0
646755,-100.0,-100.0,-100.0,-100.0
646765,-100.0,-100.0,-100.0,-100.0
646785,-100.0,-100.0,-100.0,-100.0
646829,-100.0,-100.0,-100.0,-100.0
646837,-100.0,-100.0,-100.0,-100.0
646859,-100.0,-100.0,-100.0,-100.0
646864,-100.0,-100.0,-100.0,-100.0
646897,-100.0,-100.0,-100.0,-100.0
646898,-100.0,-100.0,-100.0,-100.0
646952,-100.0,-100.0,-100.0,-100.0
646982,-100.0,-100.0,-100.0,-100.0
647008,-100.0,-100.0,-100.0,-100.0
647017,-100.0,-100.0,-100.0,-100.0
647018,-100.0,-100.0,-100.0,-100.0
647036,-100.0,-100.0,-100.0,-100.0
647054,-100.0,-100.0,-100.0,-100.0
647072,-100.0,-100.0,-100.0,-100.0
647082,-100.0,-100.0,-100.0,-100.0
647084,-100.0,-100.0,-100.0,-100.0
647108,-100.0,-100.0,-100.0,-100.0
647114,-100.0,-100.0,-100.0,-100.0
647118,-100.0,-100.0,-100.0,-100.0
647138,-100.0,-100.0,-100.0,-100.0
647147,-100.0,-100.0,-100.0,-100.0
647168,-100.0,-100.0,-100.0,-100.0
647181,-100.0,-100.0,-100.0,-100.0
647199,-100.0,-100.0,-100.0,-100.0
