,A1NRY8F9U4AYE,A2OSJ7ONK5Y0A,A3UTSRN8QLKWE,A1EK8YNHZHTW1,A2EZVULYVJOPN
415279,100.0,-16.333333333333332,,-100.0,100.0
415288,100.0,-16.666666666666668,,-100.0,100.0
415293,100.0,-17.0,,-100.0,100.0
415305,100.0,-17.333333333333332,,-100.0,100.0
415314,100.0,-17.666666666666668,,-100.0,100.0
415323,100.0,-18.0,,-100.0,100.0
415327,100.0,-18.333333333333332,,-100.0,100.0
415337,100.0,-18.666666666666668,,-100.0,100.0
415345,100.0,-19.0,,-100.0,100.0
415354,100.0,-19.0,,-100.0,100.0
415364,100.0,-19.0,,-100.0,100.0
415377,100.0,-19.0,,-100.0,100.0
415378,100.0,-19.0,,-100.0,100.0
415390,100.0,-19.8,,-100.0,100.0
415398,100.0,-20.6,,-100.0,100.0
415412,100.0,-21.4,,-100.0,100.0
415418,100.0,-22.2,,-100.0,100.0
415426,100.0,-23.0,,-100.0,100.0
415431,100.0,-23.0,,-100.0,100.0
415447,100.0,-23.0,,-100.0,100.0
415454,100.0,-23.0,,-100.0,100.0
415459,100.0,-23.333333333333332,,-100.0,100.0
415467,100.0,-23.666666666666668,,-100.0,100.0
415473,100.0,-24.0,,-100.0,100.0
415474,100.0,-24.235294117647058,,-100.0,100.0
415479,100.0,-24.470588235294116,,-100.0,100.0
415491,100.0,-24.705882352941178,,-100.0,100.0
415492,100.0,-24.941176470588236,,-100.0,100.0
415504,100.0,-25.176470588235293,,-100.0,100.0
415511,100.0,-25.41176470588235,,-100.0,100.0
415512,100.0,-25.647058823529413,,-100.0,100.0
415520,100.0,-25.88235294117647,,-100.0,100.0
415523,100.0,-26.11764705882353,,-100.0,100.0
415526,100.0,-26.352941176470587,,-100.0,100.0
415529,100.0,-26.58823529411765,,-100.0,100.0
415535,100.0,-26.823529411764707,,-100.0,100.0
415539,100.0,-27.058823529411764,,-100.0,100.0
415542,100.0,-27.294117647058822,,-100.0,100.0
415547,100.0,-27.529411764705884,,-100.0,100.0
415552,100.0,-27.764705882352942,,-100.0,100.0
415557,100.0,-28.0,,-100.0,100.0
415559,100.0,-28.142857142857142,,-100.0,100.0
415565,100.0,-28.285714285714285,,-100.0,100.0
415571,100.0,-28.428571428571427,,-100.0,100.0
415574,100.0,-28.571428571428573,,-100.0,100.0
415581,100.0,-28.714285714285715,,-100.0,100.0
415589,100.0,-28.857142857142858,,-100.0,100.0
415591,100.0,-29.0,,-100.0,100.0
415592,100.0,-29.0,,-100.0,100.0
415599,100.0,-29.0,,-100.0,100.0
415601,100.0,-29.0,,-100.0,100.0
415607,100.0,-29.0,,-100.0,100.0
415610,100.0,-29.0,,-100.0,100.0
415617,100.0,-29.0,,-100.0,100.0
415622,100.0,-29.0,,-100.0,100.0
415624,100.0,-29.071428571428573,,-100.0,100.0
415631,100.0,-29.142857142857142,,-100.0,100.0
415635,100.0,-29.214285714285715,,-100.0,100.0
415641,100.0,-29.285714285714285,,-100.0,100.0
415645,100.0,-29.357142857142858,,-100.0,100.0
415652,100.0,-29.428571428571427,,-100.0,100.0
415658,100.0,-29.5,,-100.0,100.0
415662,100.0,-29.571428571428573,,-100.0,100.0
415668,100.0,-29.642857142857142,,-100.0,100.0
415669,100.0,-29.714285714285715,,-100.0,100.0
415675,100.0,-29.785714285714285,,-100.0,100.0
415687,100.0,-29.857142857142858,,-100.0,100.0
415688,100.0,-29.928571428571427,,-100.0,100.0
415690,100.0,-30.0,,-100.0,100.0
415693,100.0,-30.142857142857142,,-100.0,100.0
415704,100.0,-30.285714285714285,,-100.0,100.0
415710,100.0,-30.428571428571427,,-100.0,100.0
415712,100.0,-30.571428571428573,,-100.0,100.0
415721,100.0,-30.714285714285715,,-100.0,100.0
415722,100.0,-30.857142857142858,,-100.0,100.0
415727,100.0,-31.0,,-100.0,100.0
415728,100.0,-31.0,,-100.0,100.0
415739,100.0,-31.0,,-100.0,100.0
415742,100.0,-31.0,,-100.0,100.0
415745,100.0,-31.0,,-100.0,100.0
415752,100.0,-31.0,,-100.0,100.0
415756,100.0,-31.0,,-100.0,100.0
415757,100.0,-31.125,,-100.0,100.0
415759,100.0,-31.25,,-100.0,100.0
415764,100.0,-31.375,,-100.0,100.0
415769,100.0,-31.5,,-100.0,100.0
415774,100.0,-31.625,,-100.0,100.0
415775,100.0,-31.75,,-100.0,100.0
415780,100.0,-31.875,,-100.0,100.0
415785,100.0,-32.0,,-100.0,100.0
415786,100.0,-32.27777777777778,,-100.0,100.0
415791,100.0,-32.55555555555556,,-100.0,100.0
415797,100.0,-32.833333333333336,,-100.0,100.0
415809,100.0,-33.111111111111114,,-100.0,100.0
415810,100.0,-33.388888888888886,,-100.0,100.0
415818,100.0,-33.666666666666664,,-100.0,100.0
415820,100.0,-33.94444444444444,,-100.0,100.0
415827,100.0,-34.22222222222222,,-100.0,100.0
415834,100.0,-34.5,,-100.0,100.0
415838,100.0,-34.77777777777778,,-100.0,100.0
415844,100.0,-35.05555555555556,,-100.0,100.0
415850,100.0,-35.333333333333336,,-100.0,100.0
415861,100.0,-35.611111111111114,,-100.0,100.0
415863,100.0,-35.888888888888886,,-100.0,100.0
415867,100.0,-36.166666666666664,,-100.0,100.0
415871,100.0,-36.44444444444444,,-100.0,100.0
415879,100.0,-36.72222222222222,,-100.0,100.0
415881,100.0,-37.0,,-100.0,100.0
415885,100.0,-37.25,,-100.0,100.0
415886,100.0,-37.5,,-100.0,100.0
415890,100.0,-37.75,,-100.0,100.0
415895,100.0,-38.0,,-100.0,100.0
415903,100.0,-38.25,,-100.0,100.0
415904,100.0,-38.5,,-100.0,100.0
415910,100.0,-38.75,,-100.0,100.0
415914,100.0,-39.0,,-100.0,100.0
415920,100.0,-39.23076923076923,,-100.0,100.0
415921,100.0,-39.46153846153846,,-100.0,100.0
415927,100.0,-39.69230769230769,,-100.0,100.0
415938,100.0,-39.92307692307692,,-100.0,100.0
415943,100.0,-40.15384615384615,,-100.0,100.0
415944,100.0,-40.38461538461539,,-100.0,100.0
415956,100.0,-40.61538461538461,,-100.0,100.0
415962,100.0,-40.84615384615385,,-100.0,100.0
415963,100.0,-41.07692307692308,,-100.0,100.0
415972,100.0,-41.30769230769231,,-100.0,100.0
415973,100.0,-41.53846153846154,,-100.0,100.0
415979,100.0,-41.76923076923077,,-100.0,100.0
415990,100.0,-42.0,,-100.0,100.0
415991,100.0,-42.0,,-100.0,100.0
415997,100.0,-42.0,,-100.0,100.0
416003,100.0,-42.0,,-100.0,100.0
416008,100.0,-42.0,,-100.0,100.0
416011,100.0,-42.0,,-100.0,100.0
416015,100.0,-42.3,,-100.0,100.0
416020,100.0,-42.6,,-100.0,100.0
416025,100.0,-42.9,,-100.0,100.0
416028,100.0,-43.2,,-100.0,100.0
416031,100.0,-43.5,,-100.0,100.0
416037,100.0,-43.8,,-100.0,100.0
416042,100.0,-44.1,,-100.0,100.0
416048,100.0,-44.4,,-100.0,100.0
416060,100.0,-44.7,,-100.0,100.0
416066,100.0,-45.0,,-100.0,100.0
416078,100.0,-45.0,,-100.0,100.0
416084,100.0,-45.0,,-100.0,100.0
416094,100.0,-45.0,,-100.0,100.0
416100,100.0,-45.0,,-100.0,100.0
416104,100.0,-45.5,,-100.0,100.0
416106,100.0,-46.0,,-100.0,100.0
416109,100.0,-46.333333333333336,,-100.0,100.0
416120,100.0,-46.666666666666664,,-100.0,100.0
416126,100.0,-47.0,,-100.0,100.0
416137,100.0,-47.333333333333336,,-100.0,100.0
416143,100.0,-47.666666666666664,,-100.0,100.0
416155,100.0,-48.0,,-100.0,100.0
416161,100.0,-48.333333333333336,,-100.0,100.0
416173,100.0,-48.666666666666664,,-100.0,100.0
416179,100.0,-49.0,,-100.0,100.0
416189,100.0,-49.333333333333336,,-100.0,100.0
416197,100.0,-49.666666666666664,,-100.0,100.0
416207,100.0,-50.0,,-100.0,100.0
416214,100.0,-50.333333333333336,,-100.0,100.0
416225,100.0,-50.666666666666664,,-100.0,100.0
416231,100.0,-51.0,,-100.0,100.0
416242,100.0,-51.333333333333336,,-100.0,100.0
416248,100.0,-51.666666666666664,,-100.0,100.0
416252,100.0,-52.0,,-100.0,100.0
416260,100.0,-52.25,,-100.0,100.0
416266,100.0,-52.5,,-100.0,100.0
416277,100.0,-52.75,,-100.0,100.0
416279,100.0,-53.0,,-100.0,100.0
416284,100.0,-53.333333333333336,,-100.0,100.0
416294,100.0,-53.666666666666664,,-100.0,100.0
416301,100.0,-54.0,,-100.0,100.0
416312,100.0,-54.54545454545455,,-100.0,100.0
416319,100.0,-55.09090909090909,,-100.0,100.0
416320,100.0,-55.63636363636363,,-100.0,100.0
416342,100.0,-56.18181818181818,,-100.0,100.0
416355,100.0,-56.72727272727273,,-100.0,100.0
416360,100.0,-57.27272727272727,,-100.0,100.0
416372,100.0,-57.81818181818182,,-100.0,100.0
416379,100.0,-58.36363636363636,,-100.0,100.0
416389,100.0,-58.90909090909091,,-100.0,100.0
416396,100.0,-59.45454545454545,,-100.0,100.0
416401,100.0,-60.0,,-100.0,100.0
416406,100.0,-60.0,,-100.0,100.0
416413,100.0,-60.0,,-100.0,100.0
416424,100.0,-60.0,,-100.0,100.0
416428,100.0,-60.0,,-100.0,100.0
416431,100.0,-60.25,,-100.0,100.0
416443,100.0,-60.5,,-100.0,100.0
416448,100.0,-60.75,,-100.0,100.0
416453,100.0,-61.0,,-100.0,100.0
416459,100.0,-61.5,,-100.0,100.0
416465,100.0,-62.0,,-100.0,100.0
416476,100.0,-62.5,,-100.0,100.0
416483,100.0,-63.0,,-100.0,100.0
416494,100.0,-63.5,,-100.0,100.0
416500,100.0,-64.0,,-100.0,100.0
416511,100.0,-64.5,,-100.0,100.0
416521,100.0,-65.0,,-100.0,100.0
416536,100.0,-65.5,,-100.0,100.0
416542,100.0,-66.0,,-100.0,100.0
416553,100.0,-66.5,,-100.0,100.0
416554,100.0,-67.0,,-100.0,100.0
416560,100.0,-67.0,,-100.0,100.0
416571,100.0,-67.0,,-100.0,100.0
416578,100.0,-67.0,,-100.0,100.0
416580,100.0,-67.0,,-100.0,100.0
416588,100.0,-67.33333333333333,,-100.0,100.0
416594,100.0,-67.66666666666667,,-100.0,100.0
416597,100.0,-68.0,,-100.0,100.0
416606,100.0,-68.44444444444444,,-100.0,100.0
416612,100.0,-68.88888888888889,,-100.0,100.0
416623,100.0,-69.33333333333333,,-100.0,100.0
416630,100.0,-69.77777777777777,,-100.0,100.0
416641,100.0,-70.22222222222223,,-100.0,100.0
416648,100.0,-70.66666666666667,,-100.0,100.0
416658,100.0,-71.11111111111111,,-100.0,100.0
416665,100.0,-71.55555555555556,,-100.0,100.0
416676,100.0,-72.0,,-100.0,100.0
416683,100.0,-72.0,,-100.0,100.0
416693,100.0,-72.0,,-100.0,100.0
416701,100.0,-72.0,,-100.0,100.0
416703,100.0,-72.0,,-100.0,100.0
416729,100.0,-72.83333333333333,,-100.0,100.0
416734,100.0,-73.66666666666667,,-100.0,100.0
416746,100.0,-74.5,,-100.0,100.0
416753,100.0,-75.33333333333333,,-100.0,100.0
416758,100.0,-76.16666666666667,,-100.0,100.0
416783,100.0,-77.0,,-100.0,100.0
416788,100.0,-77.0,,-100.0,100.0
416793,100.0,-77.0,,-100.0,100.0
416804,100.0,-77.0,,-100.0,100.0
416809,100.0,-77.0,,-100.0,100.0
416818,100.0,-77.0,,-100.0,100.0
416824,100.0,-77.375,,-100.0,100.0
416830,100.0,-77.75,,-100.0,100.0
416840,100.0,-78.125,,-100.0,100.0
416849,100.0,-78.5,,-100.0,100.0
416857,100.0,-78.875,,-100.0,100.0
416866,100.0,-79.25,,-100.0,100.0
416874,100.0,-79.625,,-100.0,100.0
416876,100.0,-80.0,,-100.0,100.0
416881,100.0,-80.0,,-100.0,100.0
416910,100.0,-80.0,,-100.0,100.0
416918,100.0,-80.0,,-100.0,100.0
416925,100.0,-80.0,,-100.0,100.0
416945,100.0,-80.4,,-100.0,100.0
416949,100.0,-80.8,,-100.0,100.0
416951,100.0,-81.2,,-100.0,100.0
416957,100.0,-81.6,,-100.0,100.0
416959,100.0,-82.0,,-100.0,100.0
416968,100.0,-82.4,,-100.0,100.0
416975,100.0,-82.8,,-100.0,100.0
417005,100.0,-83.2,,-100.0,100.0
417011,100.0,-83.6,,-100.0,100.0
417021,100.0,-84.0,,-100.0,100.0
417022,100.0,-84.0,,-100.0,100.0
417030,100.0,-84.0,,-100.0,100.0
417060,100.0,-84.0,,-100.0,100.0
417070,100.0,-84.0,,-100.0,100.0
417076,100.0,-84.11111111111111,,-100.0,100.0
417093,100.0,-84.22222222222223,,-100.0,100.0
417099,100.0,-84.33333333333333,,-100.0,100.0
417110,100.0,-84.44444444444444,,-100.0,100.0
417117,100.0,-84.55555555555556,,-100.0,100.0
417126,100.0,-84.66666666666667,,-100.0,100.0
417136,100.0,-84.77777777777777,,-100.0,100.0
417146,100.0,-84.88888888888889,,-100.0,100.0
417155,100.0,-85.0,,-100.0,100.0
417162,100.0,-85.25,,-100.0,100.0
417168,100.0,-85.5,,-100.0,100.0
417169,100.0,-85.75,,-100.0,100.0
417172,100.0,-86.0,,-100.0,100.0
417176,100.0,-86.0,,-100.0,100.0
417186,100.0,-86.0,,-100.0,100.0
417194,100.0,-86.0,,-100.0,100.0
417196,100.0,-86.0,,-100.0,100.0
417203,100.0,-86.42857142857143,,-100.0,100.0
417212,100.0,-86.85714285714286,,-100.0,100.0
417218,100.0,-87.28571428571429,,-100.0,100.0
417221,100.0,-87.71428571428571,,-100.0,99.8
417229,100.0,-88.14285714285714,,-100.0,99.6
417238,100.0,-88.57142857142857,,-100.0,99.4
417241,100.0,-89.0,,-100.0,99.2
417244,100.0,-89.41176470588235,,-100.0,99.0
417245,100.0,-89.82352941176471,,-100.0,98.66666666666667
417259,100.0,-90.23529411764706,,-100.0,98.33333333333333
417268,100.0,-90.6470588235294,,-100.0,98.0
417279,100.0,-91.05882352941177,,-100.0,97.0
417292,100.0,-91.47058823529412,,-100.0,96.0
417300,100.0,-91.88235294117646,,-100.0,95.33333333333333
417310,100.0,-92.29411764705883,,-100.0,94.66666666666667
417318,100.0,-92.70588235294117,,-100.0,94.0
417325,100.0,-93.11764705882354,,-100.0,93.66666666666667
417332,100.0,-93.52941176470588,,-100.0,93.33333333333333
417343,100.0,-93.94117647058823,,-100.0,93.0
417351,100.0,-94.3529411764706,,-100.0,92.33333333333333
417361,100.0,-94.76470588235294,,-100.0,91.66666666666667
417368,100.0,-95.17647058823529,,-100.0,91.0
417370,100.0,-95.58823529411765,,-100.0,90.5
417381,100.0,-96.0,,-100.0,90.0
417385,100.0,-96.33333333333333,,-100.0,89.5
417393,100.0,-96.66666666666667,,-100.0,89.0
417403,100.0,-97.0,,-100.0,88.5
417418,100.0,-97.33333333333333,,-100.0,88.0
417433,100.0,-97.66666666666667,,-100.0,87.33333333333333
417441,100.0,-98.0,,-100.0,86.66666666666667
417443,100.0,-98.25,,-100.0,86.0
417448,100.0,-98.5,,-100.0,85.5
417457,100.0,-98.75,,-100.0,85.0
417466,100.0,-99.0,,-100.0,84.5
417468,100.0,-99.0909090909091,,-100.0,84.0
417479,100.0,-99.18181818181819,,-100.0,83.66666666666667
417490,100.0,-99.27272727272727,,-100.0,83.33333333333333
417493,100.0,-99.36363636363636,,-100.0,83.0
417499,100.0,-99.45454545454545,,-100.0,82.5
417508,100.0,-99.54545454545455,,-100.0,82.0
417516,100.0,-99.63636363636364,,-100.0,81.5
417519,100.0,-99.72727272727273,,-100.0,81.0
417525,100.0,-99.81818181818181,,-100.0,80.5
417534,100.0,-99.9090909090909,,-100.0,80.0
417542,100.0,-100.0,,-100.0,79.5
417543,100.0,-100.0,,-100.0,79.0
417569,100.0,-100.0,,-100.0,78.0
417594,100.0,-100.0,,-100.0,76.0
417618,100.0,-100.0,,-100.0,74.0
417643,100.0,-100.0,,-100.0,73.0
417668,100.0,-100.0,,-100.0,71.0
417694,100.0,-100.0,,-100.0,69.0
417719,100.0,-100.0,,-100.0,68.0
417744,100.0,-100.0,,-100.0,66.0
417770,100.0,-100.0,,-100.0,64.0
417794,100.0,-100.0,,-100.0,63.0
417820,100.0,-100.0,,-100.0,61.0
417845,100.0,-100.0,,-100.0,59.0
417860,100.0,-100.0,,-100.0,58.5
417869,100.0,-100.0,,-100.0,58.0
417876,100.0,-100.0,,-100.0,57.0
417895,100.0,-100.0,,-100.0,56.0
417911,100.0,-100.0,,-100.0,55.333333333333336
417918,100.0,-100.0,,-100.0,54.666666666666664
417919,100.0,-100.0,,-100.0,54.0
417938,100.0,-100.0,,-100.0,53.5
417944,100.0,-100.0,,-100.0,53.0
417947,100.0,-100.0,,-100.0,52.333333333333336
417969,100.0,-100.0,,-100.0,51.666666666666664
417970,100.0,-100.0,,-100.0,51.0
417979,100.0,-100.0,,-100.0,50.333333333333336
417987,100.0,-100.0,,-100.0,49.666666666666664
417995,100.0,-100.0,,-100.0,49.0
417997,100.0,-100.0,,-100.0,48.75
418002,100.0,-100.0,,-100.0,48.5
418017,100.0,-100.0,,-100.0,48.25
418021,100.0,-100.0,,-100.0,48.0
418033,100.0,-100.0,,-100.0,47.333333333333336
418044,100.0,-100.0,,-100.0,46.666666666666664
418045,100.0,-100.0,,-100.0,46.0
418066,100.0,-100.0,,-100.0,45.0
418070,100.0,-100.0,,-100.0,44.0
418078,100.0,-100.0,,-100.0,43.5
418096,100.0,-100.0,,-100.0,43.0
418100,100.0,-100.0,,-100.0,42.333333333333336
418111,100.0,-100.0,,-100.0,41.666666666666664
418120,100.0,-100.0,,-100.0,41.0
418134,100.0,-100.0,,-100.0,40.0
418146,100.0,-100.0,,-100.0,39.0
418147,100.0,-100.0,,-100.0,38.666666666666664
418167,100.0,-100.0,,-100.0,38.333333333333336
418171,100.0,-100.0,,-100.0,38.0
418182,100.0,-100.0,,-100.0,37.0
418196,100.0,-100.0,,-100.0,36.0
418204,100.0,-100.0,,-100.0,35.333333333333336
418218,100.0,-100.0,,-100.0,34.666666666666664
418221,100.0,-100.0,,-100.0,34.0
418231,100.0,-100.0,,-100.0,33.666666666666664
418244,100.0,-100.0,,-100.0,33.333333333333336
418246,100.0,-100.0,,-100.0,33.0
418260,100.0,-100.0,,-100.0,32.0
418271,100.0,-100.0,,-100.0,31.0
418278,100.0,-100.0,,-100.0,30.333333333333332
418290,100.0,-100.0,,-100.0,29.666666666666668
418295,100.0,-100.0,,-100.0,29.0
418322,100.0,-100.0,,-100.0,28.0
418347,100.0,-100.0,,-100.0,27.0
418371,100.0,-100.0,,-100.0,25.0
418397,100.0,-100.0,,-100.0,23.0
418422,100.0,-100.0,,-100.0,22.0
418447,100.0,-100.0,,-100.0,20.0
418472,100.0,-100.0,,-100.0,19.0
418496,100.0,-100.0,,-100.0,17.0
418522,100.0,-100.0,,-100.0,15.0
418546,100.0,-100.0,,-100.0,14.0
418571,100.0,-100.0,,-100.0,12.0
418596,100.0,-100.0,,-100.0,10.0
418622,100.0,-100.0,,-100.0,8.0
418647,100.0,-100.0,,-100.0,7.0
418672,100.0,-100.0,,-100.0,5.0
418698,100.0,-100.0,,-100.0,3.0
418723,100.0,-100.0,,-100.0,2.0
418747,100.0,-100.0,,-100.0,0.0
418773,100.0,-100.0,,-100.0,-2.0
418797,100.0,-100.0,,-100.0,-3.0
418823,100.0,-100.0,,-100.0,-5.0
418848,100.0,-100.0,,-100.0,-7.0
418873,100.0,-100.0,,-100.0,-8.0
418897,100.0,-100.0,,-100.0,-10.0
418923,100.0,-100.0,,-100.0,-12.0
418949,100.0,-100.0,,-100.0,-13.0
418975,100.0,-100.0,,-100.0,-15.0
418999,100.0,-100.0,,-100.0,-17.0
419024,100.0,-100.0,,-100.0,-18.0
419049,100.0,-100.0,,-100.0,-20.0
419074,100.0,-100.0,,-100.0,-22.0
419096,100.0,-100.0,,-100.0,-22.5
419099,100.0,-100.0,,-100.0,-23.0
419120,100.0,-100.0,,-100.0,-24.0
419124,100.0,-100.0,,-100.0,-25.0
419144,100.0,-100.0,,-100.0,-25.666666666666668
419148,100.0,-100.0,,-100.0,-26.333333333333332
419149,100.0,-100.0,,-100.0,-27.0
419169,100.0,-100.0,,-100.0,-27.5
419174,100.0,-100.0,,-100.0,-28.0
419175,100.0,-100.0,,-100.0,-28.666666666666668
419195,100.0,-100.0,,-100.0,-29.333333333333332
419199,100.0,-100.0,,-100.0,-30.0
419225,100.0,-100.0,,-100.0,-32.0
419251,100.0,-100.0,,-100.0,-33.0
419275,100.0,-100.0,,-100.0,-35.0
419300,100.0,-100.0,,-100.0,-37.0
419325,100.0,-100.0,,-100.0,-38.0
419350,100.0,-100.0,,-100.0,-40.0
419375,100.0,-100.0,,-100.0,-42.0
419400,100.0,-100.0,,-100.0,-43.0
419425,100.0,-100.0,,-100.0,-45.0
419450,100.0,-100.0,,-100.0,-47.0
419475,100.0,-100.0,,-100.0,-48.0
419500,100.0,-100.0,,-100.0,-50.0
419525,100.0,-100.0,,-100.0,-52.0
419550,100.0,-100.0,,-100.0,-53.0
419578,100.0,-100.0,,-100.0,-55.0
419626,100.0,-100.0,,-100.0,-57.0
419651,100.0,-100.0,,-100.0,-59.0
419676,100.0,-100.0,,-100.0,-61.0
419701,100.0,-100.0,,-100.0,-62.0
419726,100.0,-100.0,,-100.0,-64.0
419751,100.0,-100.0,,-100.0,-66.0
419776,100.0,-100.0,,-100.0,-67.0
419801,100.0,-100.0,,-100.0,-69.0
419826,100.0,-100.0,,-100.0,-71.0
419853,100.0,-100.0,,-100.0,-73.0
419876,100.0,-100.0,,-100.0,-74.0
419902,100.0,-100.0,,-100.0,-76.0
419927,100.0,-100.0,,-100.0,-78.0
419953,100.0,-100.0,,-100.0,-79.0
419977,100.0,-100.0,,-100.0,-81.0
420002,100.0,-100.0,,-100.0,-82.0
420027,100.0,-100.0,,-100.0,-84.0
420052,100.0,-100.0,,-100.0,-86.0
420077,100.0,-100.0,,-100.0,-87.0
420106,100.0,-100.0,,-100.0,-89.0
420127,100.0,-100.0,,-100.0,-91.0
420153,100.0,-100.0,,-100.0,-93.0
420178,100.0,-100.0,,-100.0,-94.0
420203,100.0,-100.0,,-100.0,-96.0
420228,100.0,-100.0,,-100.0,-98.0
420253,100.0,-100.0,,-100.0,-99.0
420278,100.0,-100.0,,-100.0,-100.0
425117,100.0,-100.0,,-100.0,-100.0
425140,100.0,-100.0,,-100.0,-100.0
425147,100.0,-100.0,,-100.0,-100.0
425165,100.0,-100.0,,-100.0,-100.0
425172,100.0,-100.0,,-100.0,-100.0
425190,100.0,-100.0,,-100.0,-100.0
425194,100.0,-100.0,,-100.0,-100.0
425215,100.0,-100.0,,-100.0,-100.0
425223,100.0,-100.0,,-100.0,-100.0
425240,100.0,-100.0,,-100.0,-100.0
425244,100.0,-100.0,,-100.0,-100.0
425265,100.0,-100.0,,-100.0,-100.0
425443,100.0,-100.0,,-100.0,-100.0
425466,100.0,-100.0,,-100.0,-100.0
425472,100.0,-100.0,,-100.0,-100.0
425491,100.0,-100.0,,-100.0,-100.0
425496,100.0,-100.0,,-100.0,-100.0
425515,100.0,-100.0,,-100.0,-100.0
425520,100.0,-100.0,,-100.0,-100.0
425541,100.0,-100.0,,-100.0,-100.0
425546,100.0,-100.0,,-100.0,-100.0
425566,100.0,-100.0,,-100.0,-100.0
425719,100.0,-100.0,,-100.0,-100.0
425742,100.0,-100.0,,-100.0,-100.0
425746,100.0,-100.0,,-100.0,-100.0
425766,100.0,-100.0,,-100.0,-100.0
425774,100.0,-100.0,,-100.0,-100.0
425792,100.0,-100.0,,-100.0,-100.0
425796,100.0,-100.0,,-100.0,-100.0
425817,100.0,-100.0,,-100.0,-100.0
425821,100.0,-100.0,,-100.0,-100.0
425842,100.0,-100.0,,-100.0,-100.0
425849,100.0,-100.0,,-100.0,-100.0
425867,100.0,-100.0,,-100.0,-100.0
425871,100.0,-100.0,,-100.0,-100.0
425892,100.0,-100.0,,-100.0,-100.0
425995,100.0,-100.0,,-100.0,-100.0
426018,100.0,-100.0,,-100.0,-100.0
426022,100.0,-100.0,,-100.0,-100.0
426043,100.0,-100.0,,-100.0,-100.0
426049,100.0,-100.0,,-100.0,-100.0
426068,100.0,-100.0,,-100.0,-100.0
426073,100.0,-100.0,,-100.0,-100.0
426093,100.0,-100.0,,-100.0,-100.0
426245,100.0,-100.0,,-100.0,-100.0
426268,100.0,-100.0,,-100.0,-100.0
426272,100.0,-100.0,,-100.0,-100.0
426318,100.0,-100.0,,-100.0,-100.0
426322,100.0,-100.0,,-100.0,-100.0
426344,100.0,-100.0,,-100.0,-100.0
426447,100.0,-100.0,,-100.0,-100.0
426470,100.0,-100.0,,-100.0,-100.0
426474,100.0,-100.0,,-100.0,-100.0
426494,100.0,-100.0,,-100.0,-100.0
426500,100.0,-100.0,,-100.0,-100.0
426519,100.0,-100.0,,-100.0,-100.0
426526,100.0,-100.0,,-100.0,-100.0
426544,100.0,-100.0,,-100.0,-100.0
426551,100.0,-100.0,,-100.0,-100.0
426569,100.0,-100.0,,-100.0,-100.0
426697,100.0,-100.0,,-100.0,-100.0
426720,100.0,-100.0,,-100.0,-100.0
426727,100.0,-100.0,,-100.0,-100.0
426745,100.0,-100.0,,-100.0,-100.0
426749,100.0,-100.0,,-100.0,-100.0
426770,100.0,-100.0,,-100.0,-100.0
426774,100.0,-100.0,,-100.0,-100.0
426795,100.0,-100.0,,-100.0,-100.0
426800,100.0,-100.0,,-100.0,-100.0
426820,100.0,-100.0,,-100.0,-100.0
426925,100.0,-100.0,,-100.0,-100.0
426946,100.0,-100.0,,-100.0,-100.0
426951,100.0,-100.0,,-100.0,-100.0
426970,100.0,-100.0,,-100.0,-100.0
426978,100.0,-100.0,,-100.0,-100.0
426996,100.0,-100.0,,-100.0,-100.0
427001,100.0,-100.0,,-100.0,-100.0
427020,100.0,-100.0,,-100.0,-100.0
427025,100.0,-100.0,,-100.0,-100.0
427046,100.0,-100.0,,-100.0,-100.0
427148,100.0,-100.0,,-100.0,-100.0
427171,100.0,-100.0,,-100.0,-100.0
427179,100.0,-100.0,,-100.0,-100.0
427196,100.0,-100.0,,-100.0,-100.0
427202,100.0,-100.0,,-100.0,-100.0
427221,100.0,-100.0,,-100.0,-100.0
427226,100.0,-100.0,,-100.0,-100.0
427247,100.0,-100.0,,-100.0,-100.0
427350,100.0,-100.0,,-100.0,-100.0
427373,100.0,-100.0,,-100.0,-100.0
427378,100.0,-100.0,,-100.0,-100.0
427397,100.0,-100.0,,-100.0,-100.0
427403,100.0,-100.0,,-100.0,-100.0
427422,100.0,-100.0,,-100.0,-100.0
427429,100.0,-100.0,,-100.0,-100.0
427447,100.0,-100.0,,-100.0,-100.0
427576,100.0,-100.0,,-100.0,-100.0
427599,100.0,-100.0,,-100.0,-100.0
427607,100.0,-100.0,,-100.0,-100.0
427623,100.0,-100.0,,-100.0,-100.0
427628,100.0,-100.0,,-100.0,-100.0
427648,100.0,-100.0,,-100.0,-100.0
427652,100.0,-100.0,,-100.0,-100.0
427673,100.0,-100.0,,-100.0,-100.0
427800,100.0,-100.0,,-100.0,-100.0
427824,100.0,-100.0,,-100.0,-100.0
427826,100.0,-100.0,,-100.0,-100.0
427848,100.0,-100.0,,-100.0,-100.0
427852,100.0,-100.0,,-100.0,-100.0
427874,100.0,-100.0,,-100.0,-100.0
427876,100.0,-100.0,,-100.0,-100.0
427899,100.0,-100.0,,-100.0,-100.0
428000,100.0,-100.0,,-100.0,-100.0
428026,100.0,-100.0,,-100.0,-100.0
428029,100.0,-100.0,,-100.0,-100.0
428049,100.0,-100.0,,-100.0,-100.0
428052,100.0,-100.0,,-100.0,-100.0
428074,100.0,-100.0,,-100.0,-100.0
428077,100.0,-100.0,,-100.0,-100.0
