,AM2RT8BYNQFDR,A3TDR6MXS6UO5,A1CF1W8CP0DHB,A1CRR9EZ64R0P
357385,-6.0,100.0,100.0,-87.0
357402,-6.0,100.0,100.0,-87.0
357419,-6.0,100.0,100.0,-87.0
357435,-6.0,100.0,100.0,-87.0
358168,-6.0,100.0,100.0,-87.0
358186,-6.0,100.0,100.0,-87.0
358203,-6.0,100.0,100.0,-87.0
358221,-6.0,100.0,100.0,-87.0
358235,-6.0,100.0,100.0,-87.0
358251,-6.0,100.0,100.0,-87.0
358268,-6.0,100.0,100.0,-87.0
358284,-6.0,100.0,100.0,-87.0
358301,-6.0,100.0,100.0,-87.0
358317,-6.0,100.0,100.0,-87.0
358334,-6.0,100.0,100.0,-87.0
359317,-6.0,100.0,100.0,-87.0
359335,-6.0,100.0,100.0,-87.0
359350,-6.0,100.0,100.0,-87.0
359367,-6.0,100.0,100.0,-87.0
359383,-6.0,100.0,100.0,-87.0
359400,-6.0,100.0,100.0,-87.0
359417,-6.0,100.0,100.0,-87.0
360466,-6.0,100.0,100.0,-87.0
360484,-6.0,100.0,100.0,-87.0
360515,-6.0,100.0,100.0,-87.0
360532,-6.0,100.0,100.0,-87.0
360549,-6.0,100.0,100.0,-87.0
361332,-6.0,100.0,100.0,-87.0
361350,-6.0,100.0,100.0,-87.0
361365,-6.0,100.0,100.0,-87.0
361381,-6.0,100.0,100.0,-87.0
361398,-6.0,100.0,100.0,-87.0
361415,-6.0,100.0,100.0,-87.0
361432,-6.0,100.0,100.0,-87.0
361448,-6.0,100.0,100.0,-87.0
361465,-6.0,100.0,100.0,-87.0
362463,-6.0,100.0,100.0,-87.0
362482,-6.0,100.0,100.0,-87.0
362497,-6.0,100.0,100.0,-87.0
362514,-6.0,100.0,100.0,-87.0
362531,-6.0,100.0,100.0,-87.0
362547,-6.0,100.0,100.0,-87.0
362564,-6.0,100.0,100.0,-87.0
362581,-6.0,100.0,100.0,-87.0
362597,-6.0,100.0,100.0,-87.0
362614,-6.0,100.0,100.0,-87.0
363512,-6.0,100.0,100.0,-87.0
363531,-6.0,100.0,100.0,-87.0
363546,-6.0,100.0,100.0,-87.0
363563,-6.0,100.0,100.0,-87.0
363580,-6.0,100.0,100.0,-87.0
363596,-6.0,100.0,100.0,-87.0
363613,-6.0,100.0,100.0,-87.0
363630,-6.0,100.0,100.0,-87.0
363646,-6.0,100.0,100.0,-87.0
364794,-6.0,100.0,100.0,-87.0
364813,-6.0,100.0,100.0,-87.0
364828,-6.0,100.0,100.0,-87.0
364845,-6.0,100.0,100.0,-87.0
364862,-6.0,100.0,100.0,-87.0
364878,-6.0,100.0,100.0,-87.0
364895,-6.0,100.0,100.0,-87.0
364912,-6.0,100.0,100.0,-87.0
364928,-6.0,100.0,100.0,-87.0
365944,-6.0,100.0,100.0,-87.0
365962,-6.0,100.0,100.0,-87.0
365977,-6.0,100.0,100.0,-87.0
365994,-6.0,100.0,100.0,-87.0
366010,-6.0,100.0,100.0,-87.0
366027,-6.0,100.0,100.0,-87.0
366044,-6.0,100.0,100.0,-87.0
366060,-6.0,100.0,100.0,-87.0
366960,-6.0,100.0,100.0,-87.0
366978,-6.0,100.0,100.0,-87.0
366993,-6.0,100.0,100.0,-87.0
367009,-6.0,100.0,100.0,-87.0
367026,-6.0,100.0,100.0,-87.0
367043,-6.0,100.0,100.0,-87.0
367060,-6.0,100.0,100.0,-87.0
367076,-6.0,100.0,100.0,-87.0
367093,-6.0,100.0,100.0,-87.0
367109,-6.0,100.0,100.0,-87.0
367128,-6.0,100.0,100.0,-87.0
367992,-6.0,100.0,100.0,-87.0
368010,-6.0,100.0,100.0,-87.0
368026,-6.0,100.0,100.0,-87.0
368042,-6.0,100.0,100.0,-87.0
368059,-6.0,100.0,100.0,-87.0
368075,-6.0,100.0,100.0,-87.0
368092,-6.0,100.0,100.0,-87.0
368109,-6.0,100.0,100.0,-87.0
368126,-6.0,100.0,100.0,-87.0
368142,-6.0,100.0,100.0,-87.0
368158,-6.0,100.0,100.0,-87.0
368175,-6.0,100.0,100.0,-87.0
368192,-6.0,100.0,100.0,-87.0
368208,-6.0,100.0,100.0,-87.0
368225,-6.0,100.0,100.0,-87.0
368241,-6.0,100.0,100.0,-87.0
368858,-6.0,100.0,100.0,-87.0
368876,-6.0,100.0,100.0,-87.0
368891,-6.0,100.0,100.0,-87.0
368908,-6.0,100.0,100.0,-87.0
368925,-6.0,100.0,100.0,-87.0
368941,-6.0,100.0,100.0,-87.0
368958,-6.0,100.0,100.0,-87.0
368974,-6.0,100.0,100.0,-87.0
368995,-6.0,100.0,100.0,-87.0
369024,-6.0,100.0,100.0,-87.0
369041,-6.0,100.0,100.0,-87.0
369058,-6.0,100.0,100.0,-87.0
369074,-6.0,100.0,100.0,-87.0
369091,-6.0,100.0,100.0,-87.0
369108,-6.0,100.0,100.0,-87.0
369124,-6.0,100.0,100.0,-87.0
369140,-6.0,100.0,100.0,-87.0
369158,-6.0,100.0,100.0,-87.0
369174,-6.0,100.0,100.0,-87.0
369191,-6.0,100.0,100.0,-87.0
369208,-6.0,100.0,100.0,-87.0
369224,-6.0,100.0,100.0,-87.0
369241,-6.0,100.0,100.0,-87.0
369257,-6.0,100.0,100.0,-87.0
369274,-6.0,100.0,100.0,-87.0
369291,-6.0,100.0,100.0,-87.0
369307,-6.0,100.0,100.0,-87.0
380330,-6.0,100.0,100.0,-87.0
380338,-6.0,100.0,100.0,-87.0
380378,-6.0,100.0,100.0,-87.0
380402,-6.0,100.0,100.0,-87.0
380459,-6.0,100.0,100.0,-87.0
380512,-6.0,100.0,100.0,-87.0
380531,-6.0,100.0,100.0,-87.0
380564,-6.0,100.0,100.0,-87.0
380588,-6.0,100.0,100.0,-87.0
380606,-6.0,100.0,100.0,-87.0
380641,-6.0,100.0,100.0,-87.0
380677,-6.0,100.0,100.0,-87.0
380696,-6.0,100.0,100.0,-87.0
380729,-6.0,100.0,100.0,-87.0
380763,-6.0,100.0,100.0,-87.0
380771,-6.0,100.0,100.0,-87.0
380806,-6.0,100.0,100.0,-87.0
380822,-6.0,100.0,100.0,-87.0
380859,-6.0,100.0,100.0,-87.0
380897,-6.0,100.0,100.0,-87.0
380928,-6.0,100.0,100.0,-87.0
380944,-6.0,100.0,100.0,-87.0
380962,-6.0,100.0,100.0,-87.0
380980,-6.0,100.0,100.0,-87.0
380993,-6.0,100.0,100.0,-87.0
381004,-6.0,100.0,100.0,-87.0
381022,-6.0,100.0,100.0,-87.0
381043,-6.0,100.0,100.0,-87.0
381057,-6.0,100.0,100.0,-87.0
381076,-6.0,100.0,100.0,-87.0
381095,-6.0,100.0,100.0,-87.0
381108,-6.0,100.0,100.0,-87.0
381126,-6.0,100.0,100.0,-87.0
381144,-6.0,100.0,100.0,-87.0
381162,-6.0,100.0,100.0,-87.0
381179,-6.0,100.0,100.0,-87.0
381195,-6.0,100.0,100.0,-87.0
381204,-6.0,100.0,100.0,-87.0
381220,-6.0,100.0,100.0,-87.0
381238,-6.0,100.0,100.0,-87.0
381256,-6.0,100.0,100.0,-87.0
381273,-6.0,100.0,100.0,-87.0
381290,-6.0,100.0,100.0,-87.0
381308,-6.0,100.0,100.0,-87.0
381328,-6.0,100.0,100.0,-87.0
381343,-6.0,100.0,100.0,-87.0
381366,-6.0,100.0,100.0,-87.0
381384,-6.0,100.0,100.0,-87.0
381405,-6.0,100.0,100.0,-87.0
381415,-6.0,100.0,100.0,-87.0
381463,-6.0,100.0,100.0,-87.0
381477,-6.0,100.0,100.0,-87.0
381493,-6.0,100.0,100.0,-87.0
381509,-6.0,100.0,100.0,-87.0
381526,-6.0,100.0,100.0,-87.0
381546,-6.0,100.0,100.0,-87.0
381562,-6.0,100.0,100.0,-87.0
381583,-6.0,100.0,100.0,-87.0
381607,-6.0,100.0,100.0,-87.0
381622,-6.0,100.0,100.0,-87.0
381639,-6.0,100.0,100.0,-87.0
381657,-6.0,100.0,100.0,-87.0
381673,-6.0,100.0,100.0,-87.0
381691,-6.0,100.0,100.0,-87.0
381710,-6.0,100.0,100.0,-87.0
381726,-6.0,100.0,100.0,-87.0
381744,-6.0,100.0,100.0,-87.0
381761,-6.0,100.0,100.0,-87.0
381779,-6.0,100.0,100.0,-87.0
381799,-6.0,100.0,100.0,-87.0
381814,-6.0,100.0,100.0,-87.0
381834,-6.0,100.0,100.0,-87.0
381841,-6.0,100.0,100.0,-87.0
381855,-6.0,100.0,100.0,-87.0
381874,-6.0,100.0,100.0,-87.0
381892,-6.0,100.0,100.0,-87.0
381914,-6.0,100.0,100.0,-87.0
381926,-6.0,100.0,100.0,-87.0
381946,-6.0,100.0,100.0,-87.0
381964,-6.0,100.0,100.0,-87.0
381978,-6.0,100.0,100.0,-87.0
381995,-6.0,100.0,100.0,-87.0
382013,-6.0,100.0,100.0,-87.0
382032,-6.0,100.0,100.0,-87.0
382041,-6.0,100.0,100.0,-87.0
382055,-6.0,100.0,100.0,-87.0
382072,-6.0,100.0,100.0,-87.0
382091,-6.0,100.0,100.0,-87.0
382108,-6.0,100.0,100.0,-87.0
382128,-6.0,100.0,100.0,-87.0
382142,-6.0,100.0,100.0,-87.0
382162,-6.0,100.0,100.0,-87.0
382177,-6.0,100.0,100.0,-87.0
382196,-6.0,100.0,100.0,-87.0
382214,-6.0,100.0,100.0,-87.0
382230,-6.0,100.0,100.0,-87.0
382247,-6.0,100.0,100.0,-87.0
382264,-6.0,100.0,100.0,-87.0
382271,-6.0,100.0,100.0,-87.0
382291,-6.0,100.0,100.0,-87.0
382307,-6.0,100.0,100.0,-87.0
382323,-6.0,100.0,100.0,-87.0
382341,-6.0,100.0,100.0,-87.0
382360,-6.0,100.0,100.0,-87.0
382395,-6.0,100.0,100.0,-87.0
382411,-6.0,100.0,100.0,-87.0
382433,-6.0,100.0,100.0,-87.0
382447,-6.0,100.0,100.0,-87.0
382463,-6.0,100.0,100.0,-87.0
382470,-6.0,100.0,100.0,-87.0
382488,-6.0,100.0,100.0,-87.0
382505,-6.0,100.0,100.0,-87.0
382522,-6.0,100.0,100.0,-87.0
382541,-6.0,100.0,100.0,-87.0
382558,-6.0,100.0,100.0,-87.0
382576,-6.0,100.0,100.0,-87.0
382593,-6.0,100.0,100.0,-87.0
382609,-6.0,100.0,100.0,-87.0
382628,-6.0,100.0,100.0,-87.0
382645,-6.0,100.0,100.0,-87.0
382662,-6.0,100.0,100.0,-87.0
382680,-6.0,100.0,100.0,-87.0
382697,-6.0,100.0,100.0,-87.0
382704,-6.0,100.0,100.0,-87.0
382738,-6.0,100.0,100.0,-87.0
382760,-6.0,100.0,100.0,-87.0
382779,-6.0,100.0,100.0,-87.0
382792,-6.0,100.0,100.0,-87.0
382810,-6.0,100.0,100.0,-87.0
382827,-6.0,100.0,100.0,-87.0
382843,-6.0,100.0,100.0,-87.0
382863,-6.0,100.0,100.0,-87.0
382880,-6.0,100.0,100.0,-87.0
382899,-6.0,100.0,100.0,-87.0
382904,-6.0,100.0,100.0,-87.0
382921,-6.0,100.0,100.0,-87.0
382939,-6.0,100.0,100.0,-87.0
382956,-6.0,100.0,100.0,-87.0
382973,-6.0,100.0,100.0,-87.0
382990,-6.0,100.0,100.0,-87.0
383024,-6.0,100.0,100.0,-87.0
383041,-6.0,100.0,100.0,-87.0
383058,-6.0,100.0,100.0,-87.0
383076,-6.0,100.0,100.0,-87.0
383094,-6.0,100.0,100.0,-87.0
383111,-6.0,100.0,100.0,-87.0
383119,-6.0,100.0,100.0,-87.0
383137,-6.0,100.0,100.0,-87.0
383153,-6.0,100.0,100.0,-87.0
383170,-6.0,100.0,100.0,-87.0
383189,-6.0,100.0,100.0,-87.0
383206,-6.0,100.0,100.0,-87.0
383222,-6.0,100.0,100.0,-87.0
383240,-6.0,100.0,100.0,-87.0
383258,-6.0,100.0,100.0,-87.0
383276,-6.0,100.0,100.0,-87.0
383293,-6.0,100.0,100.0,-87.0
383312,-6.0,100.0,100.0,-87.0
383328,-6.0,100.0,100.0,-87.0
383334,-6.0,100.0,100.0,-87.0
383353,-6.0,100.0,100.0,-87.0
383370,-6.0,100.0,100.0,-87.0
383389,-6.0,100.0,100.0,-87.0
383404,-6.0,100.0,100.0,-87.0
383421,-6.0,100.0,100.0,-87.0
383439,-6.0,100.0,100.0,-87.0
383457,-6.0,100.0,100.0,-87.0
383475,-6.0,100.0,100.0,-87.0
383492,-6.0,100.0,100.0,-87.0
383508,-6.0,100.0,100.0,-87.0
383528,-6.0,100.0,100.0,-87.0
392416,-6.0,100.0,100.0,-87.0
392425,-5.0,100.0,100.0,-87.0
392460,-5.0,100.0,100.0,-87.0
392473,-3.0,100.0,100.0,-87.0
392481,-3.0,100.0,100.0,-87.0
392491,-2.0,100.0,100.0,-87.0
392517,-2.0,100.0,100.0,-87.0
392525,-1.0,100.0,100.0,-87.0
392532,-1.0,100.0,100.0,-87.0
392541,0.0,100.0,100.0,-87.0
392549,0.0,100.0,100.0,-87.0
392558,1.0,100.0,100.0,-87.0
392566,1.0,100.0,100.0,-87.0
392580,2.0,100.0,100.0,-87.0
392600,2.0,100.0,100.0,-87.0
392607,3.0,100.0,100.0,-87.0
392614,3.0,100.0,100.0,-87.0
392623,4.0,100.0,100.0,-87.0
392651,4.0,100.0,100.0,-87.0
392661,5.0,100.0,100.0,-87.0
396711,5.0,100.0,100.0,-87.0
396731,5.0,100.0,100.0,-87.0
396764,5.0,100.0,100.0,-87.0
396777,5.0,100.0,100.0,-87.0
396788,5.0,100.0,100.0,-87.0
396825,5.0,100.0,100.0,-87.0
396841,5.0,100.0,100.0,-87.0
396859,5.0,100.0,100.0,-87.0
396876,5.0,100.0,100.0,-87.0
396911,5.0,100.0,100.0,-87.0
396947,5.0,100.0,100.0,-87.0
396965,5.0,100.0,100.0,-87.0
396988,5.0,100.0,100.0,-87.0
397005,5.0,100.0,100.0,-87.0
397022,5.0,100.0,100.0,-87.0
397041,5.0,100.0,100.0,-87.0
397075,5.0,100.0,100.0,-87.0
397111,5.0,100.0,100.0,-87.0
397129,5.0,100.0,100.0,-87.0
397146,5.0,100.0,100.0,-87.0
397164,5.0,100.0,100.0,-87.0
397198,5.0,100.0,100.0,-87.0
397205,5.0,100.0,100.0,-87.0
397222,5.0,100.0,100.0,-87.0
397240,5.0,100.0,100.0,-87.0
397257,5.0,100.0,100.0,-87.0
397274,5.0,100.0,100.0,-87.0
397310,5.0,100.0,100.0,-87.0
397327,5.0,100.0,100.0,-87.0
397361,5.0,100.0,100.0,-87.0
397379,5.0,100.0,100.0,-87.0
397396,5.0,100.0,100.0,-87.0
397403,5.0,100.0,100.0,-87.0
397420,5.0,100.0,100.0,-87.0
397437,5.0,100.0,100.0,-87.0
397455,5.0,100.0,100.0,-87.0
397473,5.0,100.0,100.0,-87.0
397491,5.0,100.0,100.0,-87.0
397510,5.0,100.0,100.0,-87.0
397525,5.0,100.0,100.0,-87.0
397543,5.0,100.0,100.0,-87.0
397561,5.0,100.0,100.0,-87.0
397579,5.0,100.0,100.0,-87.0
397598,5.0,100.0,100.0,-87.0
397614,5.0,100.0,100.0,-87.0
397630,5.0,100.0,100.0,-87.0
397655,5.0,100.0,100.0,-87.0
397673,5.0,100.0,100.0,-87.0
397690,5.0,100.0,100.0,-87.0
397708,5.0,100.0,100.0,-87.0
397724,5.0,100.0,100.0,-87.0
397743,5.0,100.0,100.0,-87.0
397760,5.0,100.0,100.0,-87.0
397778,5.0,100.0,100.0,-87.0
397795,5.0,100.0,100.0,-87.0
397812,5.0,100.0,100.0,-87.0
397830,5.0,100.0,100.0,-87.0
397837,5.0,100.0,100.0,-87.0
397855,5.0,100.0,100.0,-87.0
397872,5.0,100.0,100.0,-87.0
397894,5.0,100.0,100.0,-87.0
397909,5.0,100.0,100.0,-87.0
397942,5.0,100.0,100.0,-87.0
397959,5.0,100.0,100.0,-87.0
397977,5.0,100.0,100.0,-87.0
397993,5.0,100.0,100.0,-87.0
398012,5.0,100.0,100.0,-87.0
398028,5.0,100.0,100.0,-87.0
398046,5.0,100.0,100.0,-87.0
398053,5.0,100.0,100.0,-87.0
398070,5.0,100.0,100.0,-87.0
398088,5.0,100.0,100.0,-87.0
398105,5.0,100.0,100.0,-87.0
398122,5.0,100.0,100.0,-87.0
398140,5.0,100.0,100.0,-87.0
398158,5.0,100.0,100.0,-87.0
398175,5.0,100.0,100.0,-87.0
398193,5.0,100.0,100.0,-87.0
398210,5.0,100.0,100.0,-87.0
398227,5.0,100.0,100.0,-87.0
398246,5.0,100.0,100.0,-87.0
398262,5.0,100.0,100.0,-87.0
398269,5.0,100.0,100.0,-87.0
398287,5.0,100.0,100.0,-87.0
398305,5.0,100.0,100.0,-87.0
398323,5.0,100.0,100.0,-87.0
398340,5.0,100.0,100.0,-87.0
398358,5.0,100.0,100.0,-87.0
398374,5.0,100.0,100.0,-87.0
398393,5.0,100.0,100.0,-87.0
398431,5.0,100.0,100.0,-87.0
398462,5.0,100.0,100.0,-87.0
398486,5.0,100.0,100.0,-87.0
398504,5.0,100.0,100.0,-87.0
398538,5.0,100.0,100.0,-87.0
398556,5.0,100.0,100.0,-87.0
398574,5.0,100.0,100.0,-87.0
398591,5.0,100.0,100.0,-87.0
398609,5.0,100.0,100.0,-87.0
398625,5.0,100.0,100.0,-87.0
398662,5.0,100.0,100.0,-87.0
398678,5.0,100.0,100.0,-87.0
398686,5.0,100.0,100.0,-87.0
398703,5.0,100.0,100.0,-87.0
398720,5.0,100.0,100.0,-87.0
398738,5.0,100.0,100.0,-87.0
398755,5.0,100.0,100.0,-87.0
398773,5.0,100.0,100.0,-87.0
398790,5.0,100.0,100.0,-87.0
398808,5.0,100.0,100.0,-87.0
398825,5.0,100.0,100.0,-87.0
398842,5.0,100.0,100.0,-87.0
398861,5.0,100.0,100.0,-87.0
398878,5.0,100.0,100.0,-87.0
398896,5.0,100.0,100.0,-87.0
398912,5.0,100.0,100.0,-87.0
398919,5.0,100.0,100.0,-87.0
398936,5.0,100.0,100.0,-87.0
398954,5.0,100.0,100.0,-87.0
398972,5.0,100.0,100.0,-87.0
398990,5.0,100.0,100.0,-87.0
399006,5.0,100.0,100.0,-87.0
399024,5.0,100.0,100.0,-87.0
399042,5.0,100.0,100.0,-87.0
399059,5.0,100.0,100.0,-87.0
399077,5.0,100.0,100.0,-87.0
399097,5.0,100.0,100.0,-87.0
399111,5.0,100.0,100.0,-87.0
399119,5.0,100.0,100.0,-87.0
399136,5.0,100.0,100.0,-87.0
399154,5.0,100.0,100.0,-87.0
399171,5.0,100.0,100.0,-87.0
399188,5.0,100.0,100.0,-87.0
399205,5.0,100.0,100.0,-87.0
399223,5.0,100.0,100.0,-87.0
399241,5.0,100.0,100.0,-87.0
399258,5.0,100.0,100.0,-87.0
399276,5.0,100.0,100.0,-87.0
399294,5.0,100.0,100.0,-87.0
399310,5.0,100.0,100.0,-87.0
399328,5.0,100.0,100.0,-87.0
399353,5.0,100.0,100.0,-87.0
399370,5.0,100.0,100.0,-87.0
399387,5.0,100.0,100.0,-87.0
399405,5.0,100.0,100.0,-87.0
399424,5.0,100.0,100.0,-87.0
399440,5.0,100.0,100.0,-87.0
399457,5.0,100.0,100.0,-87.0
399476,5.0,100.0,100.0,-87.0
399493,5.0,100.0,100.0,-87.0
399510,5.0,100.0,100.0,-87.0
399530,5.0,100.0,100.0,-87.0
399534,5.0,100.0,100.0,-87.0
399551,5.0,100.0,100.0,-87.0
399569,5.0,100.0,100.0,-87.0
399587,5.0,100.0,100.0,-87.0
399605,5.0,100.0,100.0,-87.0
399622,5.0,100.0,100.0,-87.0
399638,5.0,100.0,100.0,-87.0
399656,5.0,100.0,100.0,-87.0
399674,5.0,100.0,100.0,-87.0
399692,5.0,100.0,100.0,-87.0
399709,5.0,100.0,100.0,-87.0
399727,5.0,100.0,100.0,-87.0
399743,5.0,100.0,100.0,-87.0
399761,5.0,100.0,100.0,-87.0
421274,5.0,100.0,100.0,-87.0
421305,5.0,100.0,100.0,-87.0
421396,5.0,100.0,100.0,-87.0
421418,5.0,100.0,100.0,-87.0
421505,5.0,100.0,100.0,-87.0
421535,5.0,100.0,100.0,-87.0
421626,5.0,100.0,100.0,-87.0
421652,5.0,100.0,100.0,-87.0
421717,5.0,100.0,100.0,-87.0
421740,5.0,100.0,100.0,-87.0
421808,5.0,100.0,100.0,-87.0
421833,5.0,100.0,100.0,-87.0
421887,5.0,100.0,100.0,-87.0
421910,5.0,100.0,100.0,-87.0
421979,5.0,100.0,100.0,-87.0
422004,5.0,100.0,100.0,-87.0
422079,5.0,100.0,100.0,-87.0
422108,5.0,100.0,100.0,-87.0
422130,5.0,100.0,100.0,-87.0
422152,5.0,100.0,100.0,-87.0
422230,5.0,100.0,100.0,-87.0
422260,5.0,100.0,100.0,-87.0
422312,5.0,100.0,100.0,-87.0
422325,5.0,100.0,100.0,-87.0
422392,5.0,100.0,100.0,-87.0
422417,5.0,100.0,100.0,-87.0
422440,5.0,100.0,100.0,-87.0
422464,5.0,100.0,100.0,-87.0
422488,5.0,100.0,100.0,-87.0
422507,5.0,100.0,100.0,-87.0
422565,5.0,100.0,100.0,-87.0
422588,5.0,100.0,100.0,-87.0
422658,5.0,100.0,100.0,-87.0
422679,5.0,100.0,100.0,-87.0
422739,5.0,100.0,100.0,-87.0
422759,5.0,100.0,100.0,-87.0
422831,5.0,100.0,100.0,-87.0
422850,5.0,100.0,100.0,-87.0
422878,5.0,100.0,100.0,-87.0
422895,5.0,100.0,100.0,-87.0
422962,5.0,100.0,100.0,-87.0
422969,5.0,100.0,100.0,-87.0
423036,5.0,100.0,100.0,-87.0
423059,5.0,100.0,100.0,-87.0
423126,5.0,100.0,100.0,-87.0
423159,5.0,100.0,100.0,-87.0
423222,5.0,100.0,100.0,-87.0
423266,5.0,100.0,100.0,-87.0
423280,5.0,100.0,100.0,-87.0
423298,5.0,100.0,100.0,-87.0
423329,5.0,100.0,100.0,-87.0
423337,5.0,100.0,100.0,-87.0
423359,5.0,100.0,100.0,-87.0
423374,5.0,100.0,100.0,-87.0
423386,5.0,100.0,100.0,-87.0
423400,5.0,100.0,100.0,-87.0
423408,5.0,100.0,100.0,-87.0
423416,5.0,100.0,100.0,-87.0
423425,5.0,100.0,100.0,-87.0
423433,5.0,100.0,100.0,-87.0
423456,5.0,100.0,100.0,-87.0
423468,5.0,100.0,100.0,-87.0
423494,5.0,100.0,100.0,-87.0
423503,5.0,100.0,100.0,-87.0
423512,5.0,100.0,100.0,-87.0
423521,5.0,100.0,100.0,-87.0
423548,5.0,100.0,100.0,-87.0
423556,5.0,100.0,100.0,-87.0
423581,5.0,100.0,100.0,-87.0
423591,5.0,100.0,100.0,-87.0
423608,5.0,100.0,100.0,-87.0
423617,5.0,100.0,100.0,-87.0
423639,5.0,100.0,100.0,-87.0
423650,5.0,100.0,100.0,-87.0
423658,5.0,100.0,100.0,-87.0
423670,5.0,100.0,100.0,-87.0
423691,5.0,100.0,100.0,-87.0
423703,5.0,100.0,100.0,-87.0
423725,5.0,100.0,100.0,-87.0
423738,5.0,100.0,100.0,-87.0
423747,5.0,100.0,100.0,-87.0
423757,5.0,100.0,100.0,-87.0
423781,5.0,100.0,100.0,-87.0
423790,5.0,100.0,100.0,-87.0
423820,5.0,100.0,100.0,-87.0
423835,5.0,100.0,100.0,-87.0
423855,5.0,100.0,100.0,-87.0
423872,5.0,100.0,100.0,-87.0
423879,5.0,100.0,100.0,-87.0
423887,5.0,100.0,100.0,-87.0
423910,5.0,100.0,100.0,-87.0
423920,5.0,100.0,100.0,-87.0
423928,5.0,100.0,100.0,-87.0
423937,5.0,100.0,100.0,-87.0
423961,5.0,100.0,100.0,-87.0
423971,5.0,100.0,100.0,-87.0
423995,5.0,100.0,100.0,-87.0
424007,5.0,100.0,100.0,-87.0
424017,5.0,100.0,100.0,-87.0
424032,5.0,100.0,100.0,-87.0
424057,5.0,100.0,100.0,-87.0
424071,5.0,100.0,100.0,-87.0
424086,5.0,100.0,100.0,-87.0
424102,5.0,100.0,100.0,-87.0
424140,5.0,100.0,100.0,-87.0
424152,5.0,100.0,100.0,-87.0
424194,5.0,100.0,100.0,-87.0
424206,5.0,100.0,100.0,-87.0
424239,5.0,100.0,100.0,-87.0
424243,5.0,100.0,100.0,-87.0
424284,5.0,100.0,100.0,-87.0
424295,5.0,100.0,100.0,-87.0
424325,5.0,100.0,100.0,-87.0
424336,5.0,100.0,100.0,-87.0
424345,5.0,100.0,100.0,-87.0
424353,5.0,100.0,100.0,-87.0
424381,5.0,100.0,100.0,-87.0
424390,5.0,100.0,100.0,-87.0
424419,5.0,100.0,100.0,-87.0
424432,5.0,100.0,100.0,-87.0
424453,5.0,100.0,100.0,-87.0
424467,5.0,100.0,100.0,-87.0
424479,5.0,100.0,100.0,-87.0
424489,5.0,100.0,100.0,-87.0
424514,5.0,100.0,100.0,-87.0
424522,5.0,100.0,100.0,-87.0
424548,5.0,100.0,100.0,-87.0
424557,5.0,100.0,100.0,-87.0
424589,5.0,100.0,100.0,-87.0
424598,5.0,100.0,100.0,-87.0
424622,5.0,100.0,100.0,-87.0
424633,5.0,100.0,100.0,-87.0
424676,5.0,100.0,100.0,-87.0
424685,5.0,100.0,100.0,-87.0
424712,5.0,100.0,100.0,-87.0
424722,5.0,100.0,100.0,-87.0
424751,5.0,100.0,100.0,-87.0
424763,5.0,100.0,100.0,-87.0
424788,5.0,100.0,100.0,-87.0
424796,5.0,100.0,100.0,-87.0
424821,5.0,100.0,100.0,-87.0
424831,5.0,100.0,100.0,-87.0
424854,5.0,100.0,100.0,-87.0
424865,5.0,100.0,100.0,-87.0
424870,5.0,100.0,100.0,-87.0
424874,5.0,100.0,100.0,-87.0
424899,5.0,100.0,100.0,-87.0
424910,5.0,100.0,100.0,-87.0
424938,5.0,100.0,100.0,-87.0
424947,5.0,100.0,100.0,-87.0
424976,5.0,100.0,100.0,-87.0
424987,5.0,100.0,100.0,-87.0
425020,5.0,100.0,100.0,-87.0
425029,5.0,100.0,100.0,-87.0
425062,5.0,100.0,100.0,-87.0
425070,5.0,100.0,100.0,-87.0
425094,5.0,100.0,100.0,-87.0
425099,5.0,100.0,100.0,-87.0
425125,5.0,100.0,100.0,-87.0
425138,5.0,100.0,100.0,-87.0
425173,5.0,100.0,100.0,-87.0
425181,5.0,100.0,100.0,-87.0
425212,5.0,100.0,100.0,-87.0
425222,5.0,100.0,100.0,-87.0
425236,5.0,100.0,100.0,-87.0
425249,5.0,100.0,100.0,-87.0
425281,5.0,100.0,100.0,-87.0
425296,5.0,100.0,100.0,-87.0
425310,5.0,100.0,100.0,-87.0
425320,5.0,100.0,100.0,-87.0
425348,5.0,100.0,100.0,-87.0
425358,5.0,100.0,100.0,-87.0
425381,5.0,100.0,100.0,-87.0
425389,5.0,100.0,100.0,-87.0
425412,5.0,100.0,100.0,-87.0
425421,5.0,100.0,100.0,-87.0
425445,5.0,100.0,100.0,-87.0
425455,5.0,100.0,100.0,-87.0
425485,5.0,100.0,100.0,-87.0
425495,5.0,100.0,100.0,-87.0
425521,5.0,100.0,100.0,-87.0
425523,5.0,100.0,100.0,-87.0
425558,5.0,100.0,100.0,-87.0
425570,5.0,100.0,100.0,-87.0
425602,5.0,100.0,100.0,-87.0
425612,5.0,100.0,100.0,-87.0
425647,5.0,100.0,100.0,-87.0
425659,5.0,100.0,100.0,-87.0
425680,5.0,100.0,100.0,-87.0
425691,5.0,100.0,100.0,-87.0
425720,5.0,100.0,100.0,-87.0
425731,5.0,100.0,100.0,-87.0
425759,5.0,100.0,100.0,-87.0
425768,5.0,100.0,100.0,-87.0
425793,5.0,100.0,100.0,-87.0
425802,5.0,100.0,100.0,-87.0
425828,5.0,100.0,100.0,-87.0
425837,5.0,100.0,100.0,-87.0
