,A2YN6Z2DAW88X,A3KE7OXK8J5QA,A3TUMZ954ORSU
22743,-100.0,-100.0,-100.0
22754,-100.0,-100.0,-100.0
22755,-100.0,-100.0,-100.0
22759,-100.0,-100.0,-100.0
22765,-100.0,-100.0,-100.0
22788,-100.0,-100.0,-100.0
22794,-100.0,-100.0,-100.0
22800,-100.0,-100.0,-100.0
22805,-100.0,-100.0,-100.0
22810,-100.0,-100.0,-100.0
22819,-100.0,-100.0,-100.0
22832,-100.0,-100.0,-100.0
22838,-100.0,-100.0,-100.0
22842,-100.0,-100.0,-100.0
22849,-100.0,-100.0,-100.0
22855,-100.0,-100.0,-100.0
22859,-100.0,-100.0,-100.0
22870,-100.0,-100.0,-100.0
22873,-100.0,-100.0,-100.0
22878,-100.0,-100.0,-100.0
22905,-100.0,-100.0,-100.0
22926,-100.0,-100.0,-100.0
22955,-100.0,-100.0,-100.0
23056,-100.0,-100.0,-100.0
23062,-100.0,-100.0,-100.0
23078,-100.0,-100.0,-99.0
23086,-100.0,-100.0,-99.0
23088,-100.0,-100.0,-99.0
23095,-100.0,-100.0,-98.66666666666667
23108,-100.0,-100.0,-98.33333333333333
23111,-100.0,-100.0,-98.0
23115,-100.0,-100.0,-98.0
23117,-100.0,-100.0,-97.66666666666667
23122,-100.0,-100.0,-97.33333333333333
23127,-100.0,-100.0,-97.0
23131,-100.0,-100.0,-97.0
23137,-100.0,-100.0,-96.5
23144,-100.0,-100.0,-96.0
23145,-100.0,-100.0,-96.0
23148,-100.0,-100.0,-96.0
23152,-100.0,-100.0,-95.0
23160,-100.0,-100.0,-94.0
23164,-100.0,-100.0,-94.0
23170,-100.0,-100.0,-93.5
23177,-100.0,-100.0,-93.0
23178,-100.0,-100.0,-93.0
23181,-100.0,-100.0,-93.0
23184,-100.0,-100.0,-92.66666666666667
23192,-100.0,-100.0,-92.33333333333333
23194,-100.0,-100.0,-92.0
23196,-100.0,-100.0,-92.0
23198,-100.0,-100.0,-92.0
23206,-100.0,-100.0,-91.5
23210,-100.0,-100.0,-91.0
23214,-100.0,-100.0,-91.0
23227,-100.0,-100.0,-90.0
23228,-100.0,-100.0,-90.0
23231,-100.0,-100.0,-90.0
23233,-100.0,-100.0,-89.66666666666667
23241,-100.0,-100.0,-89.33333333333333
23244,-100.0,-100.0,-89.0
23247,-100.0,-100.0,-89.0
23248,-100.0,-100.0,-88.66666666666667
23259,-100.0,-100.0,-88.33333333333333
23260,-100.0,-100.0,-88.0
23263,-100.0,-100.0,-88.0
23264,-100.0,-100.0,-87.75
23271,-100.0,-100.0,-87.5
23275,-100.0,-100.0,-87.25
23277,-100.0,-100.0,-87.0
23281,-100.0,-100.0,-87.0
23288,-100.0,-100.0,-86.5
23294,-100.0,-100.0,-86.0
23295,-100.0,-100.0,-86.0
23297,-100.0,-100.0,-86.0
23306,-100.0,-100.0,-85.0
23310,-100.0,-100.0,-84.0
23314,-100.0,-100.0,-84.0
23318,-100.0,-100.0,-83.66666666666667
23325,-100.0,-100.0,-83.33333333333333
23327,-100.0,-100.0,-83.0
23330,-100.0,-100.0,-83.0
23331,-100.0,-100.0,-82.66666666666667
23341,-100.0,-100.0,-82.33333333333333
23344,-100.0,-100.0,-82.0
23348,-100.0,-100.0,-82.0
23349,-100.0,-100.0,-82.0
23355,-100.0,-100.0,-81.66666666666667
23359,-100.0,-100.0,-81.33333333333333
23360,-100.0,-100.0,-81.0
23364,-100.0,-100.0,-81.0
23371,-100.0,-100.0,-80.5
23377,-100.0,-100.0,-80.0
23378,-100.0,-100.0,-80.0
23380,-100.0,-100.0,-80.0
23389,-100.0,-100.0,-79.5
23394,-100.0,-100.0,-79.0
23395,-100.0,-100.0,-79.0
23399,-100.0,-100.0,-79.0
23406,-100.0,-100.0,-78.5
23410,-100.0,-100.0,-78.0
23414,-100.0,-100.0,-78.0
23415,-100.0,-100.0,-77.66666666666667
23425,-100.0,-100.0,-77.33333333333333
23427,-100.0,-100.0,-77.0
23429,-100.0,-100.0,-77.0
23430,-100.0,-100.0,-77.0
23435,-100.0,-100.0,-76.75
23438,-100.0,-100.0,-76.5
23442,-100.0,-100.0,-76.25
23443,-100.0,-100.0,-76.0
23447,-100.0,-100.0,-76.0
23456,-100.0,-100.0,-75.75
23458,-100.0,-100.0,-75.5
23459,-100.0,-100.0,-75.25
23460,-100.0,-100.0,-75.0
23463,-100.0,-100.0,-75.0
23470,-100.0,-100.0,-74.33333333333333
23473,-100.0,-100.0,-73.66666666666667
23479,-100.0,-100.0,-73.0
23484,-100.0,-100.0,-73.0
23486,-100.0,-100.0,-72.75
23488,-100.0,-100.0,-72.5
23492,-100.0,-100.0,-72.25
23501,-100.0,-100.0,-72.0
23505,-100.0,-100.0,-72.0
23520,-100.0,-100.0,-71.0
23527,-100.0,-100.0,-70.0
23531,-100.0,-100.0,-70.0
23540,-100.0,-100.0,-69.5
23544,-100.0,-100.0,-69.0
23548,-100.0,-100.0,-69.0
23560,-100.0,-100.0,-68.0
23564,-100.0,-100.0,-68.0
23568,-100.0,-100.0,-67.5
23577,-100.0,-100.0,-67.0
23580,-100.0,-100.0,-67.0
23594,-100.0,-100.0,-66.0
23598,-100.0,-100.0,-66.0
23599,-100.0,-100.0,-65.625
23607,-100.0,-100.0,-65.25
23610,-100.0,-100.0,-65.0
23611,-100.0,-100.0,-65.0
23617,-100.0,-100.0,-65.0
23622,-100.0,-100.0,-64.0
23627,-100.0,-100.0,-63.0
23629,-100.0,-100.0,-63.0
23631,-100.0,-100.0,-63.0
23639,-100.0,-100.0,-62.5
23644,-100.0,-100.0,-62.0
23647,-100.0,-100.0,-62.0
23648,-100.0,-100.0,-62.0
23655,-100.0,-100.0,-61.666666666666664
23659,-100.0,-100.0,-61.333333333333336
23660,-100.0,-100.0,-61.0
23663,-100.0,-100.0,-61.0
23672,-100.0,-100.0,-60.5
23677,-100.0,-100.0,-60.0
23679,-100.0,-100.0,-60.0
23681,-100.0,-100.0,-60.0
23688,-100.0,-100.0,-59.5
23694,-100.0,-100.0,-59.0
23697,-100.0,-100.0,-59.0
23698,-100.0,-100.0,-59.0
23705,-100.0,-100.0,-58.5
23710,-100.0,-100.0,-58.0
23712,-100.0,-100.0,-58.0
23714,-100.0,-100.0,-58.0
23722,-100.0,-100.0,-57.5
23727,-100.0,-100.0,-57.0
23728,-100.0,-100.0,-57.0
23738,-100.0,-100.0,-57.0
23742,-100.0,-100.0,-57.0
23765,-100.0,-100.0,-57.0
23766,-100.0,-100.0,-57.0
23776,-100.0,-100.0,-57.0
23784,-100.0,-100.0,-57.0
23787,-100.0,-100.0,-57.0
23798,-100.0,-100.0,-57.0
23804,-100.0,-100.0,-57.0
23809,-100.0,-100.0,-57.0
23814,-100.0,-100.0,-57.0
23828,-100.0,-100.0,-57.0
23841,-100.0,-100.0,-57.0
23843,-100.0,-100.0,-57.0
23877,-100.0,-100.0,-57.0
23905,-100.0,-100.0,-57.0
23931,-100.0,-100.0,-57.0
23959,-100.0,-100.0,-57.0
25629,-100.0,-100.0,-57.0
25664,-100.0,-100.0,-57.0
25724,-100.0,-100.0,-57.0
25763,-100.0,-100.0,-57.0
25809,-100.0,-100.0,-57.0
25877,-100.0,-100.0,-57.0
25934,-100.0,-100.0,-57.0
26090,-100.0,-100.0,-57.0
26153,-100.0,-100.0,-57.0
26192,-100.0,-100.0,-57.0
26202,-100.0,-100.0,-57.0
26208,-100.0,-100.0,-57.0
26232,-100.0,-100.0,-57.0
26259,-100.0,-100.0,-57.0
26266,-100.0,-100.0,-57.0
26283,-100.0,-100.0,-57.0
26314,-100.0,-100.0,-57.0
26355,-100.0,-100.0,-57.0
26394,-100.0,-100.0,-57.0
26428,-100.0,-100.0,-57.0
26449,-100.0,-100.0,-57.0
26457,-100.0,-100.0,-57.0
26505,-100.0,-100.0,-57.0
26563,-100.0,-100.0,-57.0
26567,-100.0,-100.0,-57.0
26618,-100.0,-100.0,-57.0
26665,-100.0,-100.0,-57.0
26683,-100.0,-100.0,-57.0
26747,-100.0,-100.0,-57.0
26776,-100.0,-100.0,-57.0
26801,-100.0,-100.0,-57.0
26842,-100.0,-100.0,-57.0
26954,-100.0,-100.0,-57.0
27004,-100.0,-100.0,-57.0
27033,-100.0,-100.0,-57.0
27051,-100.0,-100.0,-57.0
27059,-100.0,-100.0,-57.0
27207,-100.0,-100.0,-57.0
27312,-100.0,-100.0,-57.0
27393,-100.0,-100.0,-57.0
27447,-100.0,-100.0,-57.0
27470,-100.0,-100.0,-57.0
27567,-100.0,-100.0,-57.0
27626,-100.0,-100.0,-57.0
27633,-100.0,-100.0,-57.0
27701,-100.0,-100.0,-57.0
27711,-100.0,-100.0,-57.0
27748,-100.0,-100.0,-57.0
27792,-100.0,-100.0,-57.0
27813,-100.0,-100.0,-57.0
27896,-100.0,-100.0,-57.0
27962,-100.0,-100.0,-57.0
27993,-100.0,-100.0,-57.0
28049,-100.0,-100.0,-57.0
28069,-100.0,-100.0,-57.0
28139,-100.0,-100.0,-57.0
28208,-100.0,-100.0,-57.0
28278,-100.0,-100.0,-57.0
28358,-100.0,-100.0,-57.0
28397,-100.0,-100.0,-57.0
28431,-100.0,-100.0,-57.0
28459,-100.0,-100.0,-57.0
28478,-100.0,-100.0,-57.0
28525,-100.0,-100.0,-57.0
28544,-100.0,-100.0,-57.0
28558,-100.0,-100.0,-57.0
28563,-100.0,-100.0,-57.0
28592,-100.0,-100.0,-57.0
28640,-100.0,-100.0,-57.0
28666,-100.0,-100.0,-57.0
28677,-100.0,-100.0,-57.0
28691,-100.0,-100.0,-57.0
28708,-100.0,-100.0,-57.0
28712,-100.0,-100.0,-57.0
28720,-100.0,-100.0,-57.0
28763,-100.0,-100.0,-57.0
28770,-100.0,-100.0,-57.0
28832,-100.0,-100.0,-57.0
28871,-100.0,-100.0,-57.0
28914,-100.0,-100.0,-57.0
28923,-100.0,-100.0,-57.0
28960,-100.0,-100.0,-57.0
28993,-100.0,-100.0,-57.0
29001,-100.0,-100.0,-57.0
29034,-100.0,-100.0,-57.0
29049,-100.0,-100.0,-57.0
29069,-100.0,-100.0,-57.0
29138,-100.0,-100.0,-57.0
29199,-100.0,-100.0,-57.0
29246,-100.0,-100.0,-57.0
29277,-100.0,-100.0,-57.0
29300,-100.0,-100.0,-57.0
29393,-100.0,-100.0,-57.0
29434,-100.0,-100.0,-57.0
29444,-100.0,-100.0,-57.0
29481,-100.0,-100.0,-57.0
29501,-100.0,-100.0,-57.0
29533,-100.0,-100.0,-57.0
29546,-100.0,-100.0,-57.0
29578,-100.0,-100.0,-57.0
29599,-100.0,-100.0,-57.0
29624,-100.0,-100.0,-57.0
29634,-100.0,-100.0,-57.0
29670,-100.0,-100.0,-57.0
29694,-100.0,-100.0,-57.0
29712,-100.0,-100.0,-57.0
29901,-100.0,-100.0,-57.0
29915,-100.0,-100.0,-57.0
29930,-100.0,-100.0,-57.0
29981,-100.0,-100.0,-57.0
29986,-100.0,-100.0,-57.0
29995,-100.0,-100.0,-57.0
30001,-100.0,-100.0,-57.0
30016,-100.0,-100.0,-57.0
30049,-100.0,-100.0,-57.0
30066,-100.0,-100.0,-57.0
30076,-100.0,-100.0,-57.0
30258,-100.0,-100.0,-57.0
30270,-100.0,-100.0,-57.0
30285,-100.0,-100.0,-57.0
30326,-100.0,-100.0,-57.0
30336,-100.0,-100.0,-57.0
30344,-100.0,-100.0,-57.0
30376,-100.0,-100.0,-57.0
30389,-100.0,-100.0,-57.0
30407,-100.0,-100.0,-57.0
30411,-100.0,-100.0,-57.0
30444,-100.0,-100.0,-57.0
30461,-100.0,-100.0,-57.0
30496,-100.0,-100.0,-57.0
30508,-100.0,-100.0,-57.0
30537,-100.0,-100.0,-57.0
30555,-100.0,-100.0,-57.0
30614,-100.0,-100.0,-57.0
30626,-100.0,-100.0,-57.0
30649,-100.0,-100.0,-57.0
30659,-100.0,-100.0,-57.0
30681,-100.0,-100.0,-57.0
30692,-100.0,-100.0,-57.0
30712,-100.0,-100.0,-57.0
30728,-100.0,-100.0,-57.0
30730,-100.0,-100.0,-57.0
30762,-100.0,-100.0,-57.0
30789,-100.0,-100.0,-57.0
30796,-100.0,-100.0,-57.0
30837,-100.0,-100.0,-57.0
30842,-100.0,-100.0,-57.0
30885,-100.0,-100.0,-57.0
30903,-100.0,-100.0,-57.0
30911,-100.0,-100.0,-57.0
30919,-100.0,-100.0,-57.0
30946,-100.0,-100.0,-57.0
30962,-100.0,-100.0,-57.0
30972,-100.0,-100.0,-57.0
31038,-100.0,-100.0,-57.0
31049,-100.0,-100.0,-57.0
31086,-100.0,-100.0,-57.0
31091,-100.0,-100.0,-57.0
31202,-100.0,-100.0,-57.0
31293,-100.0,-100.0,-57.0
31354,-100.0,-100.0,-57.0
31366,-100.0,-100.0,-57.0
31384,-100.0,-100.0,-57.0
31416,-100.0,-100.0,-57.0
31428,-100.0,-100.0,-57.0
31468,-100.0,-100.0,-57.0
32126,-100.0,-100.0,-57.0
32146,-100.0,-100.0,-57.0
32163,-100.0,-100.0,-57.0
32182,-100.0,-100.0,-57.0
32193,-100.0,-100.0,-57.0
32219,-100.0,-100.0,-57.0
32229,-100.0,-100.0,-57.0
32242,-100.0,-100.0,-57.0
32257,-100.0,-100.0,-57.0
32276,-100.0,-100.0,-57.0
32291,-100.0,-100.0,-57.0
32308,-100.0,-100.0,-57.0
32327,-100.0,-100.0,-57.0
32354,-100.0,-100.0,-57.0
32371,-100.0,-100.0,-57.0
32397,-100.0,-100.0,-57.0
32404,-100.0,-100.0,-57.0
32420,-100.0,-100.0,-57.0
32437,-100.0,-100.0,-57.0
32456,-100.0,-100.0,-57.0
32472,-100.0,-100.0,-57.0
32490,-100.0,-100.0,-57.0
32509,-100.0,-100.0,-57.0
32524,-100.0,-100.0,-57.0
32543,-100.0,-100.0,-57.0
32560,-100.0,-100.0,-57.0
32577,-100.0,-100.0,-57.0
32596,-100.0,-100.0,-57.0
32602,-100.0,-100.0,-57.0
32619,-100.0,-100.0,-57.0
32638,-100.0,-100.0,-57.0
32646,-100.0,-100.0,-57.0
32655,-100.0,-100.0,-57.0
32669,-100.0,-100.0,-57.0
32673,-100.0,-100.0,-57.0
32689,-100.0,-100.0,-57.0
32694,-100.0,-100.0,-57.0
32708,-100.0,-100.0,-57.0
32723,-100.0,-100.0,-57.0
32728,-100.0,-100.0,-57.0
32741,-100.0,-100.0,-57.0
32760,-100.0,-100.0,-57.0
32761,-100.0,-100.0,-57.0
32776,-100.0,-100.0,-57.0
32796,-100.0,-100.0,-57.0
32811,-100.0,-100.0,-57.0
32829,-100.0,-100.0,-57.0
32837,-100.0,-100.0,-57.0
32844,-100.0,-100.0,-57.0
32854,-100.0,-100.0,-57.0
32861,-100.0,-100.0,-57.0
32872,-100.0,-100.0,-57.0
32889,-100.0,-100.0,-57.0
32894,-100.0,-100.0,-57.0
32906,-100.0,-100.0,-57.0
32924,-100.0,-100.0,-57.0
32927,-100.0,-100.0,-57.0
32944,-100.0,-100.0,-57.0
32960,-100.0,-100.0,-57.0
32980,-100.0,-100.0,-57.0
32981,-100.0,-100.0,-57.0
32998,-100.0,-100.0,-57.0
33024,-100.0,-100.0,-57.0
33028,-100.0,-100.0,-57.0
33041,-100.0,-100.0,-57.0
33060,-100.0,-100.0,-57.0
33061,-100.0,-100.0,-57.0
33070,-100.0,-100.0,-57.0
33079,-100.0,-100.0,-57.0
33089,-100.0,-100.0,-57.0
33098,-100.0,-100.0,-57.0
33107,-100.0,-100.0,-57.0
33125,-100.0,-100.0,-57.0
33129,-100.0,-100.0,-57.0
33140,-100.0,-100.0,-57.0
33152,-100.0,-100.0,-57.0
33157,-100.0,-100.0,-57.0
33176,-100.0,-100.0,-57.0
33181,-100.0,-100.0,-57.0
33199,-100.0,-100.0,-57.0
33214,-100.0,-100.0,-57.0
33227,-100.0,-100.0,-57.0
33229,-100.0,-100.0,-57.0
33246,-100.0,-100.0,-57.0
33254,-100.0,-100.0,-57.0
33260,-100.0,-100.0,-57.0
33269,-100.0,-100.0,-57.0
33286,-100.0,-100.0,-57.0
33294,-100.0,-100.0,-57.0
33297,-100.0,-100.0,-57.0
33309,-100.0,-100.0,-57.0
33322,-100.0,-100.0,-57.0
33349,-100.0,-100.0,-57.0
33364,-100.0,-100.0,-57.0
33384,-100.0,-100.0,-57.0
33393,-100.0,-100.0,-57.0
33409,-100.0,-100.0,-57.0
33429,-100.0,-100.0,-57.0
33434,-100.0,-100.0,-57.0
33441,-100.0,-100.0,-57.0
33446,-100.0,-100.0,-57.0
33453,-100.0,-100.0,-57.0
33463,-100.0,-100.0,-57.0
33470,-100.0,-100.0,-57.0
33483,-100.0,-100.0,-57.0
33486,-100.0,-100.0,-57.0
33488,-100.0,-100.0,-57.0
33504,-100.0,-100.0,-57.0
33523,-100.0,-100.0,-57.0
33541,-100.0,-100.0,-57.0
33557,-100.0,-100.0,-57.0
33573,-100.0,-100.0,-57.0
33576,-100.0,-100.0,-57.0
33596,-100.0,-100.0,-57.0
33606,-100.0,-100.0,-57.0
33612,-100.0,-100.0,-57.0
33617,-100.0,-100.0,-57.0
33626,-100.0,-100.0,-57.0
33631,-100.0,-100.0,-57.0
33643,-100.0,-100.0,-57.0
33644,-100.0,-100.0,-57.0
33660,-100.0,-100.0,-57.0
33680,-100.0,-100.0,-57.0
33686,-100.0,-100.0,-57.0
33704,-100.0,-100.0,-57.0
33721,-100.0,-100.0,-57.0
33739,-100.0,-100.0,-57.0
33757,-100.0,-100.0,-57.0
33760,-100.0,-100.0,-57.0
33775,-100.0,-100.0,-57.0
33778,-100.0,-100.0,-57.0
33792,-100.0,-100.0,-57.0
33797,-100.0,-100.0,-57.0
33809,-100.0,-100.0,-57.0
33811,-100.0,-100.0,-57.0
33825,-100.0,-100.0,-57.0
33844,-100.0,-100.0,-57.0
33861,-100.0,-100.0,-57.0
33880,-100.0,-100.0,-57.0
33885,-100.0,-100.0,-57.0
33903,-100.0,-100.0,-57.0
33911,-100.0,-100.0,-57.0
33921,-100.0,-100.0,-57.0
33936,-100.0,-100.0,-57.0
33938,-100.0,-100.0,-57.0
33956,-100.0,-100.0,-57.0
33963,-100.0,-100.0,-57.0
33974,-100.0,-100.0,-57.0
33978,-100.0,-100.0,-57.0
33990,-100.0,-100.0,-57.0
34010,-100.0,-100.0,-57.0
34025,-100.0,-100.0,-57.0
34044,-100.0,-100.0,-57.0
34059,-100.0,-100.0,-57.0
34076,-100.0,-100.0,-57.0
34078,-100.0,-100.0,-57.0
34093,-100.0,-100.0,-57.0
34097,-100.0,-100.0,-57.0
34108,-100.0,-100.0,-57.0
34112,-100.0,-100.0,-57.0
34121,-100.0,-100.0,-57.0
34126,-100.0,-100.0,-57.0
34137,-100.0,-100.0,-57.0
34155,-100.0,-100.0,-57.0
34173,-100.0,-100.0,-57.0
34192,-100.0,-100.0,-57.0
34207,-100.0,-100.0,-57.0
34209,-100.0,-100.0,-57.0
34225,-100.0,-100.0,-57.0
34228,-100.0,-100.0,-57.0
34242,-100.0,-100.0,-57.0
34244,-100.0,-100.0,-57.0
34247,-100.0,-100.0,-57.0
34257,-100.0,-100.0,-57.0
34260,-100.0,-100.0,-57.0
34277,-100.0,-100.0,-57.0
34278,-100.0,-100.0,-57.0
34296,-100.0,-100.0,-57.0
34297,-100.0,-100.0,-57.0
34312,-100.0,-100.0,-57.0
34318,-100.0,-100.0,-57.0
34337,-100.0,-100.0,-57.0
34343,-100.0,-100.0,-57.0
34353,-100.0,-100.0,-57.0
34364,-100.0,-100.0,-57.0
34365,-100.0,-100.0,-57.0
34371,-100.0,-100.0,-57.0
34373,-100.0,-100.0,-57.0
34388,-100.0,-100.0,-57.0
34392,-100.0,-100.0,-57.0
34405,-100.0,-100.0,-57.0
34407,-100.0,-100.0,-57.0
34408,-100.0,-100.0,-57.0
34425,-100.0,-100.0,-57.0
34427,-100.0,-100.0,-57.0
34442,-100.0,-100.0,-57.0
34444,-100.0,-100.0,-57.0
34450,-100.0,-100.0,-57.0
34460,-100.0,-100.0,-57.0
34472,-100.0,-100.0,-57.0
34475,-100.0,-100.0,-57.0
34478,-100.0,-100.0,-57.0
34479,-100.0,-100.0,-57.0
34496,-100.0,-100.0,-57.0
34536,-100.0,-100.0,-57.0
34556,-100.0,-100.0,-57.0
34574,-100.0,-100.0,-57.0
34594,-100.0,-100.0,-57.0
34627,-100.0,-100.0,-57.0
34629,-100.0,-100.0,-57.0
34643,-100.0,-100.0,-57.0
34644,-100.0,-100.0,-57.0
34656,-100.0,-100.0,-57.0
34673,-100.0,-100.0,-57.0
34676,-100.0,-100.0,-57.0
34761,-100.0,-100.0,-57.0
34763,-100.0,-100.0,-57.0
34781,-100.0,-100.0,-57.0
34796,-100.0,-100.0,-57.0
34802,-100.0,-100.0,-57.0
34811,-100.0,-100.0,-57.0
34826,-100.0,-100.0,-57.0
34829,-100.0,-100.0,-57.0
34844,-100.0,-100.0,-57.0
34845,-100.0,-100.0,-57.0
34880,-100.0,-100.0,-57.0
34906,-100.0,-100.0,-57.0
34926,-100.0,-100.0,-57.0
34951,-100.0,-100.0,-57.0
34966,-100.0,-100.0,-57.0
34978,-100.0,-100.0,-57.0
34986,-100.0,-100.0,-57.0
34995,-100.0,-100.0,-57.0
35011,-100.0,-100.0,-57.0
35025,-100.0,-100.0,-57.0
35046,-100.0,-100.0,-57.0
35129,-100.0,-100.0,-57.0
35147,-100.0,-100.0,-57.0
35157,-100.0,-100.0,-57.0
35165,-100.0,-100.0,-57.0
35175,-100.0,-100.0,-57.0
35196,-100.0,-100.0,-57.0
35213,-100.0,-100.0,-57.0
35295,-100.0,-100.0,-57.0
35305,-100.0,-100.0,-57.0
35315,-100.0,-100.0,-57.0
35333,-100.0,-100.0,-57.0
35346,-100.0,-100.0,-57.0
35347,-100.0,-100.0,-57.0
35366,-100.0,-100.0,-57.0
35371,-100.0,-100.0,-57.0
35381,-100.0,-100.0,-57.0
35400,-100.0,-100.0,-57.0
35426,-100.0,-100.0,-57.0
35459,-100.0,-100.0,-57.0
35474,-100.0,-100.0,-57.0
35481,-100.0,-100.0,-57.0
35499,-100.0,-100.0,-57.0
35510,-100.0,-100.0,-57.0
35523,-100.0,-100.0,-57.0
35539,-100.0,-100.0,-57.0
35544,-100.0,-100.0,-57.0
35644,-100.0,-100.0,-57.0
35662,-100.0,-100.0,-57.0
35681,-100.0,-100.0,-57.0
35693,-100.0,-100.0,-57.0
35794,-100.0,-100.0,-57.0
35813,-100.0,-100.0,-57.0
35825,-100.0,-100.0,-57.0
35844,-100.0,-100.0,-57.0
35862,-100.0,-100.0,-57.0
35881,-100.0,-100.0,-57.0
35976,-100.0,-100.0,-57.0
35997,-100.0,-100.0,-57.0
36015,-100.0,-100.0,-57.0
36026,-100.0,-100.0,-57.0
36043,-100.0,-100.0,-57.0
36145,-100.0,-100.0,-57.0
36167,-100.0,-100.0,-57.0
36182,-100.0,-100.0,-57.0
36192,-100.0,-100.0,-57.0
36212,-100.0,-100.0,-57.0
36227,-100.0,-100.0,-57.0
36326,-100.0,-100.0,-57.0
36350,-100.0,-100.0,-57.0
36365,-100.0,-100.0,-57.0
36373,-100.0,-100.0,-57.0
36397,-100.0,-100.0,-57.0
36414,-100.0,-100.0,-57.0
36629,-100.0,-100.0,-57.0
36650,-100.0,-100.0,-57.0
36665,-100.0,-100.0,-57.0
36679,-100.0,-100.0,-57.0
36698,-100.0,-100.0,-57.0
36714,-100.0,-100.0,-57.0
36733,-100.0,-100.0,-57.0
36747,-100.0,-100.0,-57.0
36764,-100.0,-100.0,-57.0
36781,-100.0,-100.0,-57.0
36795,-100.0,-100.0,-57.0
38616,-100.0,-100.0,-57.0
38617,-100.0,-100.0,-57.0
38636,-100.0,-100.0,-57.0
38681,-100.0,-100.0,-57.0
38694,-100.0,-100.0,-57.0
38709,-100.0,-100.0,-57.0
38726,-100.0,-100.0,-57.0
38747,-100.0,-100.0,-57.0
38764,-100.0,-100.0,-57.0
38787,-100.0,-100.0,-57.0
38801,-100.0,-100.0,-57.0
38818,-100.0,-100.0,-57.0
38834,-100.0,-100.0,-57.0
38851,-100.0,-100.0,-57.0
38856,-100.0,-100.0,-57.0
38875,-100.0,-100.0,-57.0
38892,-100.0,-100.0,-57.0
38908,-100.0,-100.0,-57.0
38909,-100.0,-100.0,-57.0
39216,-100.0,-100.0,-57.0
39251,-100.0,-100.0,-57.0
39271,-100.0,-100.0,-57.0
39342,-100.0,-100.0,-57.0
39450,-100.0,-100.0,-57.0
39500,-100.0,-100.0,-57.0
39569,-100.0,-100.0,-57.0
39619,-100.0,-100.0,-57.0
39636,-100.0,-100.0,-57.0
39717,-100.0,-100.0,-57.0
39756,-100.0,-100.0,-57.0
39789,-100.0,-100.0,-57.0
39821,-100.0,-100.0,-57.0
39857,-100.0,-100.0,-57.0
39870,-100.0,-100.0,-57.0
39894,-100.0,-100.0,-57.0
39929,-100.0,-100.0,-57.0
39949,-100.0,-100.0,-57.0
39974,-100.0,-100.0,-57.0
40005,-100.0,-100.0,-57.0
40036,-100.0,-100.0,-57.0
40184,-100.0,-100.0,-57.0
40253,-100.0,-100.0,-57.0
40278,-100.0,-100.0,-57.0
40288,-100.0,-100.0,-57.0
40319,-100.0,-100.0,-57.0
40331,-100.0,-100.0,-57.0
40360,-100.0,-100.0,-57.0
40460,-100.0,-100.0,-57.0
40526,-100.0,-100.0,-57.0
40542,-100.0,-100.0,-57.0
40574,-100.0,-100.0,-57.0
40588,-100.0,-100.0,-57.0
40597,-100.0,-100.0,-57.0
40599,-100.0,-100.0,-57.0
40632,-100.0,-100.0,-57.0
40648,-100.0,-100.0,-57.0
40666,-100.0,-100.0,-57.0
40706,-100.0,-100.0,-57.0
40737,-100.0,-100.0,-57.0
40775,-100.0,-100.0,-57.0
40790,-100.0,-100.0,-57.0
40824,-100.0,-100.0,-57.0
41010,-100.0,-100.0,-57.0
41074,-100.0,-100.0,-57.0
41120,-100.0,-100.0,-57.0
41139,-100.0,-100.0,-57.0
41215,-100.0,-100.0,-57.0
41429,-100.0,-100.0,-57.0
41443,-100.0,-100.0,-57.0
41463,-100.0,-100.0,-57.0
41477,-100.0,-100.0,-57.0
41542,-100.0,-100.0,-57.0
41550,-100.0,-100.0,-57.0
41592,-100.0,-100.0,-57.0
41790,-100.0,-100.0,-57.0
41832,-100.0,-100.0,-57.0
41851,-100.0,-100.0,-57.0
41878,-100.0,-100.0,-57.0
41900,-100.0,-100.0,-57.0
41969,-100.0,-100.0,-57.0
41989,-100.0,-100.0,-57.0
42179,-100.0,-100.0,-57.0
42194,-100.0,-100.0,-57.0
42219,-100.0,-100.0,-57.0
42234,-100.0,-100.0,-57.0
42257,-100.0,-100.0,-57.0
42358,-100.0,-100.0,-57.0
42435,-100.0,-100.0,-57.0
42451,-100.0,-100.0,-57.0
42484,-100.0,-100.0,-57.0
42492,-100.0,-100.0,-57.0
42522,-100.0,-100.0,-57.0
42530,-100.0,-100.0,-57.0
42545,-100.0,-100.0,-57.0
42553,-100.0,-100.0,-57.0
42615,-100.0,-100.0,-57.0
42633,-100.0,-100.0,-57.0
42655,-100.0,-100.0,-57.0
42673,-100.0,-100.0,-57.0
42696,-100.0,-100.0,-57.0
42748,-100.0,-100.0,-57.0
42764,-100.0,-100.0,-57.0
42778,-100.0,-100.0,-57.0
42792,-100.0,-100.0,-57.0
42804,-100.0,-100.0,-57.0
42821,-100.0,-100.0,-57.0
42918,-100.0,-100.0,-57.0
42937,-100.0,-100.0,-57.0
42969,-100.0,-100.0,-57.0
42985,-100.0,-100.0,-57.0
43003,-100.0,-100.0,-57.0
43019,-100.0,-100.0,-57.0
43035,-100.0,-100.0,-57.0
43051,-100.0,-100.0,-57.0
43068,-100.0,-100.0,-57.0
