,AJSW1J6VE37BL,A1NRY8F9U4AYE,A11PJ3TQ4LWGW,A1EUJEHDI66UT,A73CNVUAKO1AY
202490,-31.0,,100.0,,100.0
202520,-31.0,,100.0,,100.0
202528,-31.0,,100.0,,100.0
202554,-31.0,,100.0,,100.0
202565,-31.0,,100.0,,100.0
202687,-31.0,,100.0,,100.0
202702,-31.0,,100.0,,100.0
202726,-31.0,,100.0,,100.0
202731,-31.0,,100.0,,100.0
202756,-31.0,,100.0,,100.0
202766,-31.0,,100.0,,100.0
202791,-31.0,,100.0,,100.0
202801,-31.0,,100.0,,100.0
202825,-31.0,,100.0,,100.0
202835,-31.0,,100.0,,100.0
202869,-31.0,,100.0,,100.0
202877,-31.0,,100.0,,100.0
202895,-31.0,,100.0,,100.0
202905,-31.0,,100.0,,100.0
202915,-31.0,,100.0,,100.0
202933,-31.0,,100.0,,100.0
202971,-31.0,,100.0,,100.0
202980,-31.0,,100.0,,100.0
202992,-31.0,,100.0,,100.0
203005,-31.0,,100.0,,100.0
203035,-31.0,,100.0,,100.0
203043,-31.0,,100.0,,100.0
203070,-31.0,,100.0,,100.0
203079,-31.0,,100.0,,100.0
203092,-31.0,,100.0,,100.0
203103,-31.0,,100.0,,100.0
203119,-31.0,,100.0,,100.0
203130,-31.0,,100.0,,100.0
203155,-31.0,,100.0,,100.0
203169,-31.0,,100.0,,100.0
203199,-31.0,,100.0,,100.0
203209,-31.0,,100.0,,100.0
203220,-31.0,,100.0,,100.0
203231,-31.0,,100.0,,100.0
203261,-31.0,,100.0,,100.0
203270,-31.0,,100.0,,100.0
203303,-31.0,,100.0,,100.0
203314,-31.0,,100.0,,100.0
203338,-31.0,,100.0,,100.0
203354,-31.0,,100.0,,100.0
203366,-31.0,,100.0,,100.0
203379,-31.0,,100.0,,100.0
203408,-31.0,,100.0,,100.0
203426,-31.0,,100.0,,100.0
203458,-31.0,,100.0,,100.0
203470,-31.0,,100.0,,100.0
203478,-31.0,,100.0,,100.0
203489,-31.0,,100.0,,100.0
203501,-31.0,,100.0,,100.0
203513,-31.0,,100.0,,100.0
203523,-31.0,,100.0,,100.0
203538,-31.0,,100.0,,100.0
203552,-31.0,,100.0,,100.0
203564,-31.0,,100.0,,100.0
203593,-31.0,,100.0,,100.0
203601,-31.0,,100.0,,100.0
203632,-31.0,,100.0,,100.0
203640,-31.0,,100.0,,100.0
203668,-31.0,,100.0,,100.0
203674,-31.0,,100.0,,100.0
203686,-31.0,,100.0,,100.0
203705,-31.0,,100.0,,100.0
203735,-31.0,,100.0,,100.0
203737,-31.0,,100.0,,100.0
203771,-31.0,,100.0,,100.0
203785,-31.0,,100.0,,100.0
203793,-31.0,,100.0,,100.0
203803,-31.0,,100.0,,100.0
203833,-31.0,,100.0,,100.0
203846,-31.0,,100.0,,100.0
203857,-31.0,,100.0,,100.0
203871,-31.0,,100.0,,100.0
203886,-31.0,,100.0,,100.0
203897,-31.0,,100.0,,100.0
203930,-31.0,,100.0,,100.0
203941,-31.0,,100.0,,100.0
203962,-31.0,,100.0,,100.0
203969,-31.0,,100.0,,100.0
203979,-31.0,,100.0,,100.0
203994,-31.0,,100.0,,100.0
204030,-31.0,,100.0,,100.0
204052,-31.0,,100.0,,100.0
204060,-31.0,,100.0,,100.0
204086,-31.0,,100.0,,100.0
204098,-31.0,,100.0,,100.0
204136,-31.0,,100.0,,100.0
204166,-31.0,,100.0,,100.0
204170,-31.0,,100.0,,100.0
204189,-31.0,,100.0,,100.0
204198,-31.0,,100.0,,100.0
204216,-31.0,,100.0,,100.0
204228,-31.0,,100.0,,100.0
204252,-31.0,,100.0,,100.0
204268,-31.0,,100.0,,100.0
204291,-31.0,,100.0,,100.0
204300,-31.0,,100.0,,100.0
204320,-31.0,,100.0,,100.0
204334,-31.0,,100.0,,100.0
204339,-31.0,,100.0,,100.0
204352,-31.0,,100.0,,100.0
204374,-31.0,,100.0,,100.0
204386,-31.0,,100.0,,100.0
204390,-31.0,,100.0,,100.0
204391,-31.0,,100.0,,100.0
204422,-31.0,,100.0,,100.0
204435,-31.0,,100.0,,100.0
204457,-31.0,,100.0,,100.0
204468,-31.0,,100.0,,100.0
204493,-31.0,,100.0,,100.0
204501,-31.0,,100.0,,100.0
204523,-31.0,,100.0,,100.0
204537,-31.0,,100.0,,100.0
204545,-31.0,,100.0,,100.0
204567,-31.0,,100.0,,100.0
204588,-31.0,,100.0,,100.0
204594,-31.0,,100.0,,100.0
204619,-31.0,,100.0,,100.0
204625,-31.0,,100.0,,100.0
204631,-31.0,,100.0,,100.0
204642,-31.0,,100.0,,100.0
204665,-31.0,,100.0,,100.0
204680,-31.0,,100.0,,100.0
204704,-31.0,,100.0,,100.0
204713,-31.0,,100.0,,100.0
204719,-31.0,,100.0,,100.0
204730,-31.0,,100.0,,100.0
204737,-31.0,,100.0,,100.0
204751,-31.0,,100.0,,100.0
204770,-31.0,,100.0,,100.0
204783,-31.0,,100.0,,100.0
204788,-31.0,,100.0,,100.0
204800,-31.0,,100.0,,100.0
204806,-31.0,,100.0,,100.0
204816,-31.0,,100.0,,100.0
204830,-31.0,,100.0,,100.0
204841,-31.0,,100.0,,100.0
204863,-31.0,,100.0,,100.0
204877,-31.0,,100.0,,100.0
204883,-31.0,,100.0,,100.0
204894,-31.0,,100.0,,100.0
204923,-31.0,,100.0,,100.0
204932,-31.0,,100.0,,100.0
204955,-31.0,,100.0,,100.0
204967,-31.0,,100.0,,100.0
204993,-31.0,,100.0,,100.0
205007,-31.0,,100.0,,100.0
205016,-31.0,,100.0,,100.0
205024,-31.0,,100.0,,100.0
205030,-31.0,,100.0,,100.0
205042,-31.0,,100.0,,100.0
205047,-31.0,,100.0,,100.0
205058,-31.0,,100.0,,100.0
205082,-31.0,,100.0,,100.0
205094,-31.0,,100.0,,100.0
205120,-31.0,,100.0,,100.0
205128,-31.0,,100.0,,100.0
205134,-31.0,,100.0,,100.0
205145,-31.0,,100.0,,100.0
205153,-31.0,,100.0,,100.0
205165,-31.0,,100.0,,100.0
205187,-31.0,,100.0,,100.0
205198,-31.0,,100.0,,100.0
205206,-31.0,,100.0,,100.0
205216,-31.0,,100.0,,100.0
205239,-31.0,,100.0,,100.0
205240,-31.0,,100.0,,100.0
205246,-31.0,,100.0,,100.0
205258,-31.0,,100.0,,100.0
205281,-31.0,,100.0,,100.0
205292,-31.0,,100.0,,100.0
205299,-31.0,,100.0,,100.0
205309,-31.0,,100.0,,100.0
205316,-31.0,,100.0,,100.0
205328,-31.0,,100.0,,100.0
205354,-31.0,,100.0,,100.0
205361,-31.0,,100.0,,100.0
205369,-31.0,,100.0,,100.0
205381,-31.0,,100.0,,100.0
205408,-31.0,,100.0,,100.0
205419,-31.0,,100.0,,100.0
205442,-31.0,,100.0,,100.0
205455,-31.0,,100.0,,100.0
205463,-31.0,,100.0,,100.0
205473,-31.0,,100.0,,100.0
205497,-31.0,,100.0,,100.0
205509,-31.0,,100.0,,100.0
205533,-31.0,,100.0,,100.0
205545,-31.0,,100.0,,100.0
205552,-31.0,,100.0,,100.0
205561,-31.0,,100.0,,100.0
205585,-31.0,,100.0,,100.0
205596,-31.0,,100.0,,100.0
205606,-31.0,,100.0,,100.0
205619,-31.0,,100.0,,100.0
205638,-31.0,,100.0,,100.0
205648,-31.0,,100.0,,100.0
205656,-31.0,,100.0,,100.0
205669,-31.0,,100.0,,100.0
205675,-31.0,,100.0,,100.0
205678,-31.0,,100.0,,100.0
205690,-31.0,,100.0,,100.0
205699,-31.0,,100.0,,100.0
205727,-31.0,,100.0,,100.0
205752,-31.0,,100.0,,100.0
205760,-31.0,,100.0,,100.0
205784,-31.0,,100.0,,100.0
205800,-31.0,,100.0,,100.0
205807,-31.0,,100.0,,100.0
205818,-31.0,,100.0,,100.0
205841,-31.0,,100.0,,100.0
205851,-31.0,,100.0,,100.0
205874,-31.0,,100.0,,100.0
205890,-31.0,,100.0,,100.0
205917,-31.0,,100.0,,100.0
205924,-31.0,,100.0,,100.0
205948,-31.0,,100.0,,100.0
205959,-31.0,,100.0,,100.0
205966,-31.0,,100.0,,100.0
205977,-31.0,,100.0,,100.0
206000,-31.0,,100.0,,100.0
206011,-31.0,,100.0,,100.0
206037,-31.0,,100.0,,100.0
206047,-31.0,,100.0,,100.0
206053,-31.0,,100.0,,100.0
206064,-31.0,,100.0,,100.0
206087,-31.0,,100.0,,100.0
206092,-31.0,,100.0,,100.0
206099,-31.0,,100.0,,100.0
206111,-31.0,,100.0,,100.0
206135,-31.0,,100.0,,100.0
206142,-31.0,,100.0,,100.0
206172,-31.0,,100.0,,100.0
206180,-31.0,,100.0,,100.0
206208,-31.0,,100.0,,100.0
206221,-31.0,,100.0,,100.0
206241,-31.0,,100.0,,100.0
206250,-31.0,,100.0,,100.0
206272,-31.0,,100.0,,100.0
206282,-31.0,,100.0,,100.0
206288,-31.0,,100.0,,100.0
206298,-31.0,,100.0,,100.0
206305,-31.0,,100.0,,100.0
206311,-31.0,,100.0,,100.0
206324,-31.0,,100.0,,100.0
206346,-31.0,,100.0,,100.0
206359,-31.0,,100.0,,100.0
206379,-31.0,,100.0,,100.0
206392,-31.0,,100.0,,100.0
206423,-31.0,,100.0,,100.0
206430,-31.0,,100.0,,100.0
206455,-31.0,,100.0,,100.0
206463,-31.0,,100.0,,100.0
206469,-31.0,,100.0,,100.0
206485,-31.0,,100.0,,100.0
206509,-31.0,,100.0,,100.0
206518,-31.0,,100.0,,100.0
206532,-31.0,,100.0,,100.0
206542,-31.0,,100.0,,100.0
206548,-31.0,,100.0,,100.0
206560,-31.0,,100.0,,100.0
206582,-31.0,,100.0,,100.0
206595,-31.0,,100.0,,100.0
206623,-31.0,,100.0,,100.0
206632,-31.0,,100.0,,100.0
206653,-31.0,,100.0,,100.0
206665,-31.0,,100.0,,100.0
206684,-31.0,,100.0,,100.0
206697,-31.0,,100.0,,100.0
206703,-31.0,,100.0,,100.0
206714,-31.0,,100.0,,100.0
206726,-31.0,,100.0,,100.0
206739,-31.0,,100.0,,100.0
206745,-31.0,,100.0,,100.0
206756,-31.0,,100.0,,100.0
206764,-31.0,,100.0,,100.0
206775,-31.0,,100.0,,100.0
206800,-31.0,,100.0,,100.0
206808,-31.0,,100.0,,100.0
206836,-31.0,,100.0,,100.0
206847,-31.0,,100.0,,100.0
206871,-31.0,,100.0,,100.0
206882,-31.0,,100.0,,100.0
207643,-31.0,,100.0,,100.0
207644,-31.0,,100.0,100.0,100.0
207672,-31.0,,100.0,99.0,100.0
207719,-31.0,,100.0,99.0,100.0
207782,-31.0,,100.0,96.0,100.0
207964,-31.0,,100.0,96.0,100.0
208002,-31.0,,100.0,94.0,100.0
208069,-31.0,,100.0,94.0,100.0
208105,-31.0,,100.0,92.0,100.0
208458,-31.0,,100.0,92.0,100.0
208469,-31.0,,100.0,93.0,100.0
208556,-31.0,,100.0,93.0,100.0
208576,-31.0,,100.0,94.0,100.0
208741,-31.0,,100.0,94.0,100.0
208751,-31.0,,100.0,95.0,100.0
208963,-31.0,,100.0,95.0,100.0
208996,-31.0,,100.0,96.0,100.0
209070,-31.0,,100.0,96.0,100.0
209089,-31.0,,100.0,97.0,100.0
209255,-31.0,,100.0,97.0,100.0
209273,-31.0,,100.0,98.0,100.0
209342,-31.0,,100.0,98.0,100.0
209356,-31.0,,100.0,99.0,100.0
209513,-31.0,,100.0,99.0,100.0
209529,-31.0,,100.0,100.0,100.0
209530,-31.0,,100.0,,100.0
212902,-31.0,,100.0,,100.0
212903,-31.0,,100.0,58.0,100.0
212919,-31.0,,100.0,59.0,100.0
213005,-31.0,,100.0,59.0,100.0
213014,-31.0,,100.0,60.0,100.0
213103,-31.0,,100.0,60.0,100.0
213115,-31.0,,100.0,61.0,100.0
213196,-31.0,,100.0,61.0,100.0
213208,-31.0,,100.0,62.0,100.0
213302,-31.0,,100.0,62.0,100.0
213313,-31.0,,100.0,63.0,100.0
213442,-31.0,,100.0,63.0,100.0
213459,-31.0,,100.0,64.0,100.0
213545,-31.0,,100.0,64.0,100.0
213562,-31.0,,100.0,65.0,100.0
213635,-31.0,,100.0,65.0,100.0
213651,-31.0,,100.0,66.0,100.0
213695,-31.0,,100.0,66.0,100.0
213710,-31.0,,100.0,67.0,100.0
213780,-31.0,,100.0,67.0,100.0
213788,-31.0,,100.0,68.0,100.0
213895,-31.0,,100.0,68.0,100.0
213910,-31.0,,100.0,69.0,100.0
214206,-31.0,,100.0,69.0,100.0
214216,-31.0,,100.0,70.0,100.0
214431,-31.0,,100.0,70.0,100.0
214439,-31.0,,100.0,71.0,100.0
214608,-31.0,,100.0,71.0,100.0
214627,-31.0,,100.0,72.0,100.0
214698,-31.0,,100.0,72.0,100.0
214707,-31.0,,100.0,73.0,100.0
214829,-31.0,,100.0,73.0,100.0
214845,-31.0,,100.0,74.0,100.0
214894,-31.0,,100.0,74.0,100.0
214905,-31.0,,100.0,75.0,100.0
215053,-31.0,,100.0,75.0,100.0
215056,-31.0,,100.0,76.0,100.0
215218,-31.0,,100.0,76.0,100.0
215228,-31.0,,100.0,77.0,100.0
215296,-31.0,,100.0,77.0,100.0
215309,-31.0,,100.0,78.0,100.0
215310,-31.0,,100.0,,100.0
222472,-31.0,,100.0,,100.0
222473,-31.0,,100.0,,100.0
222490,-31.0,,100.0,,100.0
222491,-31.0,,100.0,,100.0
222501,-31.0,,100.0,,100.0
222536,-31.0,,100.0,,100.0
222673,-31.0,,100.0,,100.0
222705,-31.0,,100.0,,100.0
235952,-31.0,,100.0,,100.0
236019,-31.0,,100.0,,97.0
236031,-31.0,,100.0,,97.0
236073,-31.0,,100.0,,96.0
236131,-31.0,,100.0,,96.0
236155,-31.0,,100.0,,95.0
236203,-31.0,,100.0,,95.0
236225,-31.0,,100.0,,94.0
236396,-31.0,,100.0,,94.0
236421,-31.0,,100.0,,93.0
236479,-31.0,,100.0,,93.0
236504,-31.0,,100.0,,92.0
236641,-31.0,,100.0,,92.0
236665,-31.0,,100.0,,91.0
236722,-31.0,,100.0,,91.0
236745,-31.0,,100.0,,90.0
236913,-31.0,,100.0,,90.0
236942,-31.0,,100.0,,91.0
236982,-31.0,,100.0,,91.0
237009,-31.0,,100.0,,92.0
237059,-31.0,,100.0,,92.0
237082,-31.0,,100.0,,93.0
237222,-31.0,,100.0,,93.0
237246,-31.0,,100.0,,94.0
237293,-31.0,,100.0,,94.0
237314,-31.0,,100.0,,95.0
237361,-31.0,,100.0,,95.0
237384,-31.0,,100.0,,96.0
237533,-31.0,,100.0,,96.0
237550,-31.0,,100.0,,96.0
237581,-31.0,,100.0,,96.0
237586,-31.0,,100.0,,96.0
237606,-31.0,,100.0,,96.0
237618,-31.0,,100.0,,96.0
237639,-31.0,,100.0,,96.0
237654,-31.0,,100.0,,96.0
237662,-31.0,,100.0,,96.0
237664,-31.0,,100.0,,96.0
237690,-31.0,,100.0,,96.0
237701,-31.0,,100.0,,96.0
237723,-31.0,,100.0,,96.0
237734,-31.0,,100.0,,96.0
237757,-31.0,,100.0,,96.0
237764,-31.0,,100.0,,96.0
237771,-31.0,,100.0,,96.0
237781,-31.0,,100.0,,96.0
237787,-31.0,,100.0,,96.0
237801,-31.0,,100.0,,96.0
237807,-31.0,,100.0,,96.0
237822,-31.0,,100.0,,96.0
237828,-31.0,,100.0,,96.0
237840,-31.0,,100.0,,96.0
237846,-31.0,,100.0,,96.0
237859,-31.0,,100.0,,96.0
237878,-31.0,,100.0,,96.0
237888,-31.0,,100.0,,96.0
237913,-31.0,,100.0,,96.0
237930,-31.0,,100.0,,96.0
237936,-31.0,,100.0,,96.0
237948,-31.0,,100.0,,96.0
237953,-31.0,,100.0,,96.0
237973,-31.0,,100.0,,95.66666666666667
237983,-31.0,,100.0,,95.33333333333333
238003,-31.0,,100.0,,95.0
238004,-31.0,,100.0,,95.0
238016,-31.0,,100.0,,95.0
238023,-31.0,,100.0,,95.0
238038,-31.0,,100.0,,95.0
238064,-31.0,,100.0,,95.0
238072,-31.0,,100.0,,95.0
238074,-31.0,,100.0,,94.5
238094,-31.0,,100.0,,94.0
238114,-31.0,,100.0,,94.0
238126,-31.0,,100.0,,94.0
238135,-31.0,,100.0,,94.0
238144,-31.0,,100.0,,94.0
238146,-31.0,,100.0,,93.5
238165,-31.0,,100.0,,93.0
238171,-31.0,,100.0,,93.0
238185,-31.0,,100.0,,93.0
238209,-31.0,,100.0,,93.0
238221,-31.0,,100.0,,93.0
238227,-31.0,,100.0,,93.0
238241,-31.0,,100.0,,93.0
238251,-31.0,,100.0,,93.0
238269,-31.0,,100.0,,92.5
238276,-31.0,,100.0,,92.0
238300,-31.0,,100.0,,92.0
238302,-31.0,,100.0,,92.0
238322,-31.0,,100.0,,92.0
238331,-31.0,,100.0,,92.0
238365,-31.0,,100.0,,91.0
238367,-31.0,,100.0,,91.0
238376,-31.0,,100.0,,91.0
238379,-31.0,,100.0,,90.5
238403,-31.0,,100.0,,90.0
238407,-31.0,,100.0,,90.0
238427,-31.0,,100.0,,90.0
238435,-31.0,,100.0,,90.0
238449,-31.0,,100.0,,90.0
238451,-31.0,,100.0,,89.66666666666667
238457,-31.0,,100.0,,89.33333333333333
238471,-31.0,,100.0,,89.0
238494,-31.0,,100.0,,89.0
238503,-31.0,,100.0,,89.0
238523,-31.0,,100.0,,89.0
238527,-31.0,,100.0,,89.0
238552,-31.0,,100.0,,89.0
238563,-31.0,,100.0,,89.0
238587,-31.0,,100.0,,89.0
238599,-31.0,,100.0,,89.0
238623,-31.0,,100.0,,89.0
238633,-31.0,,100.0,,89.0
238655,-31.0,,100.0,,89.0
238669,-31.0,,100.0,,89.0
238694,-31.0,,100.0,,89.0
238703,-31.0,,100.0,,89.0
238729,-31.0,,100.0,,89.0
238738,-31.0,,100.0,,89.0
238742,-31.0,,100.0,,88.75
238749,-31.0,,100.0,,88.5
238762,-31.0,,100.0,,88.25
238764,-31.0,,100.0,,88.0
238785,-31.0,,100.0,,88.0
238795,-31.0,,100.0,,88.0
238807,-31.0,,100.0,,88.0
238818,-31.0,,100.0,,87.5
238828,-31.0,,100.0,,87.0
238829,-31.0,,100.0,,87.0
238859,-31.0,,100.0,,87.0
238870,-31.0,,100.0,,87.0
238880,-31.0,,100.0,,87.0
238893,-31.0,,100.0,,86.66666666666667
238900,-31.0,,100.0,,86.33333333333333
238903,-31.0,,100.0,,86.0
238926,-31.0,,100.0,,86.0
238943,-31.0,,100.0,,86.0
238964,-31.0,,100.0,,86.0
238977,-31.0,,100.0,,86.0
239005,-31.0,,100.0,,86.0
239014,-31.0,,100.0,,86.0
239017,-31.0,,100.0,,85.5
239041,-31.0,,100.0,,85.0
239042,-31.0,,100.0,,85.0
239051,-31.0,,100.0,,85.0
239077,-31.0,,100.0,,85.0
239088,-31.0,,100.0,,85.0
239091,-31.0,,100.0,,85.0
239111,-31.0,,100.0,,84.0
239124,-31.0,,100.0,,84.0
239131,-31.0,,100.0,,84.0
239142,-31.0,,100.0,,84.0
239154,-31.0,,100.0,,84.0
239155,-31.0,,100.0,,84.0
239167,-31.0,,100.0,,83.5
239179,-31.0,,100.0,,83.0
239191,-31.0,,100.0,,83.0
239201,-31.0,,100.0,,83.0
239210,-31.0,,100.0,,83.0
239221,-31.0,,100.0,,83.0
239246,-31.0,,100.0,,83.0
239256,-31.0,,100.0,,83.0
239277,-31.0,,100.0,,83.0
239283,-31.0,,100.0,,82.66666666666667
239289,-31.0,,100.0,,82.33333333333333
239303,-31.0,,100.0,,82.0
239312,-31.0,,100.0,,82.0
239324,-31.0,,100.0,,82.0
239333,-31.0,,100.0,,82.0
239350,-31.0,,100.0,,82.0
239351,-31.0,,100.0,,81.5
239375,-31.0,,100.0,,81.0
239380,-31.0,,100.0,,81.0
239390,-31.0,,100.0,,81.0
239420,-31.0,,100.0,,81.0
239436,-31.0,,100.0,,80.5
239441,-31.0,,100.0,,80.0
239449,-31.0,,100.0,,80.0
239456,-31.0,,100.0,,80.0
239467,-31.0,,100.0,,80.0
239498,-31.0,,100.0,,80.0
239506,-31.0,,100.0,,80.0
239535,-31.0,,100.0,,80.0
239544,-31.0,,100.0,,80.0
239553,-31.0,,100.0,,80.0
239565,-31.0,,100.0,,80.0
239581,-31.0,,100.0,,80.0
239589,-31.0,,100.0,,80.0
239605,-31.0,,100.0,,80.0
239616,-31.0,,100.0,,79.66666666666667
239625,-31.0,,100.0,,79.33333333333333
239629,-31.0,,100.0,,79.0
239648,-31.0,,100.0,,79.0
239661,-31.0,,100.0,,79.0
239682,-31.0,,100.0,,79.0
239692,-31.0,,100.0,,78.66666666666667
239703,-31.0,,100.0,,78.33333333333333
239717,-31.0,,100.0,,78.0
239727,-31.0,,100.0,,78.0
239735,-31.0,,100.0,,78.0
239760,-31.0,,100.0,,78.0
239768,-31.0,,100.0,,78.0
239777,-31.0,,100.0,,78.0
239792,-31.0,,100.0,,78.0
239802,-31.0,,100.0,,78.0
239811,-31.0,,100.0,,78.0
239841,-31.0,,100.0,,78.0
239861,-31.0,,100.0,,78.0
239873,-31.0,,100.0,,78.0
239878,-31.0,,100.0,,78.0
239888,-31.0,,100.0,,77.5
239899,-31.0,,100.0,,77.0
239910,-31.0,,100.0,,77.0
239920,-31.0,,100.0,,77.0
239931,-31.0,,100.0,,77.0
239939,-31.0,,100.0,,77.0
239945,-31.0,,100.0,,77.0
239969,-31.0,,100.0,,76.5
239970,-31.0,,100.0,,76.0
239983,-31.0,,100.0,,76.0
240006,-31.0,,100.0,,76.0
240009,-31.0,,100.0,,76.0
240034,-31.0,,100.0,,76.0
240047,-31.0,,100.0,,76.0
240069,-31.0,,100.0,,76.0
240079,-31.0,,100.0,,76.0
240087,-31.0,,100.0,,76.0
240097,-31.0,,100.0,,76.0
240124,-31.0,,100.0,,76.0
240135,-31.0,,100.0,,76.0
240159,-31.0,,100.0,,76.0
240169,-31.0,,100.0,,76.0
240186,-31.0,,100.0,,76.0
240198,-31.0,,100.0,,76.33333333333333
240209,-31.0,,100.0,,76.66666666666667
240215,-31.0,,100.0,,77.0
240222,-31.0,,100.0,,77.0
240230,-31.0,,100.0,,77.0
240252,-31.0,,100.0,,77.0
240256,-31.0,,100.0,,77.0
240262,-31.0,,100.0,,77.5
240279,-31.0,,100.0,,78.0
240291,-31.0,,100.0,,78.0
240304,-31.0,,100.0,,78.0
240313,-31.0,,100.0,,78.0
240326,-31.0,,100.0,,78.0
240332,-31.0,,100.0,,78.0
240359,-31.0,,100.0,,79.0
240385,-31.0,,100.0,,79.0
240400,-31.0,,100.0,,79.0
240411,-30.0,,100.0,,79.0
240427,-30.0,,100.0,,79.0
240447,-30.0,,100.0,,79.0
240449,-29.5,,100.0,,79.0
240456,-29.0,,100.0,,79.0
240469,-29.0,,100.0,,79.0
240489,-29.0,,100.0,,79.0
240498,-29.0,,100.0,,79.0
240505,-29.0,,100.0,,79.0
240517,-29.0,,100.0,,79.0
240537,-29.0,,100.0,,79.0
240545,-29.0,,100.0,,79.0
240550,-29.0,,100.0,,79.0
240561,-29.0,,100.0,,79.0
240568,-29.0,,100.0,,79.33333333333333
240582,-29.0,,100.0,,79.66666666666667
240596,-29.0,,100.0,,80.0
240603,-29.0,,100.0,,80.0
240613,-29.0,,100.0,,80.0
240614,-29.0,,100.0,,80.0
240620,-28.5,,100.0,,80.0
240623,-28.0,,100.0,,80.0
240634,-28.0,,100.0,,80.0
240655,-28.0,,100.0,,80.0
240656,-28.0,,100.0,,80.0
240662,-28.0,,100.0,,80.0
240670,-27.0,,100.0,,80.0
240675,-27.0,,100.0,,80.0
240698,-27.0,,100.0,,80.0
240700,-27.0,,100.0,,80.0
240708,-26.0,,100.0,,80.0
240710,-26.0,,100.0,,80.0
240716,-26.0,,100.0,,80.0
240727,-26.0,,100.0,,80.0
240750,-26.0,,100.0,,80.0
240757,-26.0,,100.0,,80.0
240760,-26.0,,100.0,,80.5
240782,-26.0,,100.0,,81.0
240783,-26.0,,100.0,,81.0
240794,-26.0,,100.0,,81.0
240802,-26.0,,100.0,,81.0
240803,-26.0,,100.0,,81.0
240810,-26.0,,100.0,,82.0
240812,-26.0,,100.0,,82.0
240815,-26.0,,100.0,,82.0
240827,-26.0,,100.0,,83.0
240834,-26.0,,100.0,,83.0
240844,-26.0,,100.0,,83.0
240849,-26.0,,100.0,,83.5
240852,-26.0,,100.0,,84.0
240856,-26.0,,100.0,,84.0
240857,-26.0,,100.0,,84.0
240865,-25.5,,100.0,,84.0
240869,-25.0,,100.0,,84.0
240873,-25.0,,100.0,,84.0
240883,-25.0,,100.0,,84.5
240886,-25.0,,100.0,,85.0
240889,-25.0,,100.0,,85.0
240896,-25.0,,100.0,,85.0
240902,-25.0,,100.0,,85.0
240909,-24.0,,100.0,,85.0
240910,-24.0,,100.0,,85.0
240931,-24.0,,100.0,,85.0
240940,-24.0,,100.0,,85.0
240945,-23.5,,100.0,,85.0
240950,-23.0,,100.0,,85.0
240961,-23.0,,100.0,,85.0
240966,-23.0,,100.0,,85.0
240976,-23.0,,100.0,,85.0
241007,-23.0,,100.0,,85.0
241013,-23.0,,100.0,,85.0
241022,-23.0,,100.0,,85.0
241037,-23.0,,100.0,,85.5
241038,-23.0,,100.0,,86.0
241047,-23.0,,100.0,,86.0
241056,-23.0,,100.0,,86.0
241062,-23.0,,100.0,,86.5
241070,-22.75,,100.0,,87.0
241073,-22.5,,100.0,,87.0
241075,-22.25,,100.0,,87.0
241077,-22.0,,100.0,,87.33333333333333
241082,-22.0,,100.0,,87.66666666666667
241086,-22.0,,100.0,,88.0
241088,-22.0,,100.0,,88.0
241092,-22.0,,100.0,,88.0
241094,-22.0,,100.0,,88.5
241103,-22.0,,100.0,,89.0
241106,-22.0,,100.0,,89.0
241113,-22.0,,100.0,,89.0
241116,-22.0,,100.0,,89.0
241126,-21.0,,100.0,,89.0
241133,-21.0,,100.0,,89.0
241140,-21.0,,100.0,,90.0
241146,-20.5,,100.0,,90.0
241152,-20.0,,100.0,,90.0
241163,-20.0,,100.0,,90.0
241164,-20.0,,100.0,,90.0
241168,-19.5,,100.0,,90.0
241174,-19.0,,100.0,,90.0
241180,-19.0,,100.0,,90.0
241191,-19.0,,100.0,,90.0
241202,-18.0,,100.0,,90.0
241206,-18.0,,100.0,,90.0
241216,-18.0,,100.0,,90.0
241238,-18.0,,100.0,,90.0
241251,-18.0,,100.0,,90.0
241254,-18.0,,100.0,,90.0
241271,-18.0,,100.0,,91.0
241275,-18.0,,100.0,,91.0
241281,-18.0,,100.0,,91.5
241286,-18.0,,100.0,,92.0
241287,-18.0,,100.0,,92.0
241288,-18.0,,100.0,,92.0
241293,-18.0,,100.0,,92.0
241305,-18.0,,100.0,,92.0
241319,-18.0,,100.0,,93.0
241324,-18.0,,100.0,,93.0
241328,-18.0,,100.0,,93.5
241336,-18.0,,100.0,,94.0
241340,-18.0,,100.0,,94.0
241358,-18.0,,100.0,,94.0
241363,-18.0,,100.0,,95.0
241375,-18.0,,100.0,,96.0
241381,-18.0,,100.0,,96.0
241392,-18.0,,100.0,,96.0
241395,-18.0,,100.0,,96.0
241404,-18.0,,100.0,,97.0
241419,-18.0,,100.0,,97.0
241422,-18.0,,100.0,,97.0
241428,-18.0,,100.0,,97.5
241436,-18.0,,100.0,,98.0
241441,-18.0,,100.0,,98.0
241451,-18.0,,100.0,,98.5
241452,-18.0,,100.0,,99.0
241462,-18.0,,100.0,,99.0
241486,-18.0,,100.0,,99.0
241497,-18.0,,100.0,,99.0
241502,-18.0,,100.0,,99.0
241503,-17.666666666666668,,100.0,,99.0
241507,-17.333333333333332,,100.0,,99.0
241513,-17.0,,100.0,,99.0
241536,-17.0,,100.0,,99.0
241542,-17.0,,100.0,,99.0
241548,-17.0,,100.0,,99.0
241556,-16.0,,100.0,,99.0
