,AF50K5H2FJWW0,A4WBW7FVQASZE,AQ3KPKZ6UIYPF
381004,48.0,-98.6156670746634,-100.0
381016,48.0,-98.61444308445533,-100.0
381029,47.0,-98.61321909424724,-100.0
381030,47.0,-98.61199510403917,-100.0
381034,47.0,-98.61077111383109,-100.0
381041,47.0,-98.60954712362302,-100.0
381043,47.0,-98.60832313341493,-100.0
381058,47.0,-98.60709914320685,-100.0
381065,46.0,-98.60587515299878,-100.0
381067,46.0,-98.6046511627907,-100.0
381068,46.0,-98.60342717258261,-100.0
381084,46.0,-98.60220318237454,-100.0
381085,46.0,-98.60097919216646,-100.0
381092,46.0,-98.59975520195839,-100.0
381101,45.0,-98.59853121175031,-100.0
381116,45.0,-98.59730722154222,-100.0
381127,44.0,-98.59608323133415,-100.0
381546,44.0,-98.59485924112607,-100.0
381578,43.0,-98.593635250918,-100.0
381628,43.0,-98.59241126070991,-100.0
381642,42.0,-98.59118727050183,-100.0
381673,42.0,-98.58996328029376,-100.0
381683,41.0,-98.58873929008568,-100.0
381713,41.0,-98.5875152998776,-100.0
381724,40.0,-98.58629130966952,-100.0
381745,40.0,-98.58506731946144,-100.0
381757,39.0,-98.58384332925337,-100.0
390867,39.0,-98.5826193390453,-100.0
390868,39.0,-98.5813953488372,-100.0
390881,39.0,-98.58017135862913,-100.0
390892,39.0,-98.57894736842105,-100.0
390894,39.0,-98.57772337821298,-100.0
390908,39.0,-98.57649938800489,-100.0
390922,39.0,-98.57527539779682,-100.0
390926,39.0,-98.57405140758874,-100.0
390938,39.0,-98.57282741738067,-100.0
390951,39.0,-98.57160342717258,-100.0
390970,39.0,-98.5703794369645,-100.0
390979,39.0,-98.56915544675643,-100.0
390991,39.0,-98.56793145654835,-100.0
391000,39.0,-98.56670746634028,-100.0
391001,39.0,-98.56548347613219,-100.0
391006,39.0,-98.56425948592411,-100.0
391015,39.0,-98.56303549571604,-100.0
391023,39.0,-98.56181150550796,-100.0
391046,39.0,-98.56058751529987,-100.0
391056,39.0,-98.5593635250918,-100.0
391067,39.0,-98.55813953488372,-100.0
391073,39.0,-98.55691554467565,-100.0
391078,39.0,-98.55569155446756,-100.0
391086,39.0,-98.55446756425948,-100.0
391096,39.0,-98.55324357405141,-100.0
391113,39.0,-98.55201958384333,-100.0
391128,39.0,-98.55079559363526,-100.0
391134,39.0,-98.54957160342717,-100.0
391171,39.0,-98.5483476132191,-100.0
391187,39.0,-98.54712362301102,-100.0
391190,39.0,-98.54589963280294,-100.0
391207,39.0,-98.54467564259485,-100.0
391218,39.0,-98.54345165238678,-100.0
391230,39.0,-98.5422276621787,-100.0
391238,39.0,-98.54100367197063,-100.0
391262,39.0,-98.53977968176254,-100.0
391271,39.0,-98.53855569155446,-100.0
391288,39.0,-98.53733170134639,-100.0
391299,39.0,-98.53610771113831,-100.0
391310,39.0,-98.53488372093024,-100.0
391350,39.0,-98.53365973072215,-100.0
391359,39.0,-98.53243574051407,-100.0
391363,39.0,-98.531211750306,-100.0
391371,39.0,-98.52998776009792,-100.0
391379,39.0,-98.52876376988984,-100.0
391389,39.0,-98.52753977968176,-100.0
391394,39.0,-98.52631578947368,-100.0
391431,39.0,-98.52509179926561,-100.0
391468,39.0,-98.52386780905752,-100.0
391475,39.0,-98.52264381884945,-100.0
391485,39.0,-98.52141982864137,-100.0
391506,39.0,-98.5201958384333,-100.0
391511,39.0,-98.51897184822522,-100.0
391533,39.0,-98.51774785801713,-100.0
391554,39.0,-98.51652386780906,-100.0
391558,39.0,-98.51529987760098,-100.0
391579,39.0,-98.5140758873929,-100.0
391588,39.0,-98.51285189718482,-100.0
391594,39.0,-98.51162790697674,-100.0
391599,39.0,-98.51040391676867,-100.0
391616,39.0,-98.50917992656059,-100.0
391626,39.0,-98.50795593635252,-100.0
391636,39.0,-98.50673194614443,-100.0
391649,39.0,-98.50550795593635,-100.0
391658,39.0,-98.50428396572828,-100.0
391665,39.0,-98.5030599755202,-100.0
391675,39.0,-98.50183598531211,-100.0
391679,39.0,-98.50061199510404,-100.0
391701,39.0,-98.49938800489596,-100.0
391723,39.0,-98.49816401468789,-100.0
391732,39.0,-98.4969400244798,-100.0
391739,39.0,-98.49571603427172,-100.0
391749,39.0,-98.49449204406365,-100.0
391758,39.0,-98.49326805385557,-100.0
391778,39.0,-98.4920440636475,-100.0
391786,39.0,-98.49082007343941,-100.0
391828,39.0,-98.48959608323133,-100.0
391829,39.0,-98.48837209302326,-100.0
391836,39.0,-98.48714810281518,-100.0
391854,39.0,-98.4859241126071,-100.0
391863,39.0,-98.48470012239902,-100.0
391886,39.0,-98.48347613219094,-100.0
391888,39.0,-98.48225214198287,-100.0
391899,39.0,-98.48102815177478,-100.0
391928,39.0,-98.4798041615667,-100.0
391947,39.0,-98.47858017135863,-100.0
391960,39.0,-98.47735618115055,-100.0
392000,39.0,-98.47613219094248,-100.0
392015,39.0,-98.47490820073439,-100.0
392028,39.0,-98.47368421052632,-100.0
392052,39.0,-98.47246022031824,-100.0
392058,39.0,-98.47123623011016,-100.0
392068,39.0,-98.47001223990208,-100.0
392072,39.0,-98.468788249694,-100.0
392079,39.0,-98.46756425948593,-100.0
392095,39.0,-98.46634026927785,-100.0
392110,39.0,-98.46511627906976,-100.0
392116,39.0,-98.46389228886169,-100.0
392132,39.0,-98.46266829865361,-100.0
392140,39.0,-98.46144430844554,-100.0
392153,39.0,-98.46022031823746,-100.0
392156,39.0,-98.45899632802937,-100.0
392164,39.0,-98.4577723378213,-100.0
392184,39.0,-98.45654834761322,-100.0
392188,39.0,-98.45532435740515,-100.0
392190,39.0,-98.45410036719706,-100.0
395474,39.0,-98.45287637698898,-100.0
395524,39.0,-98.4516523867809,-100.0
395548,39.0,-98.45042839657283,-100.0
395564,39.0,-98.44920440636474,-100.0
395570,39.0,-98.44798041615667,-100.0
395578,39.0,-98.44675642594859,-100.0
395584,39.0,-98.44553243574052,-100.0
395601,39.0,-98.44430844553244,-100.0
395608,39.0,-98.44308445532435,-100.0
395627,39.0,-98.44186046511628,-100.0
395629,39.0,-98.4406364749082,-100.0
395661,39.0,-98.43941248470013,-100.0
395716,39.0,-98.43818849449204,-100.0
395728,39.0,-98.43696450428396,-100.0
395748,39.0,-98.43574051407589,-100.0
395751,39.0,-98.43451652386781,-100.0
395756,39.0,-98.43329253365972,-100.0
395774,39.0,-98.43206854345165,-100.0
395780,39.0,-98.43084455324357,-100.0
395813,39.0,-98.4296205630355,-100.0
395819,39.0,-98.42839657282742,-100.0
395828,39.0,-98.42717258261933,-100.0
395829,39.0,-98.42594859241126,-100.0
395834,39.0,-98.42472460220318,-100.0
395848,39.0,-98.42350061199511,-100.0
395849,39.0,-98.42227662178702,-100.0
399929,39.0,-98.42105263157895,-100.0
399942,40.0,-98.41982864137087,-100.0
399971,40.0,-98.4186046511628,-100.0
399979,41.0,-98.4173806609547,-100.0
400009,41.0,-98.41615667074663,-100.0
400017,42.0,-98.41493268053856,-100.0
400037,42.0,-98.41370869033048,-100.0
400038,42.0,-98.4124847001224,-100.0
400048,42.0,-98.41126070991432,-100.0
400053,42.5,-98.41003671970624,-100.0
400055,43.0,-98.40881272949817,-100.0
400092,43.25,-98.40758873929009,-100.0
400096,43.5,-98.406364749082,-100.0
400097,43.75,-98.40514075887393,-100.0
400102,44.0,-98.40391676866585,-100.0
400110,44.5,-98.40269277845778,-100.0
400111,45.0,-98.40146878824969,-100.0
400117,45.0,-98.40024479804161,-100.0
400140,45.0,-98.39902080783354,-100.0
400144,45.0,-98.39779681762546,-100.0
400147,45.5,-98.39657282741739,-100.0
400151,46.0,-98.3953488372093,-100.0
400171,46.0,-98.39412484700122,-100.0
400177,46.0,-98.39290085679315,-100.0
400188,46.0,-98.39167686658507,-100.0
400190,46.0,-98.39045287637698,-100.0
400197,46.0,-98.38922888616891,-100.0
400205,46.0,-98.38800489596083,-100.0
400213,46.0,-98.38678090575276,-100.0
400233,46.0,-98.38555691554467,-100.0
400240,46.0,-98.3843329253366,-100.0
400250,46.0,-98.38310893512852,-100.0
400254,46.0,-98.38188494492044,-100.0
400267,46.0,-98.38066095471237,-100.0
400276,46.0,-98.37943696450428,-100.0
400284,46.0,-98.3782129742962,-100.0
400312,46.0,-98.37698898408813,-100.0
400317,46.0,-98.37576499388005,-100.0
400320,46.0,-98.37454100367196,-100.0
400325,46.0,-98.37331701346389,-100.0
400353,46.0,-98.37209302325581,-100.0
400377,46.0,-98.37086903304774,-100.0
400384,46.0,-98.36964504283966,-100.0
400385,46.0,-98.36842105263158,-100.0
401385,46.0,-98.3671970624235,-100.0
401396,47.0,-98.36597307221543,-100.0
401427,47.0,-98.36474908200735,-100.0
401434,48.0,-98.36352509179926,-100.0
401469,48.0,-98.36230110159119,-100.0
401478,49.0,-98.36107711138311,-100.0
401513,49.0,-98.35985312117504,-100.0
401521,50.0,-98.35862913096695,-100.0
401556,50.0,-98.35740514075887,-100.0
401566,51.0,-98.3561811505508,-100.0
401589,51.0,-98.35495716034272,-100.0
401593,52.0,-98.35373317013465,-100.0
402339,52.0,-98.35250917992656,-100.0
402352,53.0,-98.35128518971848,-100.0
402390,53.0,-98.3500611995104,-100.0
402398,54.0,-98.34883720930233,-100.0
402434,54.0,-98.34761321909424,-100.0
402443,55.0,-98.34638922888617,-100.0
402463,55.0,-98.34516523867809,-100.0
402473,56.0,-98.34394124847002,-100.0
402512,56.0,-98.34271725826193,-100.0
402525,57.0,-98.34149326805385,-100.0
402565,57.0,-98.34026927784578,-100.0
402576,59.0,-98.3390452876377,-100.0
403610,59.0,-98.33782129742963,-100.0
403634,60.0,-98.33659730722154,-100.0
403654,60.0,-98.33537331701346,-100.0
403661,61.0,-98.33414932680539,-100.0
403668,61.0,-98.33292533659731,-100.0
403678,62.0,-98.33170134638922,-100.0
403686,62.0,-98.33047735618115,-100.0
403695,64.0,-98.32925336597307,-100.0
403704,64.0,-98.328029375765,-100.0
403713,65.0,-98.32680538555691,-100.0
403719,65.0,-98.32558139534883,-100.0
403720,66.0,-98.32435740514076,-100.0
403726,66.0,-98.32313341493268,-100.0
403737,67.0,-98.32190942472461,-100.0
403744,67.0,-98.32068543451652,-100.0
403754,68.0,-98.31946144430844,-100.0
403761,68.0,-98.31823745410037,-100.0
403773,69.0,-98.3170134638923,-100.0
403782,69.0,-98.3157894736842,-100.0
403791,70.0,-98.31456548347613,-100.0
403798,70.0,-98.31334149326806,-100.0
403808,71.0,-98.31211750305998,-100.0
403816,71.0,-98.31089351285189,-100.0
403825,72.0,-98.30966952264382,-100.0
403833,72.0,-98.30844553243574,-100.0
403842,74.0,-98.30722154222767,-100.0
403849,74.0,-98.30599755201959,-100.0
403860,75.0,-98.3047735618115,-100.0
403869,75.0,-98.30354957160343,-100.0
403877,76.0,-98.30232558139535,-100.0
403885,76.0,-98.30110159118728,-100.0
403895,77.0,-98.29987760097919,-100.0
403901,77.0,-98.29865361077111,-100.0
403913,78.0,-98.29742962056304,-100.0
403922,79.0,-98.29620563035496,-100.0
403937,80.0,-98.29498164014687,-100.0
403946,80.0,-98.2937576499388,-100.0
403960,81.0,-98.29253365973072,-100.0
403978,81.0,-98.29130966952265,-100.0
403989,83.0,-98.29008567931457,-100.0
404017,83.0,-98.28886168910648,-100.0
404026,84.0,-98.28763769889841,-100.0
404049,84.0,-98.28641370869033,-100.0
404061,85.0,-98.28518971848226,-100.0
404069,85.0,-98.28396572827417,-100.0
404077,86.0,-98.2827417380661,-100.0
404084,86.0,-98.28151774785802,-100.0
404095,87.0,-98.28029375764994,-100.0
404101,87.0,-98.27906976744185,-100.0
404112,88.0,-98.27784577723378,-100.0
404120,88.0,-98.2766217870257,-100.0
404130,89.0,-98.27539779681763,-100.0
404137,89.0,-98.27417380660955,-100.0
404147,91.0,-98.27294981640146,-100.0
404154,92.0,-98.27172582619339,-100.0
404160,92.0,-98.27050183598531,-100.0
404171,93.0,-98.26927784577724,-100.0
404178,93.0,-98.26805385556915,-100.0
404191,94.0,-98.26682986536107,-100.0
405856,94.0,-98.265605875153,-100.0
405873,93.0,-98.26438188494492,-100.0
405882,93.0,-98.26315789473684,-100.0
405905,91.0,-98.26193390452876,-100.0
405913,91.0,-98.26070991432069,-100.0
405940,89.0,-98.25948592411261,-100.0
405948,89.0,-98.25826193390454,-100.0
405992,86.0,-98.25703794369645,-100.0
406001,86.0,-98.25581395348837,-100.0
406011,85.0,-98.2545899632803,-100.0
413666,85.0,-98.25336597307222,-100.0
413667,85.0,-98.25214198286413,-100.0
413680,85.0,-98.25091799265606,-100.0
413688,85.0,-98.24969400244798,-100.0
413698,85.0,-98.2484700122399,-100.0
413717,85.0,-98.24724602203182,-100.0
413734,85.0,-98.24602203182374,-100.0
413742,85.0,-98.24479804161567,-100.0
413748,85.0,-98.24357405140759,-100.0
413756,85.0,-98.24235006119952,-100.0
413766,85.0,-98.24112607099143,-100.0
413770,85.0,-98.23990208078335,-100.0
413777,85.0,-98.23867809057528,-100.0
413787,85.0,-98.2374541003672,-100.0
413796,85.0,-98.23623011015911,-100.0
413809,85.0,-98.23500611995104,-100.0
413813,85.0,-98.23378212974296,-100.0
413821,85.0,-98.23255813953489,-100.0
413831,85.0,-98.23133414932681,-100.0
413840,85.0,-98.23011015911872,-100.0
413848,85.0,-98.22888616891065,-100.0
413853,85.0,-98.22766217870257,-100.0
413863,85.0,-98.2264381884945,-100.0
413869,85.0,-98.22521419828641,-100.0
413877,85.0,-98.22399020807833,-100.0
413900,85.0,-98.22276621787026,-100.0
413908,85.0,-98.22154222766218,-100.0
413926,85.0,-98.2203182374541,-100.0
413934,85.0,-98.21909424724602,-100.0
413941,85.0,-98.21787025703794,-100.0
413949,85.0,-98.21664626682987,-100.0
413964,85.0,-98.2154222766218,-100.0
413971,85.0,-98.2141982864137,-100.0
413986,85.0,-98.21297429620563,-100.0
414008,85.0,-98.21175030599755,-100.0
414010,85.0,-98.21052631578948,-100.0
414017,85.0,-98.20930232558139,-100.0
414047,85.0,-98.20807833537332,-100.0
414057,85.0,-98.20685434516524,-100.0
414087,85.0,-98.20563035495717,-100.0
414088,85.0,-98.20440636474908,-100.0
414092,85.0,-98.203182374541,-100.0
414098,85.0,-98.20195838433293,-100.0
414122,85.0,-98.20073439412485,-100.0
414130,85.0,-98.19951040391678,-100.0
414148,85.0,-98.19828641370869,-100.0
414151,85.0,-98.19706242350061,-100.0
414181,85.0,-98.19583843329254,-100.0
414203,85.0,-98.19461444308446,-100.0
414208,85.0,-98.19339045287637,-100.0
414221,85.0,-98.1921664626683,-100.0
414227,85.0,-98.19094247246022,-100.0
414251,85.0,-98.18971848225215,-100.0
414266,85.0,-98.18849449204406,-100.0
414268,85.0,-98.18727050183598,-100.0
414275,85.0,-98.18604651162791,-100.0
414333,85.0,-98.18482252141983,-100.0
414339,85.0,-98.18359853121176,-100.0
414346,85.0,-98.18237454100367,-100.0
414348,85.0,-98.18115055079559,-100.0
414354,85.0,-98.17992656058752,-100.0
414357,85.0,-98.17870257037944,-100.0
414360,85.0,-98.17747858017135,-100.0
414384,85.0,-98.17625458996328,-100.0
414401,85.0,-98.1750305997552,-100.0
414437,85.0,-98.17380660954713,-100.0
414477,85.0,-98.17258261933904,-100.0
414481,85.0,-98.17135862913096,-100.0
414489,85.0,-98.17013463892289,-100.0
414494,85.0,-98.16891064871481,-100.0
414502,85.0,-98.16768665850674,-100.0
414518,85.0,-98.16646266829865,-100.0
414528,85.0,-98.16523867809057,-100.0
414537,85.0,-98.1640146878825,-100.0
414543,85.0,-98.16279069767442,-100.0
414559,85.0,-98.16156670746633,-100.0
414572,85.0,-98.16034271725826,-100.0
414579,85.0,-98.15911872705018,-100.0
414587,85.0,-98.15789473684211,-100.0
414613,85.0,-98.15667074663402,-100.0
414619,85.0,-98.15544675642595,-100.0
414627,85.0,-98.15422276621787,-100.0
414636,85.0,-98.1529987760098,-100.0
414653,85.0,-98.15177478580172,-100.0
414660,85.0,-98.15055079559363,-100.0
414686,85.0,-98.14932680538556,-100.0
414688,85.0,-98.14810281517748,-100.0
414699,85.0,-98.1468788249694,-100.0
414706,85.0,-98.14565483476132,-100.0
414712,85.0,-98.14443084455324,-100.0
414723,85.0,-98.14320685434517,-100.0
414733,85.0,-98.14198286413709,-100.0
414742,85.0,-98.140758873929,-100.0
414750,85.0,-98.13953488372093,-100.0
414758,85.0,-98.13831089351285,-100.0
414770,85.0,-98.13708690330478,-100.0
414777,85.0,-98.1358629130967,-100.0
414793,85.0,-98.13463892288861,-100.0
414804,85.0,-98.13341493268054,-100.0
414824,85.0,-98.13219094247246,-100.0
414828,85.0,-98.13096695226439,-100.0
414848,85.0,-98.1297429620563,-100.0
414851,85.0,-98.12851897184822,-100.0
414859,85.0,-98.12729498164015,-100.0
414867,85.0,-98.12607099143207,-100.0
414884,85.0,-98.12484700122398,-100.0
414891,85.0,-98.12362301101591,-100.0
414917,85.0,-98.12239902080783,-100.0
414928,85.0,-98.12117503059976,-100.0
414950,85.0,-98.11995104039168,-100.0
414960,85.0,-98.1187270501836,-100.0
414970,85.0,-98.11750305997552,-100.0
414990,85.0,-98.11627906976744,-100.0
414992,85.0,-98.11505507955937,-100.0
414998,85.0,-98.11383108935128,-100.0
415012,85.0,-98.1126070991432,-100.0
415019,85.0,-98.11138310893513,-100.0
415034,85.0,-98.11015911872705,-100.0
415036,85.0,-98.10893512851897,-100.0
415045,85.0,-98.10771113831089,-100.0
415047,85.0,-98.10648714810281,-100.0
415053,85.0,-98.10526315789474,-100.0
415063,85.0,-98.10403916768666,-100.0
415081,85.0,-98.10281517747858,-100.0
416498,85.0,-98.1015911872705,-100.0
416499,85.0,-98.10036719706243,-100.0
416538,85.0,-98.09914320685435,-100.0
416850,85.0,-98.09791921664626,-100.0
416868,85.0,-98.09669522643819,-99.0
416876,85.0,-98.09547123623011,-99.0
416897,85.0,-98.09424724602204,-97.0
416900,85.0,-98.09302325581396,-97.0
416914,85.0,-98.09179926560587,-96.0
416917,85.0,-98.0905752753978,-96.0
416930,85.0,-98.08935128518972,-95.0
416934,85.0,-98.08812729498165,-95.0
416948,85.0,-98.08690330477356,-94.0
417465,85.0,-98.08567931456548,-94.0
417481,85.0,-98.0844553243574,-93.0
417484,85.0,-98.08323133414933,-93.0
417497,85.0,-98.08200734394124,-92.0
417500,85.0,-98.08078335373317,-92.0
417514,85.0,-98.07955936352509,-91.0
417517,85.0,-98.07833537331702,-91.0
417532,85.0,-98.07711138310894,-89.0
417535,85.0,-98.07588739290085,-89.0
417547,85.0,-98.07466340269278,-88.0
417550,85.0,-98.0734394124847,-88.0
417564,85.0,-98.07221542227663,-87.0
417765,85.0,-98.07099143206854,-87.0
417782,85.0,-98.06976744186046,-86.0
417786,85.0,-98.06854345165239,-86.0
417799,85.0,-98.06731946144431,-85.0
417803,85.0,-98.06609547123622,-85.0
417815,85.0,-98.06487148102815,-84.0
417819,85.0,-98.06364749082007,-84.0
417831,85.0,-98.062423500612,-83.0
417834,85.0,-98.06119951040392,-83.0
417848,85.0,-98.05997552019583,-82.0
417850,85.0,-98.05875152998776,-82.0
417866,85.0,-98.05752753977968,-81.0
417950,85.0,-98.05630354957161,-81.0
417965,85.0,-98.05507955936352,-80.0
417967,85.0,-98.05385556915544,-80.0
417981,85.0,-98.05263157894737,-79.0
417983,85.0,-98.0514075887393,-79.0
417997,85.0,-98.0501835985312,-78.0
418001,85.0,-98.04895960832313,-78.0
418014,85.0,-98.04773561811506,-77.0
418017,85.0,-98.04651162790698,-77.0
418031,85.0,-98.0452876376989,-75.0
418617,85.0,-98.04406364749082,-75.0
418631,85.0,-98.04283965728274,-76.0
418634,85.0,-98.04161566707467,-76.0
418647,85.0,-98.04039167686659,-77.0
418650,85.0,-98.0391676866585,-77.0
418664,85.0,-98.03794369645043,-78.0
418667,85.0,-98.03671970624235,-78.0
418681,85.0,-98.03549571603428,-79.0
418684,85.0,-98.03427172582619,-79.0
418698,85.0,-98.03304773561811,-81.0
418831,85.0,-98.03182374541004,-81.0
418848,85.0,-98.03059975520196,-82.0
418851,85.0,-98.02937576499389,-82.0
418865,85.0,-98.0281517747858,-83.0
418868,85.0,-98.02692778457772,-83.0
418881,85.0,-98.02570379436965,-84.0
418884,85.0,-98.02447980416157,-84.0
418897,85.0,-98.02325581395348,-85.0
418900,85.0,-98.02203182374541,-85.0
418914,85.0,-98.02080783353733,-86.0
418917,85.0,-98.01958384332926,-86.0
418931,85.0,-98.01835985312117,-87.0
418933,85.0,-98.0171358629131,-87.0
418948,85.0,-98.01591187270502,-88.0
419048,85.0,-98.01468788249694,-88.0
419064,85.0,-98.01346389228887,-89.0
419068,85.0,-98.01223990208078,-89.0
419080,85.0,-98.0110159118727,-90.0
419086,85.0,-98.00979192166463,-90.0
419097,85.0,-98.00856793145655,-91.0
419100,85.0,-98.00734394124846,-91.0
419115,85.0,-98.00611995104039,-92.0
419118,85.0,-98.00489596083231,-92.0
419131,85.0,-98.00367197062424,-93.0
419136,85.0,-98.00244798041615,-93.0
419151,85.0,-98.00122399020808,-94.0
419152,85.0,-98.0,-95.0
419164,85.0,-97.5,-96.0
419192,85.0,-97.0,-96.0
419232,85.0,-95.0,-96.0
419283,85.0,-94.75,-96.0
419297,85.0,-94.5,-97.0
419300,85.0,-94.25,-97.0
419312,85.0,-94.0,-97.5
419314,85.0,-93.83333333333333,-98.0
419318,85.0,-93.66666666666667,-98.0
419331,85.0,-93.5,-99.0
419335,85.0,-93.33333333333333,-99.0
419347,85.0,-93.16666666666667,-100.0
419352,85.0,-93.0,-100.0
419392,85.0,-90.0,-100.0
419393,85.0,-89.96774193548387,-100.0
421890,85.0,-89.93548387096774,-100.0
421906,86.0,-89.90322580645162,-100.0
421912,86.0,-89.87096774193549,-100.0
421922,87.0,-89.83870967741936,-100.0
421930,87.0,-89.80645161290323,-100.0
421939,88.0,-89.7741935483871,-100.0
421948,88.0,-89.74193548387096,-100.0
421956,89.0,-89.70967741935483,-100.0
421966,89.0,-89.6774193548387,-100.0
421974,90.0,-89.64516129032258,-100.0
421981,90.0,-89.61290322580645,-100.0
421992,92.0,-89.58064516129032,-100.0
421999,92.0,-89.54838709677419,-100.0
422009,93.0,-89.51612903225806,-100.0
422017,93.0,-89.48387096774194,-100.0
422026,94.0,-89.45161290322581,-100.0
422034,94.0,-89.41935483870968,-100.0
422045,95.0,-89.38709677419355,-100.0
422067,95.0,-89.35483870967742,-100.0
422069,96.0,-89.3225806451613,-100.0
422075,96.0,-89.29032258064517,-100.0
422087,97.0,-89.25806451612904,-100.0
422095,97.0,-89.2258064516129,-100.0
422105,98.0,-89.19354838709677,-100.0
422111,98.0,-89.16129032258064,-100.0
422121,99.0,-89.12903225806451,-100.0
422132,99.0,-89.09677419354838,-100.0
422139,100.0,-89.06451612903226,-100.0
423424,100.0,-89.03225806451613,-100.0
423425,100.0,-89.0,-100.0
423465,100.0,-90.0,-100.0
423509,100.0,-93.0,-100.0
423550,100.0,-95.0,-100.0
423682,100.0,-99.0,-100.0
423723,100.0,-100.0,-100.0
424841,100.0,-100.0,-100.0
424885,100.0,-100.0,-100.0
424904,100.0,-100.0,-100.0
424925,100.0,-100.0,-100.0
424939,100.0,-100.0,-100.0
424959,100.0,-100.0,-100.0
424969,100.0,-100.0,-100.0
424996,100.0,-100.0,-100.0
425008,100.0,-100.0,-100.0
425038,100.0,-100.0,-100.0
425052,100.0,-100.0,-100.0
425068,100.0,-100.0,-100.0
425076,100.0,-100.0,-100.0
425100,100.0,-100.0,-100.0
425109,100.0,-100.0,-100.0
425124,100.0,-100.0,-100.0
425143,100.0,-100.0,-100.0
425151,100.0,-100.0,-100.0
425180,100.0,-100.0,-100.0
425196,100.0,-100.0,-100.0
425209,100.0,-100.0,-100.0
425225,100.0,-100.0,-100.0
425234,100.0,-100.0,-100.0
425253,100.0,-100.0,-100.0
425261,100.0,-100.0,-100.0
425273,100.0,-100.0,-100.0
425281,100.0,-100.0,-100.0
425323,100.0,-100.0,-100.0
425332,100.0,-100.0,-100.0
425351,100.0,-100.0,-100.0
425368,100.0,-100.0,-100.0
425389,100.0,-100.0,-100.0
425397,100.0,-100.0,-100.0
425413,100.0,-100.0,-100.0
425428,100.0,-100.0,-100.0
425439,100.0,-100.0,-100.0
425465,100.0,-100.0,-100.0
425473,100.0,-100.0,-100.0
425502,100.0,-100.0,-100.0
425518,100.0,-100.0,-100.0
425551,100.0,-100.0,-100.0
425561,100.0,-100.0,-100.0
425593,100.0,-100.0,-100.0
425613,100.0,-100.0,-100.0
425649,100.0,-100.0,-100.0
425665,100.0,-100.0,-100.0
425885,100.0,-100.0,-100.0
425896,100.0,-100.0,-100.0
425912,100.0,-100.0,-100.0
425922,100.0,-100.0,-100.0
425936,100.0,-100.0,-100.0
425959,100.0,-100.0,-100.0
425970,100.0,-100.0,-100.0
426000,100.0,-100.0,-100.0
426009,100.0,-100.0,-100.0
426031,100.0,-100.0,-100.0
426136,100.0,-100.0,-100.0
426166,100.0,-100.0,-100.0
426187,100.0,-100.0,-100.0
426212,100.0,-100.0,-100.0
426433,100.0,-100.0,-100.0
426449,100.0,-100.0,-100.0
426468,100.0,-100.0,-100.0
426485,100.0,-100.0,-100.0
426688,100.0,-100.0,-100.0
426700,100.0,-100.0,-100.0
426741,100.0,-100.0,-100.0
426751,100.0,-100.0,-100.0
426838,100.0,-100.0,-100.0
426913,100.0,-100.0,-100.0
426959,100.0,-100.0,-100.0
426988,100.0,-100.0,-100.0
426998,100.0,-100.0,-100.0
427020,100.0,-100.0,-100.0
427073,100.0,-100.0,-100.0
427091,100.0,-100.0,-100.0
427128,100.0,-100.0,-100.0
427139,100.0,-100.0,-100.0
427147,100.0,-100.0,-100.0
427176,100.0,-100.0,-100.0
427183,100.0,-100.0,-100.0
427196,100.0,-100.0,-100.0
427262,100.0,-100.0,-100.0
427281,100.0,-100.0,-100.0
427291,100.0,-100.0,-100.0
427336,100.0,-100.0,-100.0
427359,100.0,-100.0,-100.0
427388,100.0,-100.0,-100.0
427430,100.0,-100.0,-100.0
427460,100.0,-100.0,-100.0
427468,100.0,-100.0,-100.0
427495,100.0,-100.0,-100.0
427587,100.0,-100.0,-100.0
427629,100.0,-100.0,-100.0
427645,100.0,-100.0,-100.0
427655,100.0,-100.0,-100.0
427663,100.0,-100.0,-100.0
427696,100.0,-100.0,-100.0
427787,100.0,-100.0,-100.0
428017,100.0,-100.0,-100.0
428029,100.0,-100.0,-100.0
428047,100.0,-100.0,-100.0
428054,100.0,-100.0,-100.0
428097,100.0,-100.0,-100.0
428142,100.0,-100.0,-100.0
428163,100.0,-100.0,-100.0
428175,100.0,-100.0,-100.0
428191,100.0,-100.0,-100.0
428274,100.0,-100.0,-100.0
428306,100.0,-100.0,-100.0
428396,100.0,-100.0,-100.0
428404,100.0,-100.0,-100.0
428640,100.0,-100.0,-100.0
428650,100.0,-100.0,-100.0
428683,100.0,-100.0,-100.0
428730,100.0,-100.0,-100.0
428748,100.0,-100.0,-100.0
428756,100.0,-100.0,-100.0
428762,100.0,-100.0,-100.0
428772,100.0,-100.0,-100.0
428789,100.0,-100.0,-100.0
428794,100.0,-100.0,-100.0
428803,100.0,-100.0,-100.0
428820,100.0,-100.0,-100.0
428833,100.0,-100.0,-100.0
428843,100.0,-100.0,-100.0
428862,100.0,-100.0,-100.0
428879,100.0,-100.0,-100.0
428887,100.0,-100.0,-100.0
428897,100.0,-100.0,-100.0
428907,100.0,-100.0,-100.0
428916,100.0,-100.0,-100.0
428921,100.0,-100.0,-100.0
428931,100.0,-100.0,-100.0
428945,100.0,-100.0,-100.0
428954,100.0,-100.0,-100.0
428965,100.0,-100.0,-100.0
428971,100.0,-100.0,-100.0
429022,100.0,-100.0,-100.0
429033,100.0,-100.0,-100.0
429048,100.0,-100.0,-100.0
